id,label_0,label_1,label_2,label_3
513,2.7048092e-05,1.2538101e-10,0.99997294,1.6370283e-09
45,0.99999964,7.5594964e-10,3.6572476e-07,5.7298843e-10
244,0.99999154,1.1738843e-10,8.41791e-06,4.5892287e-10
621,9.8661e-14,1.5864102e-10,0.99999964,3.5288227e-07
620,9.48596e-11,8.801568e-08,0.99998045,1.945184e-05
212,0.9999999,4.689063e-11,9.539083e-08,8.9136004e-11
474,5.0949583e-12,0.999998,4.16008e-09,2.0785747e-06
587,2.738756e-14,1.16054305e-10,0.99999976,2.9190235e-07
404,1.7678726e-17,0.9999994,1.406979e-16,5.5857686e-07
316,2.003428e-10,0.9999795,4.1611776e-09,2.0529314e-05
669,4.633023e-10,1.4002606e-08,0.9999982,1.7230549e-06
882,5.3716127e-25,3.839606e-18,1.3789705e-33,1.0
599,1.1819978e-06,7.364445e-09,0.99999857,2.3074968e-07
140,0.9999995,3.66979e-07,2.941807e-09,1.0018115e-07
280,1.2815235e-12,0.9999974,1.0587795e-11,2.6288517e-06
695,0.040223166,5.5295454e-06,0.95976007,1.12574235e-05
329,7.4405745e-11,0.9999765,8.0266055e-10,2.3463595e-05
536,5.118779e-14,1.4194451e-10,0.9999999,8.4461e-08
115,1.0,1.2129047e-11,2.2602353e-09,6.800124e-11
716,1.653241e-09,4.1380304e-09,0.9999994,6.029459e-07
645,9.0303375e-14,8.776126e-10,0.99999726,2.7689252e-06
467,3.7352507e-07,0.95093346,5.350426e-06,0.049060855
864,2.9055638e-15,6.956384e-10,1.1346081e-19,1.0
327,6.093095e-11,0.9993845,9.535229e-09,0.00061547564
629,0.1001307,3.5807395e-07,0.8998675,1.4526538e-06
803,1.8834324e-07,0.09292407,2.0049501e-06,0.90707374
798,6.7481746e-21,2.7481913e-14,1.9876408e-27,1.0
279,4.0955523e-13,0.9999999,1.0079593e-13,9.479014e-08
816,1.5172703e-21,2.0390296e-13,3.8159918e-27,1.0
133,1.0,4.2433078e-11,1.8946281e-08,9.7731837e-11
606,6.615479e-13,1.1306251e-09,0.9999993,6.863095e-07
853,2.066076e-08,0.0002655593,8.566674e-07,0.9997336
154,1.0,3.3334494e-12,1.4383801e-08,2.315823e-12
254,1.0,2.6580077e-12,3.64883e-12,2.387604e-12
11,1.0,2.7356988e-13,1.1081265e-11,8.8799926e-13
885,3.2453525e-21,3.827863e-14,4.073958e-27,1.0
413,6.2107047e-12,0.999998,1.4141323e-10,1.9901029e-06
258,0.9999826,4.94614e-12,1.7425315e-05,2.299753e-11
806,2.5062346e-14,2.2684083e-07,8.7676786e-18,0.99999976
75,0.99987626,3.6107636e-10,0.0001236741,2.0397186e-09
201,1.0,7.955239e-13,6.780046e-12,1.3224994e-12
459,5.8291005e-14,0.99999905,3.6058554e-12,9.183326e-07
455,1.7826301e-11,0.9999933,1.8844466e-10,6.7099973e-06
9,1.0,3.6302118e-12,7.502942e-11,5.3161195e-12
367,1.1152032e-12,0.99999964,3.1235513e-12,4.1023654e-07
162,0.999432,3.977285e-09,0.00056784926,1.1990375e-07
506,1.068021e-07,3.7603932e-06,0.99991775,7.837919e-05
314,1.3917008e-08,0.99936944,1.5209386e-07,0.0006304275
370,3.0535413e-16,1.0,6.101179e-17,5.870804e-10
505,6.302247e-12,2.2368338e-08,0.99999464,5.2880637e-06
453,6.0086003e-10,0.9999801,2.6551555e-10,1.996465e-05
739,3.1516885e-12,3.2949803e-09,0.99999905,9.706779e-07
265,5.801985e-09,0.99967515,7.72589e-09,0.0003248828
173,1.0,3.3411554e-10,3.069788e-08,9.3131275e-10
729,1.0252783e-06,1.3778066e-07,0.999997,1.7282797e-06
679,1.9665378e-12,3.2216557e-10,0.99999964,3.222927e-07
841,2.073545e-22,2.0977868e-15,4.110308e-30,1.0
224,0.9999958,2.9727059e-09,4.176499e-06,4.3738098e-09
284,1.5262204e-15,1.0,2.5328779e-14,1.6099387e-08
703,8.859643e-16,1.8160131e-11,0.9999999,1.4480399e-07
665,6.243276e-14,3.7562095e-10,0.99999964,3.2475262e-07
70,0.9999981,7.779892e-11,1.9650017e-06,6.033583e-10
819,4.3687765e-16,1.3722559e-11,5.657915e-22,1.0
588,4.663466e-10,5.3514264e-09,0.9999995,5.193908e-07
555,7.0613635e-09,1.2039492e-08,0.9999995,4.6445692e-07
810,3.480741e-16,4.598606e-11,2.2539738e-22,1.0
752,8.697202e-12,3.935915e-08,0.99999785,2.1045528e-06
597,3.1311028e-12,5.160549e-10,0.99999964,3.5622227e-07
677,1.4471089e-11,5.3044708e-08,0.99997115,2.8831702e-05
27,0.9999436,6.78395e-07,5.5628338e-05,7.17437e-08
202,0.9999281,1.8990423e-09,7.189413e-05,1.2559476e-08
823,2.189218e-19,7.180643e-13,1.0586294e-25,1.0
321,2.2316453e-11,0.9999989,8.702493e-11,1.0999064e-06
103,0.9999975,1.1949827e-09,2.5391214e-06,4.2567985e-09
812,1.01990794e-19,6.118626e-13,1.1011904e-26,1.0
26,0.9999995,1.5372414e-09,5.1616394e-07,4.1941922e-10
859,2.066076e-08,0.0002655593,8.566674e-07,0.9997336
444,1.9179258e-10,0.9999051,3.8185277e-08,9.48997e-05
443,5.687943e-09,0.99993086,2.2956318e-08,6.915685e-05
613,2.9984758e-11,1.9510877e-09,0.9999994,6.3655295e-07
682,6.7528723e-15,9.3034344e-11,0.9999987,1.3198407e-06
391,1.8890462e-19,1.0,3.1454242e-18,1.223598e-11
5,0.9999999,4.138897e-11,8.850458e-08,4.7743105e-11
493,3.8989856e-13,0.9999976,1.9739917e-10,2.4183641e-06
751,5.561817e-07,1.1226915e-09,0.9999994,4.9060283e-08
523,4.17607e-12,1.0213251e-08,0.9999906,9.369986e-06
336,3.5409212e-10,0.9982345,3.3101555e-09,0.0017654963
130,1.0,2.259443e-12,2.7345641e-11,1.2123312e-11
589,2.7276087e-07,2.8232756e-07,0.9999889,1.0531958e-05
654,1.5125745e-15,6.3674e-11,0.99999857,1.3719591e-06
415,3.8550973e-14,1.0,3.943373e-14,4.3294723e-09
898,5.588222e-15,7.189548e-10,1.1088668e-18,1.0
686,0.00019484219,1.8371678e-07,0.9998036,1.424906e-06
768,2.360733e-12,2.2601578e-09,0.9999962,3.7601217e-06
793,1.6199631e-13,0.32660314,4.184678e-16,0.6733968
93,0.9999498,1.4372094e-10,5.0174862e-05,1.071241e-09
249,1.0,1.5268997e-10,5.0805467e-09,1.7983582e-11
275,1.6518537e-11,0.99998295,1.692634e-10,1.7038683e-05
893,1.182189e-19,6.107068e-14,4.8146e-27,1.0
369,2.6930812e-12,1.0,5.7673626e-14,4.4423945e-08
96,0.9993517,7.428272e-05,0.00055560423,1.8416973e-05
815,7.427188e-20,3.7410565e-12,1.8457657e-26,1.0
296,3.0088973e-11,0.9999405,2.6715563e-09,5.9533533e-05
532,6.6363955e-06,0.026014922,0.95168984,0.022288706
769,2.1977248e-06,8.8690146e-11,0.99999785,1.7898978e-08
715,2.3405873e-07,1.6962468e-10,0.99999976,1.3460725e-08
158,1.0,1.7692029e-09,2.9367921e-08,7.2983103e-10
895,5.417259e-16,3.305267e-10,4.807462e-19,1.0
82,1.0,3.3983404e-12,1.7963409e-09,3.164753e-11
220,1.0,3.6283046e-14,4.3200749e-10,2.6672796e-13
324,4.3964224e-08,0.99915946,1.795052e-07,0.00084036734
209,0.99999976,4.813777e-10,2.1621806e-07,2.7385108e-10
384,4.91255e-13,0.99999905,2.1985885e-12,9.457006e-07
161,1.0,1.08353186e-13,5.2108384e-09,3.6555503e-13
549,1.2809319e-09,1.1990543e-08,0.9999995,5.2236936e-07
76,0.9999995,1.8186714e-07,2.2485239e-07,3.3087822e-08
772,2.9610965e-15,5.20001e-11,0.99999976,2.3325632e-07
91,1.0,1.9540176e-15,5.8384284e-11,7.385788e-15
89,0.9999999,1.2003035e-07,2.0383618e-08,1.0275266e-08
286,1.19531685e-11,0.99997675,7.701936e-10,2.3301107e-05
398,4.764244e-12,0.99999917,1.1213033e-11,8.848708e-07
261,0.99999774,4.5608683e-11,2.2641732e-06,2.2314949e-10
3,0.9999999,8.659674e-13,1.14750016e-07,6.5698125e-13
702,1.9614875e-13,4.5416343e-10,0.99999976,2.409344e-07
346,1.5610953e-05,0.784138,0.0001831596,0.21566331
697,4.187558e-05,6.425194e-09,0.99995804,9.7341484e-08
481,1.4828028e-19,1.0,2.023853e-20,4.460696e-10
10,1.0,5.2749045e-14,4.7341586e-11,1.0506425e-12
55,0.9999924,1.8948585e-09,7.5926414e-06,1.5071361e-08
306,2.3550353e-11,0.9999844,1.33757345e-11,1.5625359e-05
740,8.901731e-13,8.2536944e-10,0.99999976,2.5346384e-07
408,4.2654773e-14,0.99999976,1.0038482e-12,2.6520965e-07
122,0.99999833,5.676139e-11,1.6317385e-06,6.132552e-10
868,7.567373e-10,6.713071e-05,3.0957784e-10,0.9999329
344,2.2947891e-07,0.9702079,0.00024203194,0.029549772
550,8.045218e-08,2.534434e-08,0.9999989,9.397891e-07
20,0.9999969,2.8639936e-06,8.017486e-09,2.342633e-07
658,1.05988525e-08,5.713842e-07,0.99998105,1.8439312e-05
325,2.0833111e-08,0.99973255,2.3151113e-08,0.00026739968
605,6.138342e-12,1.3128448e-08,0.9999932,6.8119275e-06
545,9.441484e-11,5.1456617e-09,0.99999964,3.0781433e-07
259,1.0,7.957932e-15,2.3302835e-10,2.638402e-14
180,1.0,3.1346772e-12,4.760461e-08,4.8201777e-12
529,8.662676e-13,8.276471e-10,0.9999994,5.5292554e-07
354,5.5004667e-09,0.94589806,6.754459e-09,0.054101944
