id,label_0,label_1,label_2,label_3
408,0.04170763,0.95828027,9.514155e-06,2.6599148e-06
204,1.0227109e-08,1.1610967e-14,9.1645753e-11,1.0
134,7.985234e-09,8.923892e-15,1.1163455e-10,1.0
88,3.290683e-08,4.5456987e-18,1.0,9.8686025e-11
267,0.014056112,0.985933,9.109596e-06,1.8161253e-06
260,0.00036798962,8.738966e-05,0.00017944485,0.99936515
131,7.7237515e-11,3.8524475e-16,8.142149e-10,1.0
80,1.4356983e-17,5.2583335e-35,1.0,2.4766365e-17
484,0.9856021,0.010916499,0.0024171548,0.0010642217
158,1.1957794e-06,6.214647e-11,5.5208027e-08,0.9999988
419,0.007697593,0.99219745,5.9763046e-05,4.5207944e-05
344,0.066870056,0.9330199,8.251699e-05,2.755924e-05
205,0.2531094,1.4948749e-06,1.2988565e-06,0.74688786
338,0.008416897,0.99036217,0.0001814228,0.0010395151
402,0.016873125,0.9827817,8.933943e-05,0.000255886
405,0.06726261,0.93215424,0.00030852357,0.00027458588
189,2.0675656e-11,4.1392576e-16,2.4393274e-10,1.0
178,0.72726214,0.031254496,0.014589998,0.22689345
195,1.3456553e-06,1.2441609e-10,1.21751285e-08,0.9999987
85,6.2319897e-32,0.0,1.0,1.5024263e-23
486,0.9799075,0.018439645,0.0012658392,0.00038701517
410,0.10229866,0.8949859,0.00088455004,0.001830913
14,1.291139e-13,5.2021906e-27,1.0,3.4521095e-18
371,0.06639761,0.93358403,9.778423e-06,8.527753e-06
69,1.6001263e-20,1.3e-44,1.0,3.8360542e-15
23,2.3979122e-17,5.2991763e-33,1.0,6.427447e-21
251,0.8542978,0.06615073,0.0042127213,0.07533881
93,2.0532175e-07,1.7801168e-15,0.99999976,1.4156928e-09
165,4.7334163e-07,5.4998036e-13,7.946623e-09,0.9999995
36,1.1206168e-13,9.154547e-26,1.0,1.1259336e-18
32,1.9926313e-17,2.133811e-34,1.0,1.6453118e-20
280,0.6431466,0.35672653,9.406418e-05,3.2860677e-05
372,0.0937108,0.90618706,3.6143454e-05,6.5975626e-05
116,0.5198104,0.061077792,0.00016588702,0.41894594
104,1.4983244e-13,4.8164224e-33,6.9162766e-12,1.0
106,0.002853951,1.1977745e-06,1.0400433e-06,0.9971438
309,0.9490422,0.015436622,0.00050522527,0.035015907
395,0.097766176,0.9022067,1.3064388e-05,1.4108027e-05
30,3.2422144e-18,1.3130021e-37,1.0,1.0852538e-15
462,0.030240001,0.96943337,9.07044e-05,0.00023591414
406,0.068746805,0.931207,1.3094648e-05,3.305307e-05
366,0.0039257733,0.9956195,0.0001278625,0.00032685787
480,0.9891774,0.008482478,0.0016558447,0.00068434427
208,2.1800658e-07,1.9577805e-12,1.7583801e-09,0.99999976
373,0.00839797,0.99095017,0.00023597463,0.0004159067
127,7.494307e-05,7.806501e-13,1.8733255e-08,0.999925
182,2.2511369e-08,9.9313346e-14,6.5182243e-10,1.0
386,0.012520623,0.98729646,6.9707596e-05,0.00011319409
436,0.39959866,0.6003167,3.6762896e-05,4.7854206e-05
57,6.629573e-05,8.185268e-14,0.99991846,1.5240312e-05
397,0.69018906,0.30955535,0.00012457297,0.00013103381
194,5.4584434e-06,1.0442671e-09,5.846975e-08,0.9999945
155,4.181999e-05,1.1706868e-08,1.6770619e-07,0.99995804
346,0.025663815,0.97433203,3.0493713e-06,1.1997215e-06
123,2.463216e-05,8.74452e-14,1.187613e-08,0.9999753
449,0.1910511,0.7973805,0.0006412954,0.0109271025
