id,heartbeat_signals
53,"-0.10324338088567286,-0.1005179366515852,-0.0982714529228862,-0.0971743267861857,-0.0968534371695911,-0.09703249946035841,-0.09698513401491454,-0.09606567245381448,-0.09469786860692869,-0.09367000656405922,-0.09311191808255276,-0.09279666147256849,-0.09249670700907342,-0.09255780338442715,-0.09358409117806077,-0.09533915125845621,-0.0972672582068192,-0.09915621664345431,-0.1006615682702185,-0.10116542281811858,-0.10025285709749254,-0.09800596678716589,-0.09484080979905246,-0.09074004586723422,-0.08541056336835834,-0.07896740922736228,-0.07104812185226383,-0.059587858040529074,-0.04061546789329973,-0.010391198504339227,0.03053989884299174,0.07600638333352933,0.11769914138308218,0.1505330923300207,0.17461804463939262,0.19227360579908154,0.20534786978876618,0.21487003664618715,0.2212060835817471,0.22480389227740444,0.22644475486877835,0.22653916087270953,0.22516111483874524,0.2224757157379516,0.218529758280265,0.21314013689885597,0.20622403632043812,0.1978367564502157,0.1877346208294952,0.17520222730423168,0.1594371713760936,0.14001083539070763,0.11681975704009806,0.08954571132674377,0.057381725549876084,0.020048785911301714,-0.01924223897174404,-0.05253348480317144,-0.07157159944829977,-0.07317599380745521,-0.05950174967715077,-0.035465107318413236,-0.006998318106694379,0.020517712952427714,0.04321700343452539,0.058898798740303626,0.06749745808973862,0.07034736986934992,0.06859914983420334,0.06284710471702643,0.053326689240710934,0.04050825209371034,0.02569611990590054,0.01024319962130077,-0.005182586132625178,-0.020075731399883334,-0.03350500763637643,-0.04463779881004154,-0.05368179937472117,-0.061238885915784136,-0.0673763623262773,-0.07206027181360913,-0.07569618865792888,-0.07880700728338863,-0.08154563444624569,-0.08374781935533082,-0.08524111735575152,-0.08601316465795233,-0.08611020700629801,-0.08565843412291246,-0.0850057458196462,-0.08438794503353181,-0.08358916590608034,-0.08238075177253218,-0.08101390797190466,-0.07998317400495425,-0.07948747259206096,-0.07903133028885828,-0.07822755381790769,-0.07744680820551131"
54,"-0.0459926637929903,-0.04362531550080928,-0.04141336180113897,-0.040406180133331804,-0.04024171810920832,-0.0405126638412138,-0.04101340301337819,-0.04148115341591152,-0.041496883882621044,-0.041681619352040566,-0.04301554402118493,-0.04448817518926895,-0.04469593731648336,-0.04424221009440185,-0.044330900092026615,-0.04538004060566206,-0.04744998229262257,-0.050398845693143346,-0.05392115358023361,-0.0577030885754532,-0.061343833026477,-0.06469591313534309,-0.06764640051312484,-0.06965934239972349,-0.07064989781287162,-0.07146381893697046,-0.07301035824744798,-0.07563564396603831,-0.07889634398811016,-0.08125535967929559,-0.08073221376112677,-0.07631908499015552,-0.06790362406971487,-0.055081278976647274,-0.03685730377538063,-0.01248858581115836,0.01741635906854397,0.051106800252142065,0.08610969398564539,0.11891016045897065,0.14614971386936831,0.16644755012785323,0.17973018436416066,0.18663594530383723,0.1892360102671798,0.18971161771714512,0.1889174482617438,0.18722253521826968,0.18502683701863398,0.18234494142640018,0.17888273996195747,0.1743837811001928,0.16854792688477524,0.1611988946114409,0.15248648072448862,0.14220134477881202,0.12970385414919003,0.11401999876222232,0.09345907592330671,0.06603572375452207,0.030983491428451082,-0.009083891576215725,-0.04814503846319654,-0.07998407422521636,-0.10126058131289226,-0.1121761578049491,-0.11427750134891917,-0.10807346418540278,-0.09352238951968594,-0.07146941455955322,-0.04449755073578618,-0.01665761388001924,0.008577693761802951,0.029432563812155504,0.044993161062055226,0.054957297194125815,0.060000848482039626,0.061257850914291756,0.05919641171686374,0.053569825453254866,0.0445594754966471,0.032610114952003666,0.017880759735837304,0.00134548347818228,-0.015018392456205065,-0.029957517495035807,-0.043449175395297496,-0.055441899838117564,-0.06550679063781595,-0.0734584926174103,-0.07932547827222042,-0.08331879615566612,-0.08627135248913012,-0.08916119394593769,-0.09230015772384745,-0.09550887885038781,-0.09842438780645818,-0.10117888373505213,-0.1040915524433347,-0.10656012461204298"
55,"-0.08611674497669629,-0.08908505391592977,-0.09169639019313731,-0.09275224240140618,-0.09337057570798607,-0.09500636924799315,-0.09861767531590251,-0.10346964365119694,-0.10786546005977782,-0.11092627553856925,-0.11273551180449758,-0.1138340495579083,-0.11475605646481586,-0.11568883596465201,-0.11661619200973043,-0.11713722486971094,-0.11650146252850503,-0.11427765439077554,-0.11023877158373963,-0.10430808348055674,-0.0967747020424363,-0.08718044916968366,-0.07324103869432538,-0.05128829673437456,-0.01905698596451748,0.02073934914768613,0.06141957159129717,0.09693716364423255,0.12429973478699508,0.1436583886476953,0.15673397036518502,0.16509195847892616,0.1701148243445919,0.1731775359167877,0.1751594051108682,0.17646903809549916,0.17732394554260633,0.17759886657664492,0.17723803126409698,0.17635964859627984,0.17474366844304104,0.17206168649056475,0.1681560632941339,0.16299274649960793,0.15680149517821618,0.14953484368373116,0.14026559611902012,0.12820753676874197,0.11322793452551151,0.09429999428687731,0.06917577839859994,0.03659649461237095,-0.0025399376459814133,-0.044204213787793434,-0.08063636867360684,-0.10441690575328468,-0.11266386320874101,-0.10654170832357966,-0.08939380346571045,-0.06517442254623526,-0.037720855576856865,-0.011378847058308897,0.010381127555021255,0.027375966973774382,0.04116027400433628,0.05204549786563703,0.05962925967833976,0.06414581402681785,0.06603542880384729,0.06541128893564632,0.062331559515647214,0.057537206384160655,0.05224249619570137,0.04689724679915283,0.04105519570802449,0.03421619077206493,0.02626587947649095,0.01768588812548945,0.009053141921178356,0.0005813983832929914,-0.007322008506108271,-0.014693725099449828,-0.02237131724789447,-0.030634204390333625,-0.03860641957937186,-0.04550875278494694,-0.05197560229538045,-0.059037360547087414,-0.06651545065836427,-0.07358368540173361,-0.08004969199271056,-0.0859752265752392,-0.09093414782015867,-0.09456136461635059,-0.0972413311134405,-0.09960393751638154,-0.10202137170135284,-0.10485939122575813,-0.10829297278348335,-0.11143549736996024"
56,"-0.08850526186604857,-0.08592943539258158,-0.08412941278096064,-0.08418816725379585,-0.08505618149985872,-0.08545774512058069,-0.08548520205335552,-0.08601095511841172,-0.08704542386381153,-0.08766510851725495,-0.08755563943563993,-0.08768395368007587,-0.08871949711742944,-0.09026982773128367,-0.09177372899084402,-0.09285475169793023,-0.09307968794865762,-0.0922130405010968,-0.09043862450866014,-0.08756610842040813,-0.08334603916394656,-0.07786186284223695,-0.07046265109510008,-0.059326032048240385,-0.04170705246795914,-0.01574801391391889,0.01687601688866891,0.05142989530981379,0.0834618176629024,0.11075340337284723,0.13305955645239154,0.1511004109478703,0.16522161032489768,0.17522544399731654,0.18166209468708838,0.18565471685505375,0.1879181301387175,0.188948208457819,0.18889569529449657,0.18742983093302934,0.18419669223312596,0.17935321649255098,0.17341427988570546,0.16613072208083846,0.15628814092761623,0.14305291326931346,0.12633850394177482,0.1056053093909497,0.08005723339698234,0.04959223968189219,0.014664114839526232,-0.02125571635327761,-0.050332860627118614,-0.06622423703943192,-0.06899195365485511,-0.06250296007443357,-0.050388464127835375,-0.0354543427279187,-0.019760243042512893,-0.004606327410219158,0.008587119949206246,0.018527576227756137,0.024951041901132176,0.0284962802557579,0.029681316522562007,0.028327478060976574,0.0242891030596869,0.018009052008147175,0.010492663458972817,0.0029178583087421384,-0.003828905890595924,-0.009275733634193206,-0.013309165827966485,-0.01600745814931981,-0.017614400940673458,-0.01864012052104136,-0.01972871725105596,-0.021444030172969475,-0.023803751951645524,-0.026575711127225343,-0.029943453639850737,-0.034002045616171706,-0.03820067455601983,-0.042005077408170166,-0.04519796529466369,-0.0478592571712666,-0.050184071352112336,-0.05205346670290867,-0.053268304039772674,-0.05368428854609819,-0.053206828666194306,-0.05198299664779793,-0.050687927722856685,-0.049887027339540646,-0.04919625655868476,-0.04809517909415928,-0.046583070632842505,-0.04463328023029034,-0.04178063829221812,-0.03833337215013033"
57,"-0.06166989436873746,-0.06260704627488031,-0.0646387332521241,-0.06740057692035029,-0.07011601107060217,-0.07239956774527423,-0.07449091814131303,-0.07620471057844258,-0.07706983227324182,-0.07731079297402998,-0.07699744419520937,-0.07541248662593006,-0.0723883561658181,-0.0689922856243477,-0.06614175065507916,-0.06357671606887119,-0.06065172798813748,-0.05736673338913861,-0.054187434584609784,-0.05174979905277338,-0.05094662571054781,-0.05206405955870447,-0.05426030560370171,-0.05630707455255285,-0.05709575585504709,-0.055798071158507406,-0.051903164711338684,-0.04428283469993918,-0.03069049288177883,-0.009452996440330041,0.01777035587899678,0.04620213948977958,0.07136351710652811,0.0913162854548153,0.10674200263858358,0.11934367335178553,0.13011394980567734,0.13946025887891475,0.14740116425688218,0.15335733318311334,0.15707359556847364,0.15915727768464735,0.15960385014886286,0.15716047972543884,0.1515261047317516,0.14420918997208337,0.1370175932456686,0.1305410414883053,0.12372315063399691,0.11523879301220313,0.10495475529644485,0.09349573521619228,0.0811027236489387,0.06776899820058058,0.05369913090232126,0.03892524201523018,0.023508555231145728,0.007624413460554869,-0.008989915039094853,-0.026181655998033904,-0.04234203331081876,-0.05505807315464131,-0.06240351304406025,-0.06327960909994881,-0.056521243795738585,-0.0414303982285891,-0.0201880071959836,0.002636606407786818,0.023377616377179444,0.04030688050980996,0.052813926204643924,0.06103931185895678,0.0653681504766756,0.06597711400218104,0.06278818214503462,0.056031046828268455,0.04651863202809717,0.03489253285765295,0.0219409636124738,0.008784754954180518,-0.003921176916810709,-0.015761969330056552,-0.026608769645762198,-0.03681991564193854,-0.046426947041857236,-0.054987384311932036,-0.06228267196557605,-0.06832957255612895,-0.07305821398139847,-0.07640941969051854,-0.07842817864544174,-0.0796213432307579,-0.08060680531943756,-0.08134234206345986,-0.08167272523738162,-0.08206452810659232,-0.08319045922001869,-0.08441659489183367,-0.08384582864674467,-0.08151353405894607"
58,"-0.06475123660213689,-0.06634867855530069,-0.06778981273666496,-0.06814305887493588,-0.06806106240991894,-0.06846468919090809,-0.06961995682158223,-0.07099379825437019,-0.07205371087346163,-0.07282960427682933,-0.07359008612603674,-0.0743853536803431,-0.07526434429244105,-0.07622833879314489,-0.07738465197241062,-0.07920901681711884,-0.08176511253168733,-0.08443503316935569,-0.0864901211739672,-0.08757870122207828,-0.08709726835363546,-0.08330913982993537,-0.0737351908058802,-0.056539924017971255,-0.03201315198618948,-0.0024142159347239067,0.029159240366497863,0.05934659433342482,0.08549273422928383,0.10622794644193795,0.12151603608238898,0.13286255000515412,0.1421274280118281,0.14971786158545952,0.15500630555310635,0.1577928098934243,0.15857116161775986,0.15823201143565035,0.15718080134734858,0.1551273304283295,0.15213243980854502,0.14855483571268518,0.1439834395885758,0.13735695594063452,0.12803253016829397,0.11580807302101459,0.09997343381085017,0.07899339451776705,0.05164294111587692,0.019347085037934197,-0.012003757919722913,-0.03450574446202875,-0.044015210204363886,-0.04186609669697178,-0.03171448273079919,-0.017221295297106087,-0.001957109513586186,0.011220836483207486,0.02118827050058547,0.02818263831923612,0.03269474293810859,0.03423849899235193,0.03132949202157792,0.02364324965424408,0.013161845507929593,0.002221222005664547,-0.008116660213769111,-0.01731395584885187,-0.024656971189731647,-0.029730824216336438,-0.032971504254682316,-0.03499910030650305,-0.03576657669683231,-0.03521632559300775,-0.03385568790678556,-0.03225934689240151,-0.03093723470286025,-0.030300390200471927,-0.03037704085669768,-0.03094399086042432,-0.03149514030182188,-0.03135566151499419,-0.030565530533680996,-0.029626992619038728,-0.02884323651030546,-0.028457129037999462,-0.028437325093360444,-0.028617453219837052,-0.02902377784977367,-0.02965755972042,-0.030261615591598845,-0.030724369718360844,-0.03148361681010964,-0.033039706907484645,-0.0351139780081165,-0.036565241966193984,-0.03673624398404585,-0.03587165961927763,-0.03386753778687768,-0.03109839381640367"
59,"-0.07833249503052964,-0.07994162473404509,-0.0807534378185697,-0.08040242203373282,-0.07999023709214914,-0.0795335006601805,-0.0787968102295894,-0.0778459553620231,-0.07697627054212097,-0.07620420093607239,-0.07515693420680902,-0.07399183916903229,-0.07305862999420809,-0.07188855413341755,-0.06997810077938604,-0.06720828568585224,-0.06314139340440073,-0.05702777763632749,-0.04854737541695564,-0.038457638104198444,-0.028357588237686415,-0.019630178587953462,-0.012709271400177857,-0.007417326889002318,-0.003213559310474734,0.00010766765447722815,0.0017775624357874165,0.0014896830584144594,0.000827883404010965,0.0029083547930978115,0.010454839860367104,0.023536622170475252,0.039859372227051604,0.05686213029737708,0.07278916461752849,0.08692170739953486,0.0992048443759539,0.10987412153140697,0.11932659218687447,0.1278106223123029,0.13546207055932002,0.14198523688208853,0.1466769390393211,0.14930129435480566,0.15023866557925603,0.14988362800091204,0.14830824131335973,0.14525989357929148,0.14038893587194645,0.13313578655971803,0.12275590045091012,0.10892050767574102,0.09104861696966782,0.06801452973057454,0.039741229892963914,0.008110514450846429,-0.02254835052116222,-0.04618694770489751,-0.058321796029933926,-0.05841372039353765,-0.04918584607065646,-0.0340852433892227,-0.015610684112834616,0.0042889863151707175,0.02300722042511827,0.037413515581976475,0.04583804045087525,0.04916508357904781,0.04888652673554328,0.04554849991739274,0.039514816734536606,0.031191226912845815,0.021159164249989426,0.0105446576813506,0.0003521165969028184,-0.008874845001757059,-0.01655953388887932,-0.022311947483365402,-0.026928692088210915,-0.03162767508260689,-0.03637034686746776,-0.04049271452345404,-0.04388612369094547,-0.04701507521100412,-0.05020497316481787,-0.053179760182275326,-0.055757590284712166,-0.058025909735259895,-0.05994539684017097,-0.0615010601833198,-0.06268442352310999,-0.06314566888159112,-0.06284864168010829,-0.06197215317379723,-0.060485310611905874,-0.058790490722247735,-0.05720791129917169,-0.05589033984885772,-0.05546320001730132,-0.05580923481263278"
60,"-0.050475186095605196,-0.05272599702938176,-0.05478340292057197,-0.05554977493105811,-0.05526229770183484,-0.054202900728303666,-0.05245076377437651,-0.0502689146040506,-0.048245434474150445,-0.046803328965869626,-0.04600614416683264,-0.045864124271960266,-0.0459430215421479,-0.04574466635110431,-0.04560021902613178,-0.046007044659489724,-0.047126061605063996,-0.04859936676533257,-0.04983809606349796,-0.05072893301717862,-0.05137135708665043,-0.05132752731650784,-0.049837799539385656,-0.04688644788459058,-0.04307489712268539,-0.03873859482109398,-0.03415378277491899,-0.029032406760505697,-0.021864783230557006,-0.01135270290615082,0.0018914061266643062,0.015795856095619856,0.028828925422415882,0.04066428487231253,0.051480676271497064,0.06149861189277811,0.07060475769695877,0.07861844103388495,0.08562742801376355,0.09165576970742238,0.09671377322200855,0.10097727991117161,0.10448464639147052,0.10686368214718403,0.10797459701535118,0.1084511254702125,0.1089420480710753,0.10944079305132877,0.10944189411490751,0.10828889259968369,0.10552502520513009,0.10144880448126758,0.09600062088127002,0.08766388181508507,0.07536645565864858,0.059299229248974614,0.03893505942536104,0.0129457671136789,-0.01718172195207736,-0.04458241586077674,-0.06048476207281877,-0.0612593533264187,-0.050035626975930975,-0.03240297333202812,-0.012430738997837538,0.007612352970507859,0.025838133292528,0.041067852084671834,0.0532670544689248,0.06302468889457304,0.07107952092202308,0.07750162058613518,0.08131803700355829,0.08146613272546782,0.07727504986974924,0.06809411351509634,0.053906933210925885,0.03637353156790933,0.017857865857514334,-9.243655698037241e-05,-0.016450430236833746,-0.03007401862868672,-0.040160695396867716,-0.04691617299766682,-0.05135129315821654,-0.05455231754194738,-0.05730844817517106,-0.060102760311639046,-0.06326707796231477,-0.06670169529761694,-0.06970897820749934,-0.07193318440366818,-0.07376955720869255,-0.07561005831053376,-0.07756874016619084,-0.07963260073190948,-0.0817284008268523,-0.08373659335831621,-0.08548805350332649,-0.08671553629090463"
61,"-0.043627392406488184,-0.04114031408463272,-0.03917417891495381,-0.038288327786451005,-0.0371384157602989,-0.03578970864482916,-0.034813999051933,-0.034089085301116054,-0.033368681717012766,-0.032319158108833096,-0.030786702652865518,-0.029315761182506436,-0.02849932749077176,-0.028405075276433434,-0.028571272322044275,-0.028917834402278374,-0.029995251465524085,-0.03171883618521835,-0.03349879053480979,-0.03515169875161554,-0.036814409503627736,-0.038619477801556674,-0.04035531207131934,-0.041546421578910385,-0.041990629045611766,-0.04189246541885769,-0.041458702865383654,-0.04069609519565176,-0.03939370533441955,-0.03765973182257732,-0.03595307739969202,-0.03411047810392899,-0.03182008464459776,-0.029395138841128696,-0.026684940593836137,-0.02257081907116916,-0.016028482648108258,-0.0065653191803004135,0.006301416836130752,0.023232631305558887,0.043898021888779795,0.06610041445502902,0.08663623201089499,0.10298842385475025,0.11442902390941766,0.12153849348575306,0.12558631966812428,0.12828649297097244,0.1303824973195869,0.13155659678360104,0.13214538868013354,0.1328314214535447,0.13326343029342638,0.13251995731147861,0.1299029412089139,0.12487553580030576,0.11725962837138372,0.1073176837444243,0.09502146798513433,0.07999367816301194,0.0624941837770909,0.04354852316986732,0.02401278487665777,0.0047079694606618205,-0.013283185402989395,-0.028785318164089538,-0.040306549878488654,-0.04639872721184965,-0.04641062055584587,-0.04114391692791118,-0.03259969820492213,-0.02242270118340138,-0.01143880759927407,-0.0004027590660312663,0.009321128704610424,0.016517113296509164,0.02129580905349368,0.02374214520974599,0.023002529178090036,0.018392657986706584,0.010292342569581156,-6.382782399234899e-05,-0.010973291573061345,-0.02100068244414463,-0.029438779169210325,-0.03597907140323864,-0.040850966178282766,-0.044864599830323204,-0.04881067862237311,-0.053093543608854224,-0.05743395649389907,-0.060876197457669284,-0.06305245461644797,-0.06460376855924017,-0.0661856930450478,-0.06827631775585181,-0.07131245240307944,-0.07444309069768526,-0.07571619311685804,-0.07506193262801529"
62,"-0.07186255124072521,-0.06867775734666376,-0.06606841033621647,-0.06488659415847786,-0.06440987268059883,-0.06430894641808294,-0.06403193000142282,-0.06333707210672213,-0.06292294723045694,-0.06335775520084808,-0.06432303530809735,-0.06516873024160363,-0.06571033212675204,-0.06628849887155369,-0.06710071147707847,-0.06795287048329574,-0.06866936962237424,-0.06893193606494236,-0.06788476563841311,-0.06426497826072136,-0.05618767984927847,-0.041854461615134786,-0.02149314161306587,0.00244426282962934,0.026683809595909436,0.04844785339176305,0.06614612090662675,0.0792714539461567,0.08835583744584846,0.09434840713608378,0.09796611857256188,0.1000652527902055,0.10125373646954511,0.10141319842240382,0.10027490145814649,0.09832056941521311,0.09665318811727358,0.0955942426467406,0.09449153521153453,0.0931259154451648,0.09231292029639432,0.09239039213137995,0.09259661727429563,0.0926006329165141,0.09260569444998457,0.09244054668371293,0.09160136434849087,0.08961264441112565,0.08639583522855282,0.08193910651740871,0.07591245120862955,0.06811341681379446,0.05797068963622576,0.04424153172285339,0.02637787376154921,0.005416830911908865,-0.016252470312719647,-0.03568386909581733,-0.05023616829552702,-0.058706592239917144,-0.061631542628863445,-0.059941138572656094,-0.05511952564683692,-0.04937310736289885,-0.043739154422509696,-0.03781757442656042,-0.031171376061686684,-0.02401838081131047,-0.017512537949224416,-0.01288457867718068,-0.01017210562214127,-0.008606228852499787,-0.007831145436008158,-0.00801334496143935,-0.008954033080599721,-0.009968226287581594,-0.010785230240210553,-0.01172270587590779,-0.012995572147052326,-0.014526886590477739,-0.016080494058462014,-0.017668098140818822,-0.019465980000637262,-0.02122979374624584,-0.022536821288082487,-0.023474740385159676,-0.02440504830257445,-0.025588007588801587,-0.02693010691496006,-0.02775301708782113,-0.027708882894945497,-0.02703495791209798,-0.02602288330958691,-0.025162050170531636,-0.024702329426776526,-0.024373260519258255,-0.02401962298114707,-0.02353893445872418,-0.022269098315853775,-0.020062981120991197"
63,"-0.06153528881153275,-0.05971006522340633,-0.05796201857808159,-0.05672463888596413,-0.055839366513341926,-0.055266560602382775,-0.054633870277377095,-0.05349781795612707,-0.052097763701597355,-0.05099124257803245,-0.050485741321101674,-0.050383201772854325,-0.050369431133697184,-0.05044556024978247,-0.05056869995170604,-0.05060208093730656,-0.050643170185517616,-0.05082890897988218,-0.05103071770195655,-0.05114984767756958,-0.051126076008841226,-0.05063735822390547,-0.049732424836929745,-0.04885764860178177,-0.04778407643701993,-0.045387260813765096,-0.040684749271938825,-0.03350879324266559,-0.02361272662057573,-0.009978273064447485,0.00809770882585642,0.029393193524782757,0.05135829543024023,0.07217609031976141,0.09074315207882089,0.1055602351788949,0.11584283944369372,0.12260912078176645,0.12707901135202138,0.1296357409976388,0.1307183170244563,0.13108881459502914,0.13102906331030878,0.1302699189890551,0.12877961691585782,0.1268562758102142,0.12449655207279003,0.12144093423531344,0.11764610252479707,0.11277485087701866,0.10623228783257688,0.09804339324117783,0.08807385096856685,0.07527252215192554,0.05879740816998846,0.038841830566376856,0.017085286200574645,-0.0030509100928255983,-0.018330806016395862,-0.028066320305278503,-0.03338745530000353,-0.03496912033982147,-0.03331779033384713,-0.029372068436009258,-0.023602443599566425,-0.016436828783098767,-0.009274613163221646,-0.003266226819160334,0.001451597217451639,0.004621472008412397,0.005625407475259359,0.004058682081691634,0.0003436790631464737,-0.004752923511262719,-0.010967970506643554,-0.01775973851901752,-0.023692373637738684,-0.027874176390763006,-0.030885105749474673,-0.033699670967161366,-0.036303895199585656,-0.03841774690151328,-0.04041553043853874,-0.04223859984176637,-0.04308859664263848,-0.042931336151934285,-0.04257067680666704,-0.042251624623842965,-0.041581449112110536,-0.040666079742829875,-0.03976732027651919,-0.038746337978311396,-0.037736781568503464,-0.037034297280474915,-0.0364643041572133,-0.03553041440932492,-0.03410905240267992,-0.03224399874041084,-0.02938954502891622,-0.025773741329308708"
64,"-0.04472953038204233,-0.044270033291709115,-0.04439706219261119,-0.044527616971196116,-0.04355338382148333,-0.04196263936032116,-0.04095940277856211,-0.04048698388954966,-0.039690593129155155,-0.0385535035071293,-0.03782656196969239,-0.03764338255148869,-0.037519328835007276,-0.03745190196705481,-0.03781402882573487,-0.03873549836796769,-0.040110255053528304,-0.041710476769329624,-0.04330020008063762,-0.04466080481108137,-0.04556858959307694,-0.04617608069725182,-0.046915380014407176,-0.04795787534648424,-0.04886486317319966,-0.04918258202454928,-0.04893875500932321,-0.04772294187962775,-0.044526063251361964,-0.03829011442790883,-0.028457666277922844,-0.01563065827257143,-0.000944660429620936,0.014661998968831802,0.030334537667192962,0.045418763617071006,0.059861853916439306,0.07404082028737241,0.0878683718133158,0.10049295776007114,0.11054970027674102,0.1171385849737473,0.12078358452411975,0.12231301479711235,0.12234087233589455,0.12179054136963702,0.12124192326877933,0.12056660924367707,0.11939328599743593,0.11726480278799953,0.11407797839179304,0.1103562156545437,0.1063909561438538,0.1019803254593486,0.09647246746714039,0.08910746023433799,0.07971231714097435,0.06832963008911455,0.05499758977117877,0.040201600533243426,0.02457600740482163,0.008285970019172473,-0.008152166478885864,-0.0232016675592234,-0.035408408353179266,-0.043845749794500954,-0.048236136302694715,-0.04901027460274762,-0.046810063338904195,-0.04263065652653136,-0.03767667851780657,-0.03245280222961855,-0.026815535396268048,-0.02111134948878543,-0.01602075174439274,-0.011462531335699466,-0.007360268555126559,-0.004524191238040071,-0.003761240117577197,-0.004967178463497618,-0.007504098100803769,-0.011029836051760666,-0.015278301462735622,-0.01976298936105575,-0.024522495041908676,-0.029725100209120586,-0.03450422226096175,-0.03799524562899803,-0.04048628163409196,-0.04256373198441207,-0.044398179547940536,-0.04587038753998379,-0.0466666332386641,-0.046635064834537415,-0.04582679726056052,-0.04434160513392793,-0.04275575391281258,-0.04195626694412258,-0.04244082798620036,-0.04375985478429917"
65,"-0.060225751230181424,-0.060987122942891214,-0.06068709745199813,-0.05927993715582147,-0.058297702788109196,-0.05838065861305147,-0.059009867732879584,-0.05935847303486641,-0.05930740437681603,-0.05932072751182543,-0.05924663059061325,-0.05827918317847397,-0.056554153495158466,-0.05520954471002981,-0.05456082804340079,-0.053854711316357384,-0.05253364320269499,-0.05037848937833855,-0.04714775394788995,-0.04273061910248732,-0.03664310098178475,-0.027609116489419494,-0.014704564111104712,0.000799027506281802,0.015471825639101322,0.026893360715087467,0.03520372184265713,0.041099769309247525,0.04531100852122766,0.04935773824912976,0.05447653034304345,0.06064330955827785,0.06693238930359757,0.07205354753205917,0.0752343009456381,0.07719343407036594,0.07913807520886063,0.08144369813281244,0.08367277529808953,0.08520199452057586,0.08607389852799696,0.08686310238479139,0.08798316061312123,0.08930544215809794,0.09026151000776755,0.09053599959051128,0.09007884211686068,0.08884614355993048,0.08677147563383603,0.08373411766889721,0.07958626846423023,0.07434258304389618,0.06756582030993541,0.05779852110230571,0.04352946090019377,0.024146876738641077,0.0009489118583392853,-0.02207372273878222,-0.039968480423311525,-0.04973311074096459,-0.05159820075360283,-0.04793087625399883,-0.04085174513359591,-0.0314669624825461,-0.020896459281448343,-0.01111929770691189,-0.004062166850626547,-0.00021416458729595078,0.0012133021541046451,0.0010919028506842232,-0.00023255203330879715,-0.002492373166226247,-0.005130590387287193,-0.007652466546729519,-0.010142285179817911,-0.013025410474386157,-0.01601195879421935,-0.018343723128753653,-0.019961790701660376,-0.02121231281315572,-0.022238659903902502,-0.022872730672059305,-0.023172867035529565,-0.023596993449409465,-0.024161509674483994,-0.024667216638295797,-0.025138642861403604,-0.025520374386298006,-0.02592803282307904,-0.026486033389477137,-0.02687297983133624,-0.027047498173443263,-0.0277868312533871,-0.029439991485933237,-0.03102064000315452,-0.03166583064641282,-0.03166689638659326,-0.03159461043324874,-0.031228167940109075,-0.030269607827799527"
66,"-0.06427163300926908,-0.0656707522457124,-0.06657124035256612,-0.06631649564163344,-0.06559312441315479,-0.0646931643221984,-0.06334627937306159,-0.061216128139940484,-0.058397014079932474,-0.05509064957343113,-0.05121048060506084,-0.04691839566662048,-0.04278353174955085,-0.038724961760657206,-0.0341846191617049,-0.029294513537346023,-0.024682573677741182,-0.020981287539863724,-0.018084255128082427,-0.014716420569530375,-0.00982095749815326,-0.0032590586685219414,0.005069388868557789,0.01587290494942284,0.029213892944074615,0.04347615274277161,0.056604410595454735,0.06747480364004832,0.07609051544602574,0.08273770996296925,0.08729765922837973,0.08989676952312475,0.09166296926395412,0.0937705563152974,0.09577759482365877,0.09622534625143886,0.09463168790949328,0.09156345773974817,0.08742686297407654,0.08236136412469519,0.0763117574124218,0.0690537294683875,0.060492724188163205,0.050591581524251694,0.03938768276432003,0.026889989079223686,0.012988200441539033,-0.0013992012424463018,-0.013932930571281865,-0.022924012056409704,-0.028351121621768782,-0.030605267490673382,-0.02994331279475526,-0.02700871077688194,-0.022781066881706113,-0.017790051482245328,-0.01197333395020006,-0.005952607223370765,-0.001139401613639457,0.002062385734900807,0.0042724731335689325,0.005938337299782437,0.006903721798147133,0.006421282831540642,0.004243887441166216,0.0013161179545263524,-0.0014884335056456477,-0.004056252242518599,-0.006360405053497775,-0.00849519669765908,-0.010769331384757663,-0.013024319390841699,-0.015035471742205986,-0.016994015602971202,-0.018734042318987787,-0.019935998104061436,-0.020566837480278988,-0.020515896393084487,-0.020110550202492528,-0.019844234779553993,-0.019570344622380054,-0.019059083206403815,-0.01853812035686042,-0.018119566082206995,-0.017338105783332947,-0.016100317532089292,-0.015027507765386527,-0.014521364254484803,-0.014401953559655345,-0.01423333180440245,-0.013939282803564712,-0.013658643852341612,-0.013113097011685948,-0.012024528305700444,-0.010746837122315278,-0.009707281962736514,-0.009227884635942374,-0.009432065602077655,-0.009829885152266793,-0.009879177641650583"
