id,heartbeat_signals
64,"-0.013216726974372664,-0.013650714056187035,-0.013235426125671496,-0.012795810767140495,-0.012873084353312247,-0.013559330450418572,-0.014656488639919668,-0.01592781740148111,-0.017242522940096164,-0.018578144730267546,-0.019947690875371613,-0.021345193010716162,-0.0227305918032865,-0.024052112722392674,-0.02528229873605356,-0.02640895089067785,-0.02744136280700024,-0.02838766171382677,-0.029276702890220205,-0.030143356958509795,-0.0310297596200068,-0.0319501388095387,-0.03291185040376647,-0.03392733737343512,-0.03504592158321404,-0.0363194477205942,-0.037780310112669274,-0.03940003584554583,-0.04110865819616867,-0.042805607214433494,-0.04441073135496856,-0.04587091476125209,-0.04716853481431589,-0.04826748903543854,-0.049070639417434087,-0.04933439306018454,-0.048622239910451934,-0.046278919322013085,-0.041551854572015684,-0.03380568904964064,-0.022806351809278883,-0.00886184861501993,0.007225132297658768,0.024426479062785722,0.04176584822468481,0.058512058228047614,0.07417266879119544,0.08842051501801226,0.10099240879593702,0.11167144783604649,0.12026763765589926,0.12662536800854324,0.1305920722375542,0.1320432633421258,0.13091304786648167,0.12726762901628821,0.12131723396778993,0.11342266866021161,0.10405892922906551,0.09381526166365878,0.08335089545549415,0.07333742291908601,0.06432530259211597,0.056639197392644614,0.05030215794170867,0.04508798715733919,0.040626513878963766,0.03656461348056694,0.03264769656250671,0.028752163099161065,0.024832986606563856,0.02089480551286088,0.016953831458127178,0.013044036163558786,0.009186837586526803,0.005386442005817643,0.0016092025873815363,-0.0021780693468177043,-0.00599317685161696,-0.00982009856504279,-0.01365511539287445,-0.017518948048932614,-0.021458524154485098,-0.025482846177416724,-0.029549644536440017,-0.03357435623882668,-0.037504096539372395,-0.041342237916133784,-0.045154008881131524,-0.04900836214041086,-0.052961037999285476,-0.05704199870496035,-0.06129673462471409,-0.06576942529987682,-0.07049096896292498,-0.0753973869114543,-0.08031800553540952,-0.08497504925476153,-0.08908192673543142,-0.09239908203735829"
65,"-0.013707604118933792,-0.013704496537543298,-0.01344736052726403,-0.01299568843089527,-0.012426832589547243,-0.01181511636294258,-0.011219102449857743,-0.010681153843652813,-0.010224057903682027,-0.009845024407425296,-0.009520302124920221,-0.009220120116543051,-0.008915324305626082,-0.008575476120885606,-0.008173136448230589,-0.007694198175255129,-0.007138383140026405,-0.006511238321012192,-0.0058219800815754175,-0.005089226907125988,-0.004338229115213921,-0.003589366103735836,-0.00286006999766919,-0.0021693109669291832,-0.0015310960181529332,-0.0009542652274165953,-0.0004456083924497256,-1.0802741273852057e-05,0.00034854398971673195,0.0006365280919319316,0.000860361006052468,0.0010302278019399536,0.0011618905547909342,0.0012776584526967838,0.001402131046269961,0.0015594222783065215,0.0017743220693737793,0.002071348258791794,0.0024703011020068,0.0029833574065787904,0.003617885549423716,0.004377504653149011,0.005258852143742221,0.006251978321922924,0.007344099338949861,0.008520577448254851,0.009763097735188353,0.01104804335046028,0.012350198110129273,0.01364334912169346,0.014898203090814022,0.01608249101929904,0.017165704434047135,0.01812240967219264,0.018930804883951713,0.019573168859429946,0.020040049132709625,0.020330630147376072,0.020448906895561114,0.02040092804941923,0.020196599334113274,0.019848849098695387,0.019369587111603304,0.018767901440387535,0.018053500791453625,0.017237170545225222,0.016328212641478324,0.015333996980229025,0.01426307469600474,0.013125907988710939,0.011931267236481247,0.01068493184884739,0.009392274768419528,0.008058523653497962,0.006685034653831579,0.005268814142149247,0.0038068156407295994,0.0022977646636416216,0.0007404150192600323,-0.0008649441931247726,-0.0025122326720146138,-0.004187322050698938,-0.005872423719863351,-0.007548373562172417,-0.009191131050640011,-0.010774750638499142,-0.012277717058087723,-0.01368592333533003,-0.014988655701576648,-0.01617884062313424,-0.017257297661651794,-0.018231738270440223,-0.019110112588873684,-0.01989886054015505,-0.020606857083264873,-0.021244041351861864,-0.02181605159623501,-0.022324832832683106,-0.02277330991732951,-0.0231656283475854"
66,"0.0004284652149355028,0.00027104982703018976,0.0002449675065171464,0.0003045838379733823,0.00039255427094481155,0.0004551687396111004,0.0004523080878453545,0.0003603871173064599,0.000174907874478325,-8.87187554788893e-05,-0.00040068481538702017,-0.0007272683036856353,-0.0010373569914293723,-0.0013037496662554604,-0.0015066148487529185,-0.0016374782368905327,-0.0016981211731409984,-0.0016946995534840026,-0.001634907627782456,-0.001529268377493509,-0.0013889896808866875,-0.0012210908207617721,-0.0010313871669085928,-0.0008272988974365458,-0.0006140385943053661,-0.0003979177003161638,-0.00018887212994567193,2.188666927471772e-06,0.0001670568681410578,0.0002993939096639364,0.00039331753864318975,0.00044565150679465315,0.0004585228446387646,0.0004364568438501859,0.0003827509503830928,0.0003005553559946028,0.00019474849406508898,6.951463180104867e-05,-7.36520858694023e-05,-0.00023357983951738381,-0.0004062949923697712,-0.0005867796445941376,-0.0007712826584850285,-0.0009557891538050645,-0.0011340288727783587,-0.001299757547528868,-0.0014497469502481874,-0.001581448909375227,-0.0016901990190263394,-0.0017709744327122912,-0.001820538488525869,-0.0018351182887464401,-0.0018085647846485253,-0.0017347691033521295,-0.0016115551197023459,-0.0014386683193785554,-0.0012158495551704562,-0.0009445860671522532,-0.0006297962738027185,-0.0002770039061552598,0.00011109613939180862,0.0005323369852368032,0.0009829352350997356,0.0014585157843811647,0.0019561366940081815,0.002471190266096268,0.0029945279323865814,0.00351496038872412,0.0040214939363619195,0.004502054779257247,0.0049411734871079305,0.005323224946425453,0.0056352452241905104,0.005865815177901801,0.006003597228092905,0.006040286294370589,0.005974254534721557,0.005808604144229068,0.005548604655865708,0.005203317770115512,0.004786230743665354,0.0043101892271132924,0.0037863123515918806,0.0032255724034785382,0.002634958739037352,0.002016294043799105,0.0013691297159063032,0.0006912378768417771,-2.480364694323889e-05,-0.0007905036970798918,-0.001617669686890033,-0.00251656461335642,-0.003495183389911838,-0.004555136132870952,-0.0056845912494311035,-0.006855106833932312,-0.008023161242456167,-0.009133518547609243,-0.010122346369658974,-0.010926814029477927"
67,"-0.005260537361007511,-0.005355801288860651,-0.005573383195177362,-0.005872899422087963,-0.006200381403408672,-0.006504989613988488,-0.006746300491048629,-0.0068934784166614915,-0.006926531986261419,-0.006843230724776994,-0.006656195068683646,-0.006381331538441892,-0.006034464408548046,-0.0056356182258389675,-0.005206895404672673,-0.004764143031683876,-0.004316657028533621,-0.003874079602959768,-0.00344713091287957,-0.003040852359699142,-0.0026552500260726974,-0.002293689084039374,-0.001960917110143401,-0.00165780361044221,-0.0013851191031476473,-0.001144702762639449,-0.0009381388689071457,-0.0007633226990300668,-0.0006162711518803432,-0.0004936041876845709,-0.0003903120784478076,-0.00029809210467890424,-0.00020759988651242178,-0.0001109488630911537,-2.85877302164117e-07,0.00013436185584503324,0.0003028953897691866,0.0005123255088691492,0.0007684445400413797,0.001077855896349511,0.0014455459497537126,0.0018719924148021816,0.0023552336180792666,0.002893597092656075,0.003483792659202123,0.004119068279553495,0.00479178761668031,0.005495638115278645,0.006224154115810732,0.006968207174990193,0.007717961548343144,0.008465103117510198,0.009200569567066774,0.009912592601057757,0.010588199289840172,0.011215844520854501,0.01178352399210808,0.012276941719775059,0.012681257279711311,0.01298489893989746,0.01317770144702024,0.013249906568793823,0.013194749014867502,0.013011006939747716,0.012702054988470657,0.012273610531889911,0.01173470679061367,0.011100069466020601,0.010386523988619667,0.009609026588312641,0.00878119231892388,0.007916058489785105,0.007023271275167109,0.006106474535290507,0.0051660760072158585,0.004203149315188781,0.003219125995403138,0.0022152604016325572,0.0011957578110078915,0.00017032611757861194,-0.0008486953870486813,-0.0018514654950186893,-0.0028267650145500367,-0.0037619387550640315,-0.0046522631055263,-0.005502342767929269,-0.00631833687353861,-0.0071083523915321245,-0.00788942830619005,-0.008685790239372104,-0.009519413965421886,-0.01040653495238314,-0.011361420545656642,-0.012391241680836274,-0.013483316241055698,-0.014601719292957116,-0.015694556679397786,-0.016697262724319983,-0.017532852457500803,-0.018123185620856186"
68,"-0.006821338407849209,-0.006763471310076541,-0.006617233364133113,-0.006399148012106837,-0.006129065832055691,-0.0058285684893902845,-0.005518095961739633,-0.005213276431399794,-0.004923740921737307,-0.004655364536870876,-0.004410801833572342,-0.004189466246958595,-0.003988557506391155,-0.003805246828707809,-0.0036370539974141525,-0.0034799005627937363,-0.003327849716373843,-0.003174116303243435,-0.00301092180087581,-0.002828395320456367,-0.0026153552755892595,-0.0023617660701079624,-0.0020613868150022308,-0.0017108752676216477,-0.0013096189239051315,-0.0008631768545703244,-0.00038330027995842064,0.00011571267696103282,0.0006197989710842178,0.0011137584583116311,0.0015821881543874872,0.0020139678429072494,0.0024046577078535303,0.002753549412359335,0.0030632554079566554,0.0033421584239068935,0.0036036346115484452,0.003861033566516625,0.004125117106287268,0.004404768164224693,0.004706577914955712,0.005031374267477573,0.005373682471681462,0.005725799537972753,0.006080222386508072,0.006427281188551182,0.006756076044474757,0.0070567062210980525,0.007321380657147769,0.007539942834598634,0.007700327953873487,0.007791128964955207,0.00780402195612212,0.007732422216622403,0.007572859285199018,0.007328779263707008,0.0070118142624956414,0.006638013455080416,0.006224969255814894,0.005792655485279408,0.005361120925149732,0.004945830799685025,0.004555264718175633,0.004193453298179772,0.00386034960702053,0.0035505523695373298,0.003253199412453389,0.002956927197718562,0.0026522368329858215,0.002330081824822916,0.001982461903651367,0.0016068292570566856,0.0012070695178400537,0.000790150621283292,0.0003654303707954498,-5.4625702681720956e-05,-0.0004545713825734321,-0.0008211417674049981,-0.0011452612656085992,-0.0014207361673995722,-0.0016441290517463236,-0.0018201957726950435,-0.0019579970459447926,-0.0020665273246751603,-0.0021613400586475984,-0.0022633958926646103,-0.0023925409367815953,-0.0025671846733667514,-0.0028109282608256847,-0.003151877710454498,-0.0036151407090468934,-0.004220515503993161,-0.004983457777011646,-0.00590947444976303,-0.006980983940360008,-0.008152758587472497,-0.00935659928561361,-0.010506583651313295,-0.011502157893714615,-0.012243377101634256"
69,"-0.007640708009156283,-0.0075601483523810575,-0.00767519644202197,-0.00792342833560894,-0.0082235770141596,-0.008497976420424158,-0.008685990473495886,-0.008743867733800703,-0.00864792881104004,-0.008399490199627546,-0.008019337752842248,-0.00753183302145688,-0.006957719994310385,-0.006317596578264528,-0.0056292981727611435,-0.004899868675084351,-0.004126886399967278,-0.0033098796513338913,-0.00245277782157316,-0.001558759014037625,-0.0006309443355764777,0.0003172257312175075,0.001266580886297164,0.0021991892439914285,0.003094321240705966,0.0039303034484337585,0.004689156707094966,0.005359511375317316,0.005934394060579551,0.006411388437920884,0.006795305506911042,0.007098136416738621,0.0073339769574050084,0.007516538099107073,0.007659691832561322,0.007776813659122639,0.007876377265204348,0.007960569506294313,0.008029149780115707,0.00808077115073852,0.008111571750714752,0.008115475780950343,0.008088232345987156,0.00802949182363455,0.00794009732691342,0.00782186056730616,0.00768094915910722,0.007528734883431976,0.00737793070705417,0.007240890728102689,0.007130800180910057,0.0070602874071137856,0.007035170541159985,0.007052029179033914,0.007099756320590567,0.007160155492391462,0.007206247181332892,0.007204653097201752,0.007121808805139462,0.006928840603683761,0.006600940546440004,0.006118195626514111,0.005469649550450484,0.00465283746564954,0.0036688798180135596,0.002521652986199552,0.0012196299447325143,-0.00022235422839078645,-0.001784914942660476,-0.0034431591410005735,-0.005161840605035217,-0.006893631004291245,-0.00858287862411472,-0.01016767926434986,-0.01158012783949719,-0.01274975171500059,-0.01361181240024012,-0.014113284746488597,-0.014215404072175808,-0.013897823982536972,-0.013164905333329147,-0.012049015481544356,-0.010605056814724512,-0.00890670312386338,-0.007046089161893754,-0.005126609755005174,-0.0032497583406776442,-0.0015075437902476452,1.945745622394801e-05,0.0012672016067131753,0.002197047849259448,0.002796596837904508,0.0030757286850694454,0.003065082981982714,0.0028187874444670635,0.002411092961822625,0.0019267049296786132,0.001453545297115999,0.001080117925403079,0.0008860224748886147"
70,"-0.012362370862652516,-0.012277268575547007,-0.012360269996939954,-0.012554403305694017,-0.012784654259225314,-0.012979228123045972,-0.013081009730994575,-0.01304750828250284,-0.012854287036260403,-0.012501841707166172,-0.012011886256346416,-0.011412905899297165,-0.010735027622777615,-0.010012768064656341,-0.009281421328031225,-0.008566237359762918,-0.007881199684505846,-0.007235735102132879,-0.006636061106539082,-0.006076896777230112,-0.005543701381687138,-0.005023052715206533,-0.004501155192285944,-0.003960652735160108,-0.003387033488999436,-0.0027713543253479744,-0.002107305261004222,-0.0013914119770603306,-0.0006249737168438907,0.00018506225059489179,0.0010303463782850852,0.0019029239645332874,0.0027938105889926956,0.0036925434087213826,0.004590785904705963,0.005483702448128458,0.006366781471467908,0.007234208415882293,0.008081230776431969,0.008905278845459552,0.009702438236820266,0.0104666128748096,0.011192923384842901,0.011879066962993567,0.012522486811763045,0.013119765230983127,0.013669532549736352,0.014173215779267778,0.014631489534397524,0.015043492945070014,0.015408976154259013,0.015730188072431428,0.016008152628921524,0.016241765810143305,0.01643088315481983,0.01657689561621034,0.016679771676822774,0.016736470599121478,0.016744150282487602,0.016701464362890384,0.016604963339005407,0.016449283265351944,0.016229594203690523,0.015943016549418987,0.015585683530158378,0.015150957094773765,0.014632650652079915,0.014025773003773279,0.013323498636700237,0.012517202547640383,0.01160037704508643,0.010570382448976456,0.009426753714944225,0.008170579186339788,0.006808505745611593,0.005353361680504709,0.0038199879635785194,0.0022237194923238057,0.0005827520140839759,-0.0010825610006832131,-0.002753719403331689,-0.0044160327047956804,-0.006054723948695773,-0.007653991098308666,-0.009202822533241894,-0.010694286628240235,-0.01212057215716672,-0.013472740028162788,-0.014745901290703689,-0.01593895331528672,-0.017049609769594243,-0.018073388325911766,-0.01900903416812255,-0.019856636645075698,-0.020610869752947403,-0.02126086905443475,-0.021794175358869405,-0.022197547009102425,-0.02245296371620259,-0.022540439452228445"
71,"-0.00917382088734564,-0.009825775510550472,-0.010940368982314375,-0.012400864151807744,-0.014051309212637697,-0.0157270317059075,-0.017275674754194614,-0.018566312375514094,-0.019499694121728972,-0.020019544299439196,-0.020110268619813854,-0.019783192713948905,-0.019067890124372155,-0.01801299933713002,-0.016677993847841688,-0.015119709420116922,-0.013387528568366558,-0.011528608626372228,-0.009586382075295274,-0.007592147628253165,-0.00556566905851813,-0.0035257667944103566,-0.0014886581774199437,0.0005357706889880798,0.0025374820016124677,0.0045030741754538695,0.006418479959543311,0.00826964324729662,0.010040276750009958,0.011711466753681732,0.013264547349982725,0.014684435146783248,0.015956377535776833,0.017065969392475344,0.018001476286225615,0.01875579007353151,0.019323544102255952,0.019699789024198944,0.01988365311271012,0.019879961474821628,0.019696966101050317,0.01934502911535213,0.018839296455629262,0.018200371933454418,0.017450145864994104,0.016608920500706836,0.01569762783026757,0.014738001634197528,0.01374983746638353,0.012749586151054648,0.01175367806454497,0.010780432380611216,0.009846481178324207,0.00896501915515796,0.008148224581628616,0.0074069726538905645,0.00674759914915124,0.0061703129713500116,0.0056726513839057136,0.0052514950839402386,0.004900879484425857,0.004611431631119323,0.004373771562814488,0.004179481078197933,0.00401731166821051,0.0038718923447534914,0.003726731013753537,0.003566136483811988,0.0033735652559152007,0.0031322265752957157,0.0028305060530444126,0.002464509043493379,0.0020360223670387034,0.0015506477822556652,0.001019719944712838,0.0004587632387035856,-0.00011800003542300486,-0.0007017597781900364,-0.0012879594770376368,-0.0018760426872692082,-0.0024721098260854224,-0.0030895870649077506,-0.003742076212157386,-0.004439357963191726,-0.00519110331392314,-0.006004761658957913,-0.006878979051597955,-0.007803428027533976,-0.008766225649583681,-0.009755358264023073,-0.010755494638369334,-0.011748978845171787,-0.012723316033191656,-0.013669780228806272,-0.01457697532176927,-0.01542876639301305,-0.016208475810985445,-0.016899014668064816,-0.01747807633635018,-0.0179211439796097"
72,"-0.012161577836406534,-0.011951367235297439,-0.011681956971031804,-0.011340571171333136,-0.010909942107215354,-0.010379086629591583,-0.009746736009221879,-0.009015946064813762,-0.008194037377253438,-0.007296879956753988,-0.006346760335775303,-0.00536252569093959,-0.004358047659408226,-0.0033477245816956325,-0.0023466329173761347,-0.001364055200116232,-0.00040474740990714686,0.0005240227155696164,0.001411705971592292,0.002250667681814922,0.0030361647031581507,0.00375943851044247,0.0044102727610768055,0.0049827191432311735,0.005473227078452436,0.005878820187884437,0.006199077703273437,0.006439749982897425,0.006610960265754695,0.006723887803394668,0.00679122421205558,0.006828686503936643,0.0068517284618646035,0.006871053231267299,0.006893672237906101,0.0069244719037508395,0.0069646593932038425,0.007009946588546145,0.00705273075529661,0.00708646188715456,0.007104948251513532,0.007100671476862164,0.007066859442523388,0.007000890198283538,0.00690221811355618,0.006769684476797044,0.006602499340863377,0.006402729982396216,0.006172345900727294,0.00591060730821269,0.005615231211478,0.0052848659498678785,0.004917600602980965,0.00450920951208944,0.004055394719232885,0.0035558653444214827,0.0030129946708858935,0.0024301040118622774,0.001812744440743863,0.0011712911828111183,0.0005183509616465409,-0.00013500746612782333,-0.0007782700846391544,-0.0013995879130035416,-0.0019875165825644636,-0.0025345438837344747,-0.0030349463769393514,-0.0034822369589682656,-0.0038708172569245636,-0.004198568337480224,-0.004465234032329679,-0.0046698444216858315,-0.004812161226080414,-0.004895497623127021,-0.004924817178208751,-0.004903680125193377,-0.004835763867255094,-0.004726386884721934,-0.004581049196737574,-0.004401387346398666,-0.004187036617684992,-0.003939968001412386,-0.0036593342765808834,-0.0033393274991962985,-0.0029797021844677474,-0.002587524428933008,-0.0021705296214006298,-0.0017389175721009287,-0.001313539578269074,-0.0009251080177432591,-0.000604233958491518,-0.0003775203956299933,-0.0002707530428302518,-0.00030276930696521154,-0.0004726159771050731,-0.0007554922108321538,-0.0011105688218857601,-0.0014841380931095993,-0.0018096542870797427,-0.0020178109752131412"
73,"-0.009063814087866884,-0.009000043734497476,-0.009099885416081255,-0.009334945046130416,-0.009665330293049224,-0.010050376712223863,-0.010452739077380757,-0.010837650694635381,-0.011174924005259546,-0.011444233288257832,-0.011635112143214665,-0.011740439411099812,-0.011754656301121547,-0.011678406253772866,-0.011517327253049714,-0.011276363249007382,-0.01095918029982823,-0.010572827032430676,-0.010126833446234107,-0.009627877292337883,-0.009078716729947367,-0.008483555062776427,-0.00784678524235366,-0.00716933540358089,-0.00645056729407778,-0.00569229015079753,-0.004898942341515111,-0.004074437686801324,-0.0032236654252051355,-0.0023543032489572457,-0.0014756037408013012,-0.0005940181615824436,0.0002869156451212884,0.001164372997648544,0.002037347276179491,0.0029093641025647043,0.0037872506060220856,0.00467666347974105,0.0055812825816558,0.006505192022392525,0.007450724561679667,0.008415339100714125,0.009392107222320645,0.010373536928095395,0.011351216506254536,0.012313713985785457,0.013247864731490921,0.014142510391898011,0.014988083990905343,0.015773938223365924,0.016489282732176702,0.017126838508937037,0.017682597550705337,0.018152846790672306,0.018535515226118127,0.018833269594925484,0.019052757827180633,0.019200921362343026,0.01928520400127698,0.019315439282341362,0.019302387549946787,0.01925323459695294,0.019171725150786523,0.019060255625608036,0.0189193820219839,0.018744532330533914,0.018527559114135173,0.018260622243104874,0.017935583428875135,0.017541711432862372,0.017065608905987684,0.01649431958729869,0.015813329025617273,0.015002890516856493,0.014038842664520657,0.01289584982245301,0.01154810729625183,0.009968990408297573,0.008134929981478023,0.006032481687189728,0.0036603872770349932,0.001027682295354826,-0.001839103827200872,-0.0048907467472275035,-0.008064782449123342,-0.011286914572870288,-0.014466800306770888,-0.01750228766488804,-0.02029499128060558,-0.022757520211554194,-0.024815016670437506,-0.026413176457198206,-0.02753315826981212,-0.02819458145572229,-0.028446224671863196,-0.028360417126021498,-0.028031834977134407,-0.02756632705021439,-0.027060715331041985,-0.02659272559798087"
74,"-0.007455217395867256,-0.007741864123566693,-0.008292695983357162,-0.009028657431152956,-0.009845311433206543,-0.010639145131530282,-0.011322927618815717,-0.011828718682919681,-0.01211265507374868,-0.012163996425151612,-0.012000728112556813,-0.01165336628794892,-0.011157164288732167,-0.010553836235627334,-0.009886381718252,-0.009184689393808863,-0.008463959464371291,-0.00773220494204456,-0.006992243156171002,-0.006233763634042551,-0.0054370630927314395,-0.0045878946742761995,-0.0036758572330675768,-0.002692411614669425,-0.0016395256328539387,-0.0005302226290838236,0.000617589180090368,0.0017821948401757493,0.0029378622782574165,0.004058180831505616,0.005122764375627996,0.0061180339964904545,0.00703403035474548,0.007863736114584373,0.008606816579007283,0.009267353637046949,0.00984942302206767,0.010356348141195938,0.010794535856566423,0.011172494395172997,0.01149691495586972,0.01177289395325986,0.012007647870203045,0.012209877922228468,0.01238559317799353,0.012537201329543238,0.012667533001921055,0.012778397561953862,0.012867237131864724,0.012926706616920441,0.012950158740331771,0.01293257878443694,0.012868088547461715,0.012750916029428613,0.012580246580118144,0.01235921696308425,0.01208909630713971,0.011768397825087429,0.01139513765319463,0.010965103636296582,0.01046828824879853,0.00989046163724202,0.009219203418037482,0.008445545062373272,0.00756278351779717,0.006568258237745962,0.005468847339873288,0.004280790412225524,0.003025829135943431,0.0017312477906714571,0.00043243546909516734,-0.0008285104246237573,-0.002008953322256826,-0.003068080838961644,-0.00396619333920898,-0.004669491347601876,-0.005157147897932701,-0.00542486996333167,-0.005482408501014023,-0.00535510646755627,-0.005085625172840488,-0.004730794229621936,-0.004353317044425771,-0.004016605570143925,-0.0037828020141079943,-0.0037071812111534944,-0.0038304099557399524,-0.0041757837959183475,-0.004750841510156319,-0.0055466555047594054,-0.006535530785219096,-0.007673481058910983,-0.008907366018456035,-0.010179122349699178,-0.011427512920201624,-0.012593413863782703,-0.01362706842799525,-0.014490643191972866,-0.015155423792667544,-0.015601156530859007"
75,"-0.00206614035760087,-0.0023936018103803067,-0.003020394774642117,-0.0038670503323056,-0.0048296658505326585,-0.005806348169428446,-0.006713052546346184,-0.007484588930509222,-0.008078248323465563,-0.008481863760153537,-0.008708176661114331,-0.008778223526066806,-0.008713768506654465,-0.008542380803837513,-0.008293364133472186,-0.007986621611591548,-0.0076317422622681035,-0.007237443774279144,-0.006812172399697204,-0.0063549538621953845,-0.00585643643547579,-0.005311236404462613,-0.0047145417789254095,-0.004057429826464298,-0.0033351731644751734,-0.002548572300125819,-0.0016997690766778657,-0.0007928564124643524,0.00016291538175940146,0.0011535531244856456,0.00216450671745343,0.0031823908780891433,0.004191041798011903,0.0051725497612383,0.006112115453066495,0.006998912568659487,0.007823004899686927,0.008575410119739765,0.009253439739793423,0.009859583473123674,0.010398513879488515,0.010875050429669679,0.011297594926983855,0.011676502955117376,0.01201869729858722,0.012326298006540781,0.012599643301674807,0.012836491937105267,0.013028619505702822,0.013161838370623298,0.013221313986477988,0.013193243879012589,0.013061951551285974,0.012811450279266959,0.012430681602035504,0.011914108656108747,0.011258081132424887,0.010460336163466831,0.009524143168301618,0.008457457863743797,0.007269238583190021,0.005969888096520798,0.00457514117201251,0.0031077807615173536,0.001593772347206996,6.274331787185089e-05,-0.0014484498886248656,-0.0028966912464188817,-0.004238587663535329,-0.005433367483020549,-0.006442125454214909,-0.007230911255914723,-0.007778161599864462,-0.008077130334602896,-0.008133090991234871,-0.007963186382853624,-0.007599076107099548,-0.007083708947824452,-0.006464184747648465,-0.005788019206305867,-0.005102627315554175,-0.004453431756653907,-0.0038768676803920613,-0.0033988176775399843,-0.0030383113980069244,-0.0028074457473182685,-0.0027063132289764924,-0.002724019098201646,-0.0028440126045913804,-0.0030456374043600146,-0.003302521812430532,-0.003584881250493336,-0.0038676057519330537,-0.0041320605183808035,-0.004363942806091602,-0.004553257709451586,-0.0046980130367996024,-0.004803010559994124,-0.004873083750667813,-0.004911636874432013"
76,"-0.004883755715061389,-0.0048699577788485215,-0.005085335194614127,-0.0054519487901416586,-0.005868080598086689,-0.006235634450222349,-0.006476374861028755,-0.006532649956034919,-0.006371259093149673,-0.00599203483746541,-0.005421342914107841,-0.004694074725113517,-0.0038463921150326263,-0.0029193071749304966,-0.0019543324856846622,-0.0009820993369666353,-2.1707561464745506e-05,0.0009089943619175478,0.0017921937639768792,0.002619084124080684,0.003388968953067728,0.00409761763032962,0.0047414297808024974,0.005323823658976989,0.005847869130357342,0.0063151136762784055,0.006728780388179478,0.007093294402955863,0.007409925883770263,0.007675178485179013,0.007885002716966683,0.00803530140576486,0.008118712924658489,0.008124999805394939,0.008045833016967374,0.007876420360115322,0.007612026249761317,0.007248132039314459,0.00678444027409969,0.006225053881424469,0.005574492366872963,0.0048363883867140744,0.00401742609790845,0.00312752930705934,0.0021765614124213406,0.0011746732476068389,0.00013714912101164822,-0.0009136589717448351,-0.001951975921173299,-0.0029490508380576874,-0.00387079223232345,-0.004679430425648057,-0.005340548456384042,-0.005826503460271637,-0.006116216448229794,-0.006196950152996483,-0.006069440357351241,-0.005748717474026721,-0.005259593903173709,-0.004634307430621654,-0.0039142531616955245,-0.003147651998646639,-0.0023829162877258003,-0.0016648785563688762,-0.0010357916852151705,-0.0005325854019526122,-0.00018079255801189964,8.528203743862761e-06,3.5468554274109554e-05,-8.944308788938482e-05,-0.00034188390355399667,-0.0006867256470353134,-0.0010848213819097952,-0.001497714514231363,-0.0018878125404673263,-0.002220977657069745,-0.002472967840286333,-0.002631376300433086,-0.002691240895772551,-0.0026532061310251542,-0.0025255139616007227,-0.002322435977315407,-0.0020573533131385546,-0.0017402462123469742,-0.0013824275929786856,-0.0009969636906881352,-0.0005936092929386128,-0.0001796618083376722,0.00023313902781085805,0.0006287900408379343,0.0009926390095991167,0.0013131917578802499,0.001578620033633904,0.0017798412079904624,0.0019176780584789777,0.0020049598184462836,0.0020606618465160986,0.0021080240600911404,0.002176711772653106,0.0022980548127066736"
77,"-0.011509742417147147,-0.011773509329738148,-0.012244058444896018,-0.0128497026754128,-0.013495333362751945,-0.014088911912405862,-0.014555545138337185,-0.014835690871699454,-0.014888957199814819,-0.014702518022542972,-0.014285982159302324,-0.013655836855655641,-0.012830112037588333,-0.011836083637443436,-0.010708461938068688,-0.009478910886353671,-0.008175515984038657,-0.006832280558382697,-0.00548794353398669,-0.004173497084993705,-0.002909693207695359,-0.00171672821305114,-0.0006083401168730518,0.00041539758040564506,0.0013608802199042702,0.002237856474627091,0.0030611798867405393,0.0038494343126601535,0.004619332452142633,0.00538269116913076,0.006149063402549941,0.006926719331142195,0.007718709931635086,0.008522208745959381,0.009333177539952879,0.01014799324270732,0.01096045732399159,0.011761427158565589,0.012543132872093965,0.013300486237624691,0.0140271203075778,0.014714092860585837,0.015352853445174175,0.015936176053213902,0.016453642604875807,0.01689061247321544,0.017232933476706895,0.017469213126693306,0.01758812510374369,0.017579082183974415,0.017436721831931234,0.017162032066765587,0.016758496730102657,0.01622926072149878,0.015579715412018691,0.014817056155320252,0.013945314662770714,0.012964299371771348,0.01187346694616459,0.010675012666431949,0.009371790460523728,0.007968346633998813,0.006476799725708693,0.00491971730898777,0.003327288863839817,0.0017345198025055034,0.0001841602599084724,-0.001275842485138061,-0.002600122091468038,-0.003751610298274359,-0.004701734844488659,-0.005432706505614671,-0.005942320599504496,-0.006245505274567298,-0.006368702299541167,-0.0063465424453391095,-0.0062215669828057305,-0.0060422461254568405,-0.005855390633196171,-0.005701750097224838,-0.005615612763120004,-0.005624521081493021,-0.005741237306357727,-0.005961051140460853,-0.006270493643268087,-0.006648492495109619,-0.007064260938862636,-0.007482183660776964,-0.007873717346976554,-0.008221228129960456,-0.008513901939093897,-0.008747924735209238,-0.008931831863622668,-0.009082899097594459,-0.009215820428108194,-0.009338969080084407,-0.009458351207791482,-0.009576260231617999,-0.009686049069654638,-0.009773796707884468"
