id,,label
603,"0.09397900470490334,0.08358286260305342,0.06719628322397159,0.04948394184245464,0.03421879759918817,0.022616103967200762,0.014424279341701096,0.008502741441118344,0.0034547562868458837,-0.0010736598975019107,-0.00451129208887141,-0.006237599926255555,-0.00543077597658459,-0.0002861994459622541,0.010713136811211943,0.026620615631116673,0.04493605747071938,0.06287262929406534,0.07874646881846731,0.0936871329379258,0.11107095945069656,0.13472395615747929,0.1672191861612577,0.20701184870313658,0.2471741387748772,0.279972534194088,0.3018787918742222,0.31253845371982203,0.312883727786048,0.3055634953333408,0.29333585628061215,0.2771287651353217,0.25767072911760536,0.23676062913343818,0.21624018004942036,0.19754192617652333,0.18156169104446573,0.1681262324881238,0.156255833653915,0.14509471201817384,0.13439843707721905,0.12367280586659085,0.10916167527610843,0.08105936066439728,0.028402310263856256,-0.04683464288538863,-0.12852665159941928,-0.20740344840505048,-0.2919308819074114,-0.393099898381888,-0.5025109585284095,-0.5922514924894651,-0.6424640395134666,-0.6646038931087161,-0.6872056728953124,-0.7212817669717424,-0.7551100103188657,-0.7763018060377713,-0.7815831202354584,-0.772686668513584,-0.7532928274044335,-0.7268418769415672,-0.6954875320483633,-0.6590262021274103,-0.6102548351480916,-0.5333663066355263,-0.41758617486116706,-0.2711449795633581,-0.1114345084618037,0.048350931324963764,0.19330494446205748,0.30270038323379667,0.3639597439491714,0.3843680203308467,0.38315021088451523,0.37582550302282025,0.3681243586648611,0.35870682059684855,0.3447768205366312,0.3268944005489122,0.3089030939803315,0.29415538464918206,0.2830699296663263,0.2742648594175494,0.26629489028977493,0.2576613723791175,0.2469245754830396,0.23333512149261998,0.21726545212371,0.20010730435281288,0.18312931671469068,0.1665375558368692,0.14954062395411216,0.13145831089762322,0.11274302644792616,0.09438984600591255,0.07695158114406092,0.06008639681907063,0.04305798888110729,0.028247905853030053",4
604,"0.20063479435340664,0.20285253794498498,0.20540881320827142,0.2066561402166464,0.2065096388514855,0.20444423419254792,0.20019260554638185,0.19450108653459502,0.18872845223531343,0.18388983155265703,0.18070755552619772,0.1795429770473223,0.17947892413898353,0.17905772793573416,0.17793445577199624,0.17653726594385066,0.17573168414191181,0.17687679045259336,0.18064606993864113,0.18671391655948594,0.19463766190078696,0.204207162044085,0.2146912418099317,0.22413501124330343,0.230260799026483,0.23217931796100927,0.23069637346451166,0.22708101676820647,0.22170286286370955,0.21420436073591143,0.2046737912930215,0.1938270117479623,0.18320520189241574,0.17484779991846672,0.16977881759298702,0.1682575941127794,0.17097222601866713,0.17646499707876906,0.17343695671226694,0.13073763878103672,0.000538209584334981,-0.23843245420792974,-0.533534725421458,-0.7853266543444972,-0.9256490706547991,-0.9622326351980617,-0.9508414615463652,-0.939027397725011,-0.944416699723786,-0.961576102017665,-0.9715790740122106,-0.9587481681954966,-0.9241028197248498,-0.8804245190867657,-0.8415922128371383,-0.8118798464380228,-0.7796558968712728,-0.7313887128372891,-0.6668796422952945,-0.5894417683115838,-0.49422670127796925,-0.37539109328470915,-0.2338595308903602,-0.07502655633738159,0.09007993886550714,0.24059336803511056,0.35224979515924537,0.4114277721064956,0.42230058671772686,0.40335672532223066,0.37617035644858676,0.3544456520681031,0.3411905611539197,0.3324493739844067,0.3234139885801743,0.31279638950350586,0.3022757592503379,0.2930631239951886,0.2846201024739968,0.27619948463508304,0.2678591817621982,0.2595888028117711,0.2507546962219743,0.24119565295152567,0.2314799061821995,0.22177986489487234,0.211724491584883,0.20160258647252782,0.19253693651896947,0.18504183138995411,0.17849402331970932,0.17215934009202455,0.1659227278612047,0.15985981977476993,0.15371450504180095,0.1466025635320983,0.13795518881760901,0.12818091034229553,0.11740202424805174,0.1071641564761065",4
605,"0.1581388959713092,0.1570898684104195,0.15526765433735346,0.1528130307583091,0.15022200954071935,0.1474949092231046,0.14456666678724733,0.14152263531084802,0.13894168872007417,0.13719117081573873,0.13595106700084214,0.13516443760457608,0.1346148964137075,0.13320612115750646,0.1302504693478752,0.12642819626888008,0.12282542749050862,0.11973808986739443,0.11699205519363065,0.11462026410880438,0.1127828129941913,0.11168702652476054,0.11189167166229164,0.1148420815126755,0.12245145971989352,0.1356927107095504,0.15350959141457837,0.17181818272007654,0.18466239600647266,0.1889252751407906,0.18648792524004287,0.18095785677021314,0.1746232940405021,0.16826330187987187,0.16189334078097894,0.1554817816322157,0.14978309403345647,0.1459759004192423,0.14427741087117563,0.14272039322309454,0.13432823467006533,0.10218419566799586,0.021543535799331326,-0.11671473248365372,-0.2868879954231516,-0.4561385668113981,-0.6174610154456519,-0.7717755897400254,-0.8988643961964276,-0.9746153089495619,-0.9997822630486866,-0.9898420794998493,-0.9568482949093038,-0.9083767959087345,-0.849476923150696,-0.783819071266739,-0.7136772892621621,-0.6384778412027716,-0.5569108876005053,-0.4700777317715352,-0.37998731466673596,-0.2869410794111207,-0.19075253133127856,-0.09380790193281263,-0.0008009986829598525,0.0844728267190436,0.1582085390306634,0.21379290611179513,0.245815657749483,0.2562868449161869,0.2537825890822548,0.24850209932449613,0.24714599135076415,0.24828983438031055,0.24719275142423502,0.24633300431004745,0.25306309707986613,0.2688279960521768,0.2868736167887093,0.2977349812584217,0.2966511779229757,0.28647622197886363,0.2721612238896719,0.25579159022173587,0.237809714926755,0.21949521902837765,0.20349543624751865,0.19219685637928707,0.1847168703179546,0.1771150434064141,0.16676495058558763,0.15416395555484527,0.14079813811571434,0.12762976779658952,0.11492258125514115,0.101725481397966,0.08612733487929597,0.06701057507147667,0.04512162511665918,0.025717081262031427",4
606,"0.2622199074657055,0.2675309591498166,0.2777611379016423,0.289374089662127,0.3004948317131163,0.30861353052717144,0.31027024690921007,0.3039373827501247,0.29229273663954936,0.27966915057678887,0.2691929315787964,0.26340979825364974,0.2649001895604814,0.27634270453416165,0.30010690435581605,0.33458323480746843,0.3705782358643104,0.395996292068019,0.4055601022544407,0.4029882271523106,0.3944688223910519,0.38369181136603714,0.37249678661479224,0.36304268285115976,0.3582358837252135,0.3581449249544809,0.35109963328520966,0.30575442344067777,0.17845125450735594,-0.057142314179651876,-0.3768953238483589,-0.6999051217165001,-0.9339757071492358,-1.0516543804748246,-1.0978289847590004,-1.1253376061314935,-1.1543434042503957,-1.1767694376569562,-1.1800430348604523,-1.1622986478240156,-1.1278905972644973,-1.0802538969880877,-1.0214806188893784,-0.9537430596143069,-0.8777801139062303,-0.7906039781013136,-0.6882064543873906,-0.5694911005904494,-0.43508847874961043,-0.286323619058515,-0.13109089141481145,0.013907362850700489,0.13655756583379342,0.23839276987359015,0.32132793406701704,0.3782918182152234,0.4056709584679747,0.4117346323737484,0.4090994316637946,0.40677348717491124,0.4082811658819302,0.41174211816447154,0.41195741352925136,0.405822533025159,0.39528965320216136,0.3845219699384317,0.3758023005770563,0.36771242672444726,0.3570772915865223,0.34119203263277137,0.31838052292237684,0.28883215638395404,0.25478881432575745,0.21982140501101521,0.18670625687099962,0.15565361341478157,0.1261055067849537,0.09954209516200366,0.0789324340530741,0.06503612484558907,0.05495572001523086,0.04550846537384201,0.036129629775680294,0.027871604711667608,0.021365583835713353,0.015789724795399862,0.00970821161060631,0.0035749513400998856,-2.4073678633884654e-06,0.0005225404231947173,0.003952278569595347,0.008017140738302397,0.011141647328435922,0.012426459094805886,0.012141644797697304,0.012186575670628641,0.014378368084488113,0.01925793191800873,0.025106602483812357,0.027951486197515474",4
607,"0.3429558455639654,0.3389794520518692,0.3331091716199379,0.3259039202420402,0.3185888900435923,0.31159856718150314,0.30518451889213455,0.2994663012056038,0.29421375053742743,0.289337888625937,0.28473824759455857,0.28017787395608873,0.2756513106979518,0.27125943644392264,0.26713671531354477,0.26342618546705415,0.2599805219770214,0.2564563399238299,0.25283069578009243,0.24934837386549885,0.2460925555516893,0.2430121101699747,0.240195138520632,0.23789533170725075,0.23671261055686904,0.23770269802020788,0.24163506090511988,0.24853228707207087,0.25678557033342064,0.25957655629798415,0.23613271122214652,0.14002523976125392,-0.08060340007337186,-0.4137633001641352,-0.7636457087904218,-1.029513421977761,-1.175901763700152,-1.2349411558169112,-1.2580681180690558,-1.2659251640362756,-1.2507771116242778,-1.2082998969976675,-1.1466226266950978,-1.0747533337957915,-0.9953916863090575,-0.9082601140474826,-0.8148951200082648,-0.7190236586932477,-0.625145243169162,-0.5344952907863421,-0.44204477915121454,-0.34196857930103897,-0.23309509379151494,-0.11586083542331638,0.009015593934967314,0.1384572007143282,0.2684852643943182,0.3876341868049128,0.4753339413382125,0.5225487410590538,0.5376610268600786,0.5305220563543313,0.507714321707206,0.4768585604158031,0.4442676670357159,0.41289658551568575,0.38408254409696524,0.3571722627694687,0.33056752494262054,0.3044395475688508,0.27971530417379264,0.25675101000456857,0.2358474363061447,0.21702094508977304,0.19939324875874598,0.1816557902169127,0.16412556550376056,0.14923224689597647,0.1378952316882306,0.1279351060640529,0.11752808997077474,0.10677800799609966,0.09623050369680397,0.0861483598608882,0.07588243483784252,0.0640756875985724,0.05054159628281485,0.037148555514322945,0.02640757402074667,0.01986478244077433,0.01802258617794028,0.020476895113640536,0.025358847705856558,0.03018033736895931,0.033550753852387205,0.03539429221842649,0.03557947129488015,0.03258065171754915,0.024803030656806557,0.014572156778792533",4
608,"0.020880019492995838,0.03086654325313315,0.041390084826185336,0.04995658160998062,0.056652363590176946,0.06222702381947498,0.06703327116191227,0.07120972077977483,0.07529668174218879,0.08016771584479099,0.08628196614286754,0.09332550828597952,0.1003531919417801,0.10641756976920247,0.11118284823313401,0.11476932798050365,0.11710460394645517,0.11765123161109547,0.11599963741207725,0.11276562589047112,0.10947429208314818,0.10764235377825221,0.10818538511440057,0.11109299740141776,0.11562493203628604,0.12113755153377143,0.12755958467569561,0.13473374268735394,0.14182320762460943,0.1479046591774401,0.15268179921250702,0.15663434091762712,0.16041065521630515,0.16382336782674534,0.1662601026446744,0.16800884256291648,0.17005995330209345,0.17295637886901055,0.17651350088057693,0.1802426774464584,0.183879396547737,0.18767759319650812,0.191931169420214,0.19642804927279167,0.20071795661250158,0.2044684612185803,0.20763102210569823,0.21063867667593317,0.21422785320935045,0.21931188295630633,0.22731371290000546,0.23937591038999417,0.24917198036016264,0.22488677396752532,0.1086510739092661,-0.12289445131934706,-0.40958164353023907,-0.6725316285268108,-0.8902203371330184,-1.0817245863886442,-1.2613800897955403,-1.418811085640848,-1.5225729699953492,-1.546178243286917,-1.4932707374074687,-1.3892281000178346,-1.255401148437102,-1.0988558912113155,-0.9183872541620628,-0.718094604632193,-0.5172845347900497,-0.34136425350559385,-0.20329467875812668,-0.09808221116854965,-0.01358713227060171,0.058561320306668496,0.1250308892684815,0.19432746660035388,0.26848849415236536,0.3366560439303952,0.38786014233116706,0.42453057528058114,0.45429977391344706,0.478458548308532,0.4937183065988191,0.49782540941020065,0.4920784946691258,0.480567517718414,0.4662963967412734,0.44942904343708584,0.43027877465515596,0.4110681496945864,0.3943922435667674,0.3816808609362261,0.37243604075709824,0.3650344078347445,0.35892500035218067,0.3548233857402102,0.35275490070942933,0.3526100399963355",4
609,"0.32105354506973793,0.32026963154163746,0.31810543122913243,0.3136612846162849,0.3082537379833713,0.30252226038148683,0.2967430576352508,0.29122760357883754,0.2860261209985641,0.2811645982098779,0.2767499789660718,0.2726817596506618,0.2687643520868153,0.26484073179822326,0.26083391750584295,0.2567640542276614,0.25255857972871454,0.24790379834142967,0.24257928462341471,0.2369716943991887,0.23211039048222987,0.22939788712449255,0.2300000715813138,0.23346915337398966,0.23432216179775295,0.21586011190902044,0.1493451036170585,0.017178140521484087,-0.15537050068649277,-0.31597626637200366,-0.43534460769735506,-0.5203384188003832,-0.587261251745471,-0.6461793145952557,-0.7034600525401498,-0.7619831650561699,-0.8205669377945211,-0.8735375766649833,-0.9127166716264996,-0.9357425211087882,-0.9482969384685471,-0.9532868594069659,-0.9442497795815261,-0.9151655772543588,-0.8694899283418365,-0.8146948035261836,-0.7544320643696392,-0.6883954622167845,-0.6125625696375248,-0.5179574936862594,-0.39527347031488963,-0.239815331953732,-0.054511235642760114,0.14810301667324538,0.34554188611795567,0.5057149764512963,0.600553070410341,0.629130666572725,0.6158834876576157,0.5857990379662655,0.5513756273188812,0.5168600564328673,0.4838649567084363,0.45299037831441125,0.4245882787682066,0.39875027872147556,0.37494656933728265,0.35259653811818786,0.33142006501610244,0.3111716495816807,0.2916624026870728,0.27222308946143353,0.2516285349135782,0.2294282690746754,0.20596200241330176,0.18150248252039713,0.15663057191193636,0.13264275848096974,0.11087197702070195,0.0913240437739446,0.07317800222298759,0.05665696366914996,0.04283378489614886,0.03204374204755778,0.023547132200063714,0.016337743669369853,0.009415871371349971,0.002125376940269652,-0.00523598281579013,-0.012379132058871811,-0.020042226570587296,-0.028850088709012456,-0.03802847660425529,-0.04688313191706556,-0.05586932417578944,-0.06482323636913051,-0.07258721999790246,-0.07856461581894342,-0.08327435919097076,-0.08751713910394526",4
610,"0.4705430754016523,0.46972461492413575,0.46960906801048663,0.4686982468171903,0.46816421094572086,0.468429449200831,0.46851098956075954,0.46691764354464227,0.46330043948177296,0.4585280054973044,0.4536147261284687,0.4502285553658678,0.451266012033673,0.4589405841803308,0.47045196302786546,0.4754208945083346,0.45469713314144367,0.3780026062185407,0.2173257019677035,-0.02103018800741785,-0.2905435273571082,-0.5356259963405359,-0.7227712546324814,-0.8531331232322885,-0.9506953343789193,-1.0329552754296163,-1.0936481404228773,-1.119295903487944,-1.11165209454772,-1.0818694909520208,-1.0363597736910823,-0.9773767491578793,-0.9068186670115452,-0.8248908168495375,-0.7280970802595579,-0.6116522525179011,-0.47675610924146516,-0.3354530881004878,-0.20523894828605038,-0.09748826772947328,-0.010954564661766142,0.060963916739523394,0.12040304735480833,0.1681391098154783,0.20827817153442502,0.24294336871173622,0.26737884834896947,0.27609829172705724,0.2706123574690458,0.2581827135229817,0.24530567389847596,0.2335358465282062,0.22216306733773988,0.21250920108161836,0.2067674177329593,0.20469374631070303,0.20387301587609208,0.202773433687653,0.20089711775482327,0.1965238951998352,0.18838297519644953,0.1786871202282868,0.1709421859327871,0.1659304009265259,0.16244648285522229,0.16067217803182254,0.16215849663468407,0.16699140935936313,0.17414341470605144,0.1822703959515649,0.18880746333826043,0.19150851531415508,0.18968645810720103,0.18291520839659736,0.17075129553250112,0.15470630557014858,0.1379699299249445,0.12211634262712845,0.10662210739240063,0.09181450795857887,0.07873288366772796,0.06688630264567352,0.05437053437495987,0.04001536779128373,0.02468478781052208,0.009702284803894234,-0.004470126157295695,-0.017982614488987192,-0.031219470627817825,-0.04479478228187278,-0.059080909030470474,-0.07259798363955866,-0.08248248714154383,-0.08763353692963166,-0.09013711038001876,-0.09324422014402478,-0.09806247336742818,-0.10198402955514108,-0.10154515113316032,-0.09878997449550386",4
611,"0.4615631168767428,0.4575356931863542,0.4542757245302086,0.4496152566826999,0.4421619349479541,0.4325795407220565,0.4242668967633384,0.4215795058913486,0.4289036136148955,0.4491677563953939,0.479342846161736,0.5090256249792074,0.5278376711199919,0.5335395034702609,0.5301013786734406,0.5198309465612279,0.4965958898385926,0.44434892392984776,0.34620763622432293,0.19799256342162042,0.005984448500985673,-0.22107212055638314,-0.46197178987502896,-0.6842870477552115,-0.8601587517137337,-0.9698577473907406,-1.0169558864472399,-1.027066704899883,-1.017882378993423,-0.9968564005371876,-0.9697057924923373,-0.9366991653033279,-0.8937698505388552,-0.8404350561162314,-0.7812784608451365,-0.7196094984822777,-0.6519691965589963,-0.5703364860499182,-0.46871006432069595,-0.3500327058054752,-0.2310720724213684,-0.1328481427253806,-0.06465427865876883,-0.024593239309122272,-0.006466296303806518,0.0003701641059236094,0.008311373970883107,0.026087176537961054,0.0577842607752993,0.1025809826145131,0.15270700992994435,0.19660444934119073,0.22716712176479942,0.24418156120316237,0.24969011481595088,0.24472120169115796,0.23033398484752643,0.20948140662682402,0.18670819643952835,0.16637885142216904,0.15260652689070248,0.14961413477756155,0.15941810288011926,0.178609930125938,0.19852297790491374,0.21193591098006892,0.21854653009664005,0.22135737127292815,0.22151977064596495,0.21863651595950745,0.21281846124419757,0.20461738196266743,0.19436419067388944,0.1823481589836234,0.16897761693298546,0.15527438705652552,0.14291312126597683,0.13313481694795093,0.12608962121034462,0.12039732252121715,0.11367767554269759,0.10460074973500805,0.09385326378305281,0.08267141777462295,0.07051390100211158,0.056441427547037515,0.042043979183339075,0.029310628717826748,0.017458878698428215,0.004641422072909518,-0.00877368101269993,-0.021144661947549825,-0.03259475484401042,-0.04455870862835343,-0.057470593141885185,-0.07051783295033587,-0.0825713294205549,-0.09207943178367717,-0.09672967806951721,-0.09775071707035266",4
612,"0.23181760393694317,0.23008418391622512,0.22829360802101448,0.22672915639742558,0.2245902154082625,0.2219384023030135,0.2194172903108111,0.21718824627044256,0.21500010148294268,0.21286425329603892,0.21138657075483078,0.21103420693794672,0.21126498538270103,0.21122646372149978,0.2106718405307939,0.20968076641926417,0.20862060019238246,0.2078473334677115,0.20717180227999513,0.20619748948839203,0.20502884027110257,0.20416211992287878,0.20389157627495827,0.2040507451079665,0.20430161699706248,0.20481305830863616,0.2058289841960825,0.20677697253737273,0.2069564519268251,0.2064944777019785,0.20627251102259467,0.2075227878385581,0.21099358483443517,0.21586276387513065,0.21809364400992154,0.20361385752625158,0.1401565810453681,-0.0065721916033396055,-0.23084392358257946,-0.4781850748721424,-0.688446770063857,-0.8367093701174508,-0.938563578364732,-1.0222407475228816,-1.0976183212162078,-1.1534193130647779,-1.1764196729150551,-1.1652249870956761,-1.1286542647718416,-1.0761618821118768,-1.0112489251839498,-0.9347821134001244,-0.848857910911464,-0.752601377354243,-0.6405716885649565,-0.5094382439184325,-0.3651147471338517,-0.2188176322883326,-0.07418149725158407,0.07162732992575199,0.209059467465362,0.3158320938553939,0.3807716318939706,0.4134872640632772,0.42974684080602504,0.439058644944215,0.4469466580304178,0.4552129708529289,0.45732445710186675,0.4445625832617558,0.4168916508231651,0.382308745851749,0.34867776310122367,0.31818206207281824,0.2874352786327111,0.25296856392053,0.2150044319890944,0.1751527085407851,0.13332352487463628,0.08946888811296885,0.0476562318482355,0.014045097975593224,-0.00886104133055457,-0.021308414504750822,-0.02302274303517826,-0.014230943581549388,0.0034437091416226195,0.027802456051147784,0.05588876313629762,0.08406515492752947,0.10930721092320361,0.1299906766894289,0.14708111353340114,0.16246344438625013,0.17559815072808635,0.1851632792118849,0.1923336521724058,0.1997347885817127,0.20889956770311707,0.21773482471505115",4
613,"0.3758294254980314,0.36878981396846555,0.3627006153326768,0.3576217259990856,0.3528076559809504,0.3480744191574796,0.3433656352308214,0.3385073641369559,0.33363497520257546,0.32890236000428874,0.3240439404939975,0.3188590877716553,0.3134407366125209,0.3075995403117519,0.3010638129809299,0.29408244423691327,0.2870865822032301,0.28029448174392485,0.2741129326358063,0.26874835545736764,0.26346038148731227,0.257730961710534,0.2522876594169001,0.24719274958213733,0.23981516564300429,0.22461952538123514,0.19244714851978417,0.1318274166041848,0.03463650564185661,-0.09941009248193244,-0.2599401592865843,-0.42787640109421776,-0.5900698197662062,-0.7451835998744673,-0.897355209178593,-1.0526641027162378,-1.2065284254684798,-1.3405322746513866,-1.4403821182480998,-1.498067011231,-1.5024876921885475,-1.450020957112031,-1.3499033943897776,-1.2060708820629247,-1.0070637897008332,-0.7539992776688128,-0.49422830418557984,-0.2918465118152723,-0.17038552492515874,-0.10798634600095869,-0.06841255040544003,-0.01968753661299205,0.0675248512060912,0.21140829628244395,0.38854387735805607,0.5363085794634981,0.6118232405340374,0.6239779859433203,0.6027988811685593,0.569265925755212,0.5331877192999901,0.49912714055555196,0.4689352045326639,0.4418999769918709,0.41629037357472154,0.3916006462757098,0.36806555646363115,0.34545555093807856,0.323328578721902,0.30153191505033466,0.2804569228125241,0.2605535815513375,0.241622346161123,0.223102144799235,0.20511910498752556,0.18828717897814384,0.17240525224382452,0.15706409848514646,0.1426670121044888,0.12946429461459313,0.11667876198912175,0.10346534136173269,0.0900242791135652,0.0769260151858967,0.06404715304827963,0.050930313426769624,0.03774717028772989,0.024916767323107714,0.012160068940111124,-0.0007069043409858589,-0.013040335938214853,-0.02438093295623786,-0.0351142135026867,-0.04601587869459822,-0.05757291364682052,-0.06951617329430532,-0.08108941786987695,-0.09143981374576635,-0.09918283615816306,-0.10413412526314153",4
614,"0.35285266567261,0.3439336377063278,0.334288849884718,0.32546738775431416,0.3170603797110315,0.3087221936764625,0.30045259624256415,0.2924775539108242,0.2849876202661784,0.27757168997572335,0.2688648462492865,0.2554293689099284,0.22967575479370006,0.17862507446935338,0.08919971718425743,-0.03718303546655463,-0.17817921481145793,-0.3052609742738952,-0.4052122859805217,-0.4834379802861811,-0.5479006950639576,-0.6000715755276527,-0.6400312821782524,-0.6690378830917715,-0.6873353867211853,-0.6946123596257245,-0.6912597640960787,-0.6790309633019671,-0.6606276926880805,-0.6358969820254228,-0.5997104933805804,-0.545852264304554,-0.4697755623256282,-0.3645491868923455,-0.2220057917027568,-0.05026102479892905,0.11303098901316977,0.22370088323938314,0.2716997811661547,0.27738284368156985,0.25732038987716344,0.21958196574942399,0.17545558865112165,0.14102054673058667,0.13105335958004644,0.15369106876920932,0.20675949764720922,0.2727928768481806,0.3251935380798393,0.3491542849355063,0.34974774637624295,0.3387117946888366,0.3234139490736765,0.3072606975877633,0.2922048774152176,0.2785361987766939,0.26551093864120395,0.2527666518957155,0.24038713190975114,0.2287216110173227,0.21803133745527276,0.2078564524183582,0.197380522392398,0.1862851988880077,0.17486211645940888,0.1634349513369888,0.15171287671486,0.13940547446486845,0.12693490768131555,0.11475751974409679,0.10275425970992563,0.09063263461336701,0.07870467356987104,0.06757191655585496,0.05723878296274043,0.047198742390873544,0.036900436567347816,0.026326207912515,0.016008039826984233,0.006014911191353223,-0.0038743760683877526,-0.013434577864783082,-0.022644509837087143,-0.03193455454740096,-0.041432645203266644,-0.050774689940366186,-0.060196180935375126,-0.07095344216866667,-0.08411072120843904,-0.09986136630354286,-0.11753395397536107,-0.13606700398491298,-0.15439507511317138,-0.17007308977269076,-0.18064917786681953,-0.1869207491935931,-0.19121400694740348,-0.1939917899340177,-0.1942469775630372,-0.19317922364290563",4
615,"0.4776265238223312,0.4653715519660178,0.4529144794805881,0.44254943754667986,0.4332599670883338,0.42403286028263576,0.41456121099599663,0.40524432324462256,0.3965501620751418,0.3886211596552712,0.38149354915673833,0.3747865824397547,0.3662077852425653,0.34760478027086106,0.30103013054738476,0.20733244098232567,0.0702378302494942,-0.07743299290077238,-0.20503319766098732,-0.3089218981646673,-0.3965296701151795,-0.4647223904913227,-0.5096775684930996,-0.5394321286678685,-0.564316435214264,-0.5888663323766146,-0.614920367745885,-0.6434758530602629,-0.6729075358057697,-0.7009187751173969,-0.7287537112567579,-0.760705047654588,-0.7977766241048636,-0.8276872209458102,-0.8274137858321873,-0.7832761659039202,-0.6993415182306482,-0.5888798429778803,-0.46793646827992497,-0.35263493872538126,-0.2545653016962501,-0.1779043181699002,-0.12210090232075677,-0.08307420206499039,-0.048788415667263274,0.00321782845036106,0.09723948758028339,0.23904871926270338,0.39811727634884764,0.5212764371068435,0.5769092013272892,0.5755046906666289,0.5455949755734433,0.5078851622498356,0.4711305379789151,0.4372615113651366,0.40610952185252214,0.37789120216770966,0.3530681055988608,0.3313769214886991,0.3118988987580861,0.29355679210844254,0.2752775669343078,0.25668858076389667,0.23843934476067719,0.2211951110409992,0.20491915476728273,0.18957897218810982,0.17536022476472807,0.16203674356118297,0.1495719561137328,0.1381561720937189,0.12720675824537664,0.11586670359769569,0.10409398495811595,0.09218497623164412,0.07997242794883819,0.06722417236386566,0.05404909071072006,0.040761914504569896,0.027631998630427174,0.014909885102905002,0.0027591467745149423,-0.009174837626314214,-0.021454884086785475,-0.03409373796670939,-0.04636496691263339,-0.05778701021260946,-0.06878389492440834,-0.07984254809121438,-0.0911129261236509,-0.10259403381526264,-0.11382333079417556,-0.12437905896668583,-0.13487968329323358,-0.14634939384781062,-0.15871132735382448,-0.17058352446478842,-0.1800159172336369,-0.18645224562965848",4
616,"0.20866262409903322,0.19951946705604812,0.1895090109033022,0.18204268616170008,0.17642267309859141,0.1717499954303659,0.1677822819551041,0.16445241585503162,0.16162774766022978,0.15944800329053138,0.15832975951760103,0.15853530081965805,0.15983739481462692,0.1614656593094395,0.16254400818384104,0.16257351312786317,0.16163808472969152,0.16023682740681122,0.15890022718488306,0.15796234654258767,0.15719647591073052,0.15638272177355936,0.1560470988755591,0.15648608762388733,0.15718549622693156,0.15746952317038754,0.15718829987729102,0.1566288320570721,0.15587359437853562,0.15476985867186152,0.1533608726426378,0.15191914432886858,0.15082157981216898,0.150409073445174,0.15054884600236512,0.15049888545107057,0.14935013292044125,0.14705351266078617,0.14428183370767728,0.14145465362735454,0.13921447823370306,0.13855643040512672,0.13851128871179874,0.13438677102014918,0.120197275236756,0.08908158962231538,0.03189945498016794,-0.054692636908666215,-0.1634476111374189,-0.2860855005697334,-0.4195138354092756,-0.5641897185132457,-0.7154986710990628,-0.8586545764998786,-0.9843355842560204,-1.0976264794072026,-1.202907709607057,-1.2958943719547225,-1.3665267690414495,-1.3955055501166849,-1.3647651004159516,-1.2780309527881963,-1.151218452750277,-0.9882907211826467,-0.786818004526974,-0.5682847136758181,-0.37912105052890493,-0.25165676721465996,-0.18299768034509545,-0.14887430795348766,-0.11988039623117486,-0.06694853644850934,0.03627266397095563,0.2005835731910688,0.3958678401867628,0.5557776481923625,0.6355199152335007,0.6458088754372333,0.6209170408089928,0.5846721887492167,0.5469870001908411,0.5107735319600267,0.4768383974470587,0.4454964374959794,0.4169497724908393,0.39161328427474906,0.36968845026964164,0.3509102853367302,0.3346837811577608,0.3203778351349207,0.30753172685922586,0.2956187239387151,0.2844459667165287,0.27420890838971057,0.2647061006105937,0.255447510225672,0.2460238830488864,0.23687225835335773,0.23008999480069897,0.2270682655887225",4
617,"0.39492669988944284,0.38555910998169585,0.37680577917834956,0.3698241269385276,0.36328989725276395,0.3568448332428621,0.35053163319291786,0.343962822080917,0.33680514570518133,0.32925494360916824,0.3216530289890315,0.31416695779940873,0.30702082330336455,0.300038122432447,0.29295054748772287,0.28626281791977215,0.28008840433813315,0.2722730866362471,0.2579611084376475,0.22751634268270618,0.16040021177878416,0.02964568921116295,-0.17205992459061403,-0.415704633098956,-0.6550620495938413,-0.8560800284653269,-1.0095252887389554,-1.1291070052372822,-1.2326113091309254,-1.316679644070627,-1.3634526407722174,-1.367889556944004,-1.339589752931978,-1.2880121754936606,-1.217257848894808,-1.1255424629016566,-0.9967940122955892,-0.7943836131758102,-0.48796433202310885,-0.10199498184040034,0.27900103006057203,0.5612440028333856,0.7021625409304071,0.7296180192867014,0.7002909827022742,0.6535775616841121,0.6045114335360331,0.5564431557244285,0.5107209256048189,0.4691178850816183,0.4331367150249303,0.4034150401496334,0.37952419718605174,0.3600205507537263,0.3432588806849961,0.3281828524220648,0.3136236740604046,0.2984870943168086,0.2832418443722422,0.2691625252610127,0.2564508140352011,0.24435252406337704,0.23224958478649133,0.22016050167919177,0.20849062986396788,0.19738429405520175,0.1863057960113938,0.17485665731045485,0.1635816847870173,0.1530021176992324,0.1428418217455672,0.13260345446181848,0.12206354803665972,0.11130465873083797,0.10062799318107865,0.09009643981084131,0.07955789222254644,0.06920107523494418,0.05931294579113963,0.049624623356174236,0.03957346389099789,0.028830293587921524,0.017401447809158033,0.005363728697340336,-0.007752036422148334,-0.022584669051981227,-0.03916529109451755,-0.057135658973460596,-0.07617199714931017,-0.09594790735197575,-0.11615838691869235,-0.13661817846227603,-0.1567395592591636,-0.17457583285482609,-0.18724590544251285,-0.19399225963825312,-0.19693259578795053,-0.19783513395530566,-0.1970213773215208,-0.1961729847294406",4
