id,,label
158,"0.010025247525256686,0.006402681778455432,0.0024306001117680998,-0.0016207040833992048,-0.005595079482574317,-0.009489015472816664,-0.013369798180946857,-0.017274616873858062,-0.02116945643270879,-0.02496973344973835,-0.028590244798798292,-0.031988823840454594,-0.0351819321241425,-0.03822630713423186,-0.04117799660753885,-0.044071012620638395,-0.046913640599517914,-0.04970648297617508,-0.05243939315440149,-0.055085017177027185,-0.05758402844881283,-0.059849521881009116,-0.06176831035303293,-0.06321600892969975,-0.06407104314899537,-0.06424766344284227,-0.06372234624863815,-0.06255706895785695,-0.060892623684935476,-0.058930732314847356,-0.05688910783703843,-0.054954220440085355,-0.05322149220172623,-0.051652686769212364,-0.0500444630640392,-0.0480245538947251,-0.04504950918666367,-0.04042461570373246,-0.033349604191404536,-0.023029010452946752,-0.008830589230337638,0.009529365079410268,0.03184812586344232,0.05737513657055249,0.08485961353959592,0.11267423629798035,0.13900618282788157,0.16207763781080864,0.18038207280666907,0.19286582901583937,0.19902394046279925,0.19887625316243007,0.19287079651212824,0.1817433345222269,0.16639257656671302,0.14778705881480036,0.1269417598860998,0.10493571183736372,0.08293306316204074,0.062130729281381636,0.04363930204087485,0.028322568572313078,0.016683599040694497,0.008817210470484449,0.004441696843841325,0.002964842856299943,0.0035944557250461306,0.005468978917863243,0.007813275878537085,0.010054709788164584,0.01187105017346124,0.013139661655587442,0.013838107796369403,0.013937415553506471,0.013363844097114996,0.012022977549927205,0.009871010160903526,0.006959706931562226,0.003441800959225416,-0.00047482500158946284,-0.00458047026357955,-0.0087186991614141,-0.012812559414664748,-0.016873303220550473,-0.020976511595403147,-0.025236221109846246,-0.02977010939031488,-0.03467942598197549,-0.04002673152241776,-0.04583342225027687,-0.05208467066312228,-0.05875443169924277,-0.06581474980092794,-0.07322509614589146,-0.08089758533220393,-0.08867139898924603,-0.09630446428486794,-0.10348687477801699,-0.10986517845324617,-0.11509298399752965",3
159,"-0.03470973901941854,-0.03670460070069215,-0.038378292167755235,-0.039862221731168324,-0.041282420730211045,-0.04270638223565548,-0.044126090176106914,-0.0454942515327611,-0.04678283761284663,-0.048010775325969646,-0.049216592293983896,-0.05040115699542824,-0.05149972625359511,-0.05241136832252813,-0.05306308647494218,-0.053452146353137275,-0.053631881281723415,-0.05365713846790571,-0.053537112338120474,-0.05322943703973193,-0.052665219995188806,-0.05177601693475853,-0.05050650231435294,-0.048817586029371585,-0.04668916513056909,-0.04412961672396698,-0.04119289109772839,-0.03799081632151324,-0.03467816050848155,-0.03139829403378869,-0.02821411439218946,-0.025064414003397206,-0.02175804670900583,-0.01798031178815762,-0.01328329972729314,-0.007072350481701184,0.0013664106935651343,0.012749621520827592,0.027597098494895445,0.046010754456283554,0.06752058614079381,0.09106514374516017,0.11511893651038418,0.13793211293306595,0.15781546122659496,0.17340465450976206,0.1838438953117154,0.1888459844603534,0.18861435699375684,0.18366811109139813,0.17465879111222438,0.16225728746171253,0.14712296927976287,0.1299090036720295,0.11126941275132696,0.09187157914147703,0.07242290756721226,0.05369365766709033,0.03649616791183741,0.021607484414958744,0.009648942091413537,0.0009637023281152679,-0.00446287290797609,-0.0070007345765854545,-0.0072823333929348255,-0.006053383598438322,-0.004022194696457593,-0.001754774994010555,0.0003629588582375609,0.002105653858347045,0.003361333874139616,0.004089328060458142,0.004287773672232875,0.003963967644606381,0.0031086667275879165,0.0016980725300417276,-0.0002717820784603475,-0.0027424297093343597,-0.00558040680515226,-0.008608529265874854,-0.011661141788686935,-0.014643348032661985,-0.01757314171472313,-0.020582484895437902,-0.023864582489744657,-0.027583192470722384,-0.031800313946204084,-0.03646638946380354,-0.041473080118284766,-0.046722075868003254,-0.05216303979448744,-0.057790487899568754,-0.06361599432926801,-0.06966085368168606,-0.07593903519041467,-0.08245045617925761,-0.08911538793479801,-0.09570280503483719,-0.10176735954633487,-0.10672411306427598",3
160,"-0.052283580065329516,-0.05345123639072058,-0.054266271645341035,-0.05503085460116214,-0.055948300384060956,-0.05705271585008853,-0.05824956424986999,-0.05939757794113287,-0.060376771681974084,-0.06111898797921578,-0.061600134246976745,-0.061815862388966525,-0.06176706610381888,-0.06147217891430512,-0.06098887993466445,-0.06040006632344119,-0.059776420952928455,-0.05912605624239953,-0.05839025418628763,-0.05747288751529067,-0.05630023845896931,-0.054854879651273,-0.05317816761318961,-0.0513124617653124,-0.04922301895123404,-0.046721086922539956,-0.043436885638107214,-0.038823158288708304,-0.03218810315723675,-0.02274165207088641,-0.0097166049815266,0.0074239475882719175,0.02871350009724949,0.05347571685965591,0.08028971542571373,0.10719128619627438,0.1320259545931034,0.15284406540243245,0.16819903761353472,0.1773048227095525,0.18002599931928542,0.17675702216917266,0.16823688169515572,0.1553968743600539,0.13926372593698433,0.1209308983478028,0.10153229168795697,0.0822066950559096,0.0640250144207214,0.04790932438493389,0.034534800639842156,0.02425986344350295,0.01709884901808001,0.012775411719213592,0.010812705284166668,0.010637450827629347,0.011658989555191512,0.013347674802541065,0.015301206018398683,0.017294928181013636,0.019257540087070812,0.02119270093526604,0.02307440417298079,0.024801225497277812,0.02621016209679783,0.027138698175412812,0.02747525122446126,0.027195165994087778,0.026361702080856086,0.025105606533461944,0.023567770803084698,0.021851123323327837,0.019993575694985277,0.01798895831481595,0.015815297083763724,0.01346645795862067,0.010955869466497403,0.008313324040681747,0.005553650233346086,0.0026492317574262625,-0.0004869148520556532,-0.003974218647518124,-0.00793157448653481,-0.012447923071496003,-0.017583647717679063,-0.023363750584966536,-0.02977020886057502,-0.036717484321850846,-0.044050410042905885,-0.05154824346953213,-0.05896051283367765,-0.06604982658722758,-0.0726461075771806,-0.07866863359490261,-0.08411174734926252,-0.08899607098734097,-0.0933306936079833,-0.09710389249146767,-0.10030142810273002,-0.10291715454357098",3
161,"0.023618338924742854,0.021822829450898196,0.020440777836805424,0.019399561422948963,0.018559991869468995,0.017742088530777522,0.01677720625628809,0.015545649997090738,0.013973734528213932,0.012001558889770059,0.009558530548906874,0.006577881538127994,0.003043414794612398,-0.0009657672062072242,-0.005270812436370953,-0.009646379275221384,-0.01389048864082243,-0.017875736636025708,-0.02154577017090875,-0.02488803098089043,-0.02790367936606236,-0.030606499834164413,-0.03302432843132097,-0.03519824807585997,-0.03716512423561702,-0.03894773593238621,-0.0405531048349661,-0.04198696336177016,-0.04325546131879454,-0.04435621195782402,-0.04526144191216108,-0.04593121561189739,-0.04633986640383603,-0.04649551256151979,-0.0464211261137526,-0.046131579245797694,-0.045625519248320145,-0.04490370924095399,-0.04397498423110796,-0.04284934978875132,-0.041525384397284704,-0.03999926831047684,-0.03827251627118622,-0.03634543460938611,-0.03417117937115244,-0.031599536702992204,-0.028323324091446,-0.023865970874827447,-0.017605850514420096,-0.008855470222312922,0.0030142360333910156,0.018394132846269118,0.03723732706883687,0.05888901609047592,0.08204493296355464,0.10489030475892502,0.12541909108950633,0.14182263391981043,0.15282281161592104,0.15783223539233893,0.15693208002406278,0.15070868267675852,0.14005064067962714,0.12596652787341456,0.10947286198633988,0.09153530516108699,0.07304794581236917,0.054811309112787976,0.0375168837962877,0.02173350307900468,0.007908743203463464,-0.0036431049303744523,-0.0127627545736535,-0.01947907843978991,-0.024011663126706773,-0.026733970335200086,-0.02809072462574047,-0.028514212576559617,-0.02836344181736239,-0.027907522083665093,-0.02732405316685238,-0.026717305714289763,-0.026143962450825065,-0.02565931519347675,-0.025341821983862145,-0.025286376227828367,-0.025557650187610137,-0.026155070315848183,-0.027013032976844653,-0.028053271698180948,-0.029236591217491115,-0.030579445657676785,-0.03210247398327226,-0.03378403837920785,-0.035545275129612364,-0.037320782351841775,-0.03910875037915085,-0.04097889511677477,-0.042988415076081976,-0.04513118763766644",3
162,"0.005493461336592342,0.0037259295300282602,0.0021020589903870124,0.0005121842897243267,-0.0011116961757431376,-0.002768079800405332,-0.004411474295976603,-0.005997190542347874,-0.007506037080840855,-0.00893547254243593,-0.010280783600918886,-0.011536259901716583,-0.012713497769974713,-0.013849317947450812,-0.014984302585639209,-0.016124669351477605,-0.017234067896229666,-0.018262626896410394,-0.01919321423722198,-0.020053996253892703,-0.02089508289039521,-0.021746678585003232,-0.022599150912496424,-0.023412072670447592,-0.024153711092378682,-0.02483930500822662,-0.02554621235262633,-0.026379495245323292,-0.027409825463627358,-0.02861999749653177,-0.02989793526758361,-0.031069873580639507,-0.031949518430741064,-0.032375632774176655,-0.03224119619164789,-0.031512282300911854,-0.030241769894040038,-0.028560421260565905,-0.026650031481163627,-0.024695416708763185,-0.022835167232171938,-0.021114452824578023,-0.019462740479827323,-0.017698549800323815,-0.015562496299746376,-0.012742869724944317,-0.008879855389198554,-0.003550573616988295,0.0037203768697989803,0.013403367696069979,0.02584601479939408,0.0411278018883926,0.05891194397608601,0.07835240165482793,0.09810217058223991,0.11646593216807222,0.1316793446612623,0.1422591809478424,0.1473084529655555,0.14666603608518602,0.14083297448293297,0.13073110594511583,0.1174242533212374,0.10193589657948365,0.08518796807530571,0.06800961820972595,0.05113902360058764,0.035206776460961264,0.020709680191237645,0.00800370399487782,-0.0026983857348003015,-0.011329434722394116,-0.017974369280090774,-0.022852907196578398,-0.026276800093785968,-0.02858962094215378,-0.030122621259582982,-0.03116954761369628,-0.03197582144748501,-0.032713638578911075,-0.03345305353985817,-0.0341487360910564,-0.03467980974124041,-0.03492434917805898,-0.034836568325065875,-0.03447247617250204,-0.033965634920960164,-0.03346522476962677,-0.033080296727790226,-0.03285151379880169,-0.03277109433730174,-0.032822467025811486,-0.033020114437215864,-0.03339424988007644,-0.03396253603093269,-0.03467889950803704,-0.035457320318668994,-0.036237846643090044,-0.03709327474701962,-0.0382340443869138",3
163,"0.020104241994173933,0.018701717620931424,0.017505584936570062,0.01633739879519369,0.015049021143890007,0.013553230574354702,0.011813764495238521,0.009836566815254078,0.007667008510970685,0.005375272947411303,0.0030251380603733002,0.000650499864352172,-0.0017373819808187418,-0.0041213512547140785,-0.006466662587586991,-0.008734633993563556,-0.010918329299686058,-0.013047915248052544,-0.01516942732832871,-0.017295634949915206,-0.01938269654870306,-0.021336261603947415,-0.023062467942661036,-0.02451301571634157,-0.0257081043156423,-0.026704114214687324,-0.02755262016386728,-0.028272479471491252,-0.028866135927322845,-0.029339733020800896,-0.029712694601444656,-0.029993530195362605,-0.030160945767328418,-0.03015788380974538,-0.029918171697640994,-0.029391606759997635,-0.02856885798763631,-0.02748591754003915,-0.026228552999535526,-0.024919814288910325,-0.023702373615739014,-0.02269656847464019,-0.021966233412998526,-0.021496419505193876,-0.02121099154376116,-0.020999458029559714,-0.020739873760207694,-0.02028555791191977,-0.019449335055729322,-0.017989997838488425,-0.01562117706391819,-0.012006268586863267,-0.00675471459590915,0.0005701542238439883,0.010379099462319186,0.02292293523519684,0.03811062894335515,0.05536408269958881,0.07357407971407082,0.0912291672780533,0.10668364955184251,0.11848926577739749,0.12565559883665356,0.12777868093788947,0.1250063868093313,0.11789829169914434,0.10723346582112347,0.0938629142665438,0.07863659048975935,0.06240763447231501,0.04603210635685784,0.030327512165466808,0.01598029526754241,0.003473313246105336,-0.006940955155137263,-0.015201128885084847,-0.021383353702615238,-0.02564882081745623,-0.028230382788636432,-0.029433860567649073,-0.02964442546363355,-0.02929327223943734,-0.028793940820992958,-0.0284559282742749,-0.028427055798280754,-0.02867568254671038,-0.02904126762153869,-0.02932595266885174,-0.029403497088522523,-0.029275924820250654,-0.02906429661619825,-0.0289339944820044,-0.02901433943253562,-0.02935077831030397,-0.029912626400386944,-0.030648011908869566,-0.03153863579994187,-0.032612379709413886,-0.03390109804801822,-0.035397778435952154",3
164,"0.0271938253805194,0.025225661071954786,0.023146140686300887,0.021077404214113415,0.019077572032643264,0.01713160789232482,0.015204809733943558,0.01328598875404674,0.011381169470462249,0.009484772782820783,0.007573789481229443,0.0056330809713383,0.003676909753512203,0.0017444227905734078,-0.00012354913801476686,-0.0019042271334236416,-0.003600306549136012,-0.00523837799339244,-0.006855875257388067,-0.008480003035911565,-0.010103359380844723,-0.011677662780472664,-0.013135687523363693,-0.01443012988717235,-0.015562544094492092,-0.016582681515685094,-0.017561632350826473,-0.018558759541368652,-0.019602613648431078,-0.020696610231501322,-0.021838232149196446,-0.023039317367490098,-0.02432854448938948,-0.025734139490076358,-0.02725959051182958,-0.028873533537087992,-0.03052195297471494,-0.03215278173311098,-0.03373113784142817,-0.0352404146981557,-0.036675802247474354,-0.038043405008183595,-0.039359218692989806,-0.04064181526754851,-0.04189520923520751,-0.0430928566852653,-0.0441670156488434,-0.04500699172079681,-0.04546212268240457,-0.045342489905569994,-0.044409552837189226,-0.04236295458513606,-0.03884601735790705,-0.03348510670108473,-0.025946641470164677,-0.015988912599565253,-0.0035059828598079656,0.011417017522464268,0.028439030767005602,0.0469220142780421,0.06594872088458303,0.08440134367689545,0.10108372242021002,0.11487036504007475,0.12486325656492347,0.13051919775751608,0.13170334705664966,0.1286512864866075,0.12186101074059319,0.11196067507498164,0.09960294905644707,0.08541845395156733,0.07003177608531874,0.05410383183521206,0.03834487419986432,0.0234628214815642,0.010070058151823824,-0.0014014296350030042,-0.010737689486501112,-0.01793314082163877,-0.023160685972041573,-0.026739163046595515,-0.029087777984103225,-0.030654647382351352,-0.031828013421102974,-0.032865503233063253,-0.033865650724156815,-0.03479035698074029,-0.03552101730514645,-0.03593251104209938,-0.03596216253042828,-0.03564644381482818,-0.03510239082774935,-0.034494526420477345,-0.033982958429319976,-0.03371538277686903,-0.033804902855391394,-0.03432603438608317,-0.03528122556376634,-0.03661353304962367",3
165,"0.0059472706533538755,0.0046377679820712725,0.0034605176690777895,0.0022124486987988856,0.0007771402934249605,-0.0008401463032727818,-0.00256551169631003,-0.00432215568242833,-0.00605626475736315,-0.007732248554107757,-0.009325754062366354,-0.010828187100104913,-0.012248357305312985,-0.013606099083165235,-0.014920407667037283,-0.016196759646712966,-0.017429565591913443,-0.018613386273770738,-0.019765034708751905,-0.020923732247217053,-0.022129744210756863,-0.023386974539734928,-0.024654715873770605,-0.025873635886057733,-0.027012640112864972,-0.028084530241618166,-0.029121503354082146,-0.030124710535485932,-0.031043366997005717,-0.03179576744320661,-0.03232992033247417,-0.032670026272574426,-0.032919659092273734,-0.03320192846217296,-0.0335786350919709,-0.033993674707209154,-0.034286211922298915,-0.03424504751010515,-0.0336653016948969,-0.03235858745022124,-0.03012226671738949,-0.02668273863118542,-0.021662237935641926,-0.014592620665518696,-0.005008151109727299,0.007407217797407162,0.022643525916530516,0.04023885327898091,0.05925047058742838,0.07836507762858913,0.09610878035745962,0.11110540071401398,0.12230022697472953,0.12910972999275372,0.13144661210496356,0.12962835669850747,0.12420036735344486,0.11576978673344707,0.10491137970082054,0.09217184743085227,0.07811613362658876,0.06336548853601032,0.04858292724682811,0.03441859349030563,0.02143572449997777,0.010058594309003799,0.0005453280763799695,-0.0070126778977543935,-0.012691532005819406,-0.01671914031787769,-0.01943536067889018,-0.021215671932217406,-0.02239620628808714,-0.023219477588665605,-0.023823460586189005,-0.02425234340316651,-0.024494424287089367,-0.02452803835483741,-0.024371620686405304,-0.02409722318393004,-0.023808342132558336,-0.023586467592500604,-0.023454847845463922,-0.02337413158765389,-0.023279551666164133,-0.023120419102429346,-0.02288781823477115,-0.022610312667967758,-0.02233867778404197,-0.02212546314145758,-0.022023564749731328,-0.022086659397118513,-0.022370259440120943,-0.022932449185982584,-0.023828223260096815,-0.02512063087220029,-0.026859886981237313,-0.02902532281102288,-0.0314389723056927,-0.03376818291314332",3
166,"0.013060633592672066,0.011873692869513008,0.010897052961114595,0.010027355876747968,0.009174495087721057,0.00827639412283232,0.007295051254545215,0.006215369549884109,0.005052179346041075,0.0038530201062026426,0.0026862758870367376,0.0016150377515794512,0.0006729392846219762,-0.0001432077481755556,-0.0008623600736560322,-0.0015214718289033868,-0.0021639314784076547,-0.0028430524387431655,-0.0036195821817608387,-0.004544077524778811,-0.005640948850334393,-0.006898392007065546,-0.008269127955961242,-0.009677692110409752,-0.011044627748295066,-0.012318918116005773,-0.013505600833967235,-0.01465904618956304,-0.01584883559662431,-0.017121162072008755,-0.01848796500978267,-0.019935490768316688,-0.021436632205281525,-0.022944981605287795,-0.02439328067363833,-0.02571426713978109,-0.02688676898240494,-0.02796679838371391,-0.0290724283459185,-0.03031656121907611,-0.03173699241494843,-0.03326587180877605,-0.03475987196844177,-0.0360534381378988,-0.03699600650168644,-0.037448288703577304,-0.03725910192286108,-0.03624970763236535,-0.03422686513543599,-0.0310078586171304,-0.02644041304485467,-0.02040003245903066,-0.01277729012383888,-0.003473897863879416,0.007570199111753939,0.020316565029861233,0.03453906663022288,0.04974431342072194,0.0651393017588704,0.07969701458035094,0.09232246302153524,0.10206923831252157,0.10831408054460845,0.11081948954544729,0.10967543560171744,0.10518600396511413,0.09776838025475088,0.08790216242898519,0.07611269562735312,0.06296834396170148,0.04906959839397795,0.035029861477944846,0.02144546105214029,0.008864514140422552,-0.0022494000914731194,-0.011561306235054691,-0.018916437733970892,-0.024369282147628124,-0.028160250655058672,-0.030637669266937007,-0.03216614716260768,-0.03305165239624419,-0.033500336120476315,-0.03360286902480103,-0.033350859537382926,-0.032687298562580014,-0.03157625698183275,-0.030051905562176406,-0.028220959190468187,-0.026228895337774727,-0.024226059559572577,-0.022354306637067833,-0.020747118293157008,-0.019498042708964936,-0.018637452102919894,-0.01810508066619987,-0.01780064089660305,-0.01765766023313331,-0.017737777452156878,-0.01822517657257927",3
167,"-0.00624497056243245,-0.006924823339649777,-0.007355428536530206,-0.007703943711111494,-0.0081388483186422,-0.00877984691343886,-0.009668040389823718,-0.010758378164017257,-0.01194192305082753,-0.01309609473615092,-0.014142679535391167,-0.015082417219048405,-0.01598855579414804,-0.016963784911439184,-0.018084457771903595,-0.01934996459445215,-0.020673427368080866,-0.021914570042799952,-0.022943165939184107,-0.023687503267378285,-0.024159305718604696,-0.024444344945763807,-0.02467262483824828,-0.024955450734380213,-0.025328318854427767,-0.025736105767206086,-0.026091307042276968,-0.02634873131575799,-0.02653947179020244,-0.026735884675069266,-0.02699766601642284,-0.02733175341731864,-0.027683356282365845,-0.02793199705186966,-0.027888001842776067,-0.02727703019524752,-0.02572723902257834,-0.022757055822517414,-0.017802330905090424,-0.010308894565489335,9.395216194130196e-05,0.013398359591239362,0.029085701526364027,0.04614900336390837,0.06327151229392336,0.07910146362591075,0.09250754542220574,0.10274439772890176,0.10948572468104611,0.11274912146799232,0.11274426047208863,0.10972655910528617,0.10391818806809472,0.09554161450842558,0.0849111977575101,0.07251011397263962,0.058986738510890535,0.045094527541512774,0.03160695600883556,0.019239357392654477,0.00855680484211152,-0.0001097734359061242,-0.006709159406723675,-0.011424035736048554,-0.014565977160788224,-0.01646316976189277,-0.017403985281593926,-0.017623649191740753,-0.017311718268245846,-0.01661216657074127,-0.01563178514660335,-0.014453322139629354,-0.013159747546007683,-0.011844792513133195,-0.010613685755981206,-0.009562611307685986,-0.008757743013845576,-0.008214130857716495,-0.00790096174970778,-0.007766695493428455,-0.007782775329292613,-0.007959986857247858,-0.008327794245887699,-0.008882462039216277,-0.009567224967970689,-0.010301748093821672,-0.011046633795623206,-0.011837784841674526,-0.012782314153528263,-0.014021979967998921,-0.01569693407476158,-0.017899102843114245,-0.020635646320552925,-0.02379888142142128,-0.02719990012392104,-0.030614130937782313,-0.03384413272402087,-0.03672896080889998,-0.03915628485718581,-0.04104961633253856",3
168,"-0.035605652105588,-0.03509622196248251,-0.03432429550079104,-0.03353708171512341,-0.03293192939259593,-0.03258504573836342,-0.03244979823515563,-0.0323993613208652,-0.03227286773539853,-0.03191568400727789,-0.031214124717638642,-0.03012352363195968,-0.0286746687289185,-0.026948430260769457,-0.025029860375776473,-0.022964562130881452,-0.02074951395347916,-0.018351559082007033,-0.015742425522352464,-0.01291414364613579,-0.00986949579559394,-0.006584216547308765,-0.0029721671857846875,0.00113567081691799,0.005975855825977275,0.011809205061848509,0.01883881441462107,0.027114476471754027,0.03643724495724292,0.0463263138659324,0.05607507520287436,0.06490480922987055,0.07214659223753134,0.07738125492665558,0.08047290923758968,0.08151277988322841,0.08071617425293273,0.07834155125430255,0.07464423266920144,0.06985817794029822,0.0641692541771196,0.05769426799193337,0.050481498790992355,0.042554534590018005,0.03395901752265876,0.024791181702795657,0.015198265032233964,0.005396815257032523,-0.004290612982664924,-0.013407781172040192,-0.021415839548113262,-0.02781341985497228,-0.03228036967570367,-0.034762247940748114,-0.035477349314565226,-0.03484360589346212,-0.03336485389524359,-0.03149497290293999,-0.029538657926661934,-0.02762306467478239,-0.025753689283734435,-0.02389191481186443,-0.02201028031785865,-0.02009911686056481,-0.018163472340085602,-0.01622100967346361,-0.014309097366260074,-0.0124768561976136,-0.010774080403594333,-0.009235602403877677,-0.007874986738052071,-0.0066741970504211046,-0.005586864746758645,-0.004550403960941463,-0.0035178151476016987,-0.0024796557031346624,-0.0014681836950739512,-0.0005358630237194614,0.0002633828591192683,0.000887230151993261,0.0013058945859625581,0.001512159964442046,0.0015230964867983636,0.0013716330064762645,0.0010810477750326473,0.0006571735610238251,9.791964444450657e-05,-0.0005856805031910356,-0.0013745116276171823,-0.002258264775329699,-0.003245815110471364,-0.004337043449814268,-0.005476726807770126,-0.0065388003622709225,-0.007357626596836194,-0.007815513114843426,-0.007907142543963172,-0.0077494198086552404,-0.007503268226625753,-0.007293203622702353",3
169,"-0.013123669800042703,-0.012802009757456018,-0.012400550390260279,-0.012001833663315226,-0.011645858988619529,-0.011338310147653033,-0.011093157096558975,-0.010951159682100642,-0.010952943374179652,-0.011092696569830085,-0.011297037564810125,-0.011449488517711437,-0.011447999818742421,-0.011267401394858712,-0.010988001666240033,-0.010755048711907494,-0.010697049756558497,-0.01084102541419521,-0.011097145000938613,-0.011309581820619613,-0.011340433140942352,-0.011118080824947946,-0.010638678076612007,-0.009925665797443639,-0.008984819619989398,-0.007760939166429892,-0.006114166979904995,-0.003812768467616523,-0.0005641686521830336,0.003924716251147098,0.009852376890480435,0.01722698411912668,0.02578736693477507,0.03498848248013678,0.04406643311660052,0.052188948996294754,0.05862959560280062,0.06290777699809139,0.0648370153992669,0.06449581344418442,0.062138954290286236,0.058102002628478255,0.05271308739243555,0.04625015501800145,0.03892923920784838,0.0309251897628377,0.022392029004432962,0.013495253322236334,0.0044464739951887156,-0.0044559407325499845,-0.01282122539196845,-0.02020669358105362,-0.026211434212748352,-0.03057462244976969,-0.0332518740331314,-0.03442341056855494,-0.03444014466793424,-0.033714314212990426,-0.03260824341956106,-0.031354792165083356,-0.030045296973089525,-0.028662405628701593,-0.027141454554178573,-0.025415851478449714,-0.023448424897508258,-0.021241482231979053,-0.018848084965159217,-0.01636830414460036,-0.01393151090349054,-0.011652697553920621,-0.009598719729933508,-0.007775351318125734,-0.006151895099927668,-0.004686344731460235,-0.0033403436028115463,-0.002070697326755938,-0.0008282377795177376,0.0004332766549034195,0.0017283792768657547,0.0030261534948277657,0.004255244268504266,0.005335134761249416,0.006197539759220105,0.006793633061725313,0.007085627864826999,0.0070551608156290135,0.006717296084186503,0.006131897121426921,0.005384265357212703,0.004559399623123739,0.003722474583436275,0.002925269666945479,0.0022127475932798846,0.0016118772733119957,0.0011179102575775146,0.0006865124371735476,0.0002665705537393537,-0.00015845094516470093,-0.0005370350130006751,-0.0007672911880339806",3
170,"-0.02785162620685011,-0.02713847308304157,-0.026063841528680853,-0.024826824095424527,-0.023529534360501536,-0.022167560811059916,-0.020719464253809827,-0.019222987563683014,-0.01776526863091149,-0.016411052528824965,-0.015143740977434483,-0.013867612881672653,-0.012457537013589981,-0.010823455368195511,-0.008957907056349912,-0.006934605087697776,-0.004872443972848417,-0.002873427208748225,-0.0009922177322121417,0.0007675781792000347,0.002425257259802527,0.004012027670395657,0.005560977760985353,0.007111000710378346,0.008704817928914699,0.010407323031134674,0.01231344026420722,0.014549990078722375,0.017245345316556526,0.020497525825267704,0.024340001856211158,0.028732184390213966,0.0335524135146445,0.038603663151765666,0.04360733950828721,0.04820914140043797,0.05199875908197621,0.05457733858910291,0.05564134438866353,0.05505146830822044,0.05282499883079572,0.04907419244108213,0.04392608750410015,0.037497946351266964,0.029918891879768428,0.02137952550440092,0.012153097947330382,0.0025945093415472575,-0.006887792213081223,-0.015857097222270522,-0.02388891911305352,-0.030607879760245982,-0.03573286326492814,-0.03909341482220774,-0.04064130077675199,-0.040461786710768,-0.038816245390296655,-0.03615075790998373,-0.033022086718073884,-0.029920699932420636,-0.027110156340487968,-0.024586043703928473,-0.022197394606322418,-0.019813898580970046,-0.017429735496511334,-0.015136648241662387,-0.013029474740444247,-0.011119209690939158,-0.009332733860134113,-0.007572404872786209,-0.005791400576359129,-0.004007654931992399,-0.0022696091103178717,-0.0006055731527906949,0.00097964624956981,0.002482302484453913,0.003873428734179618,0.005113864469880103,0.006178270225224158,0.0070753983475808635,0.007828698047901483,0.008449879314957665,0.008908253665692811,0.009129876586741248,0.009011134849466085,0.00846973101909082,0.0074928024370929935,0.006169685250207835,0.004659675318229195,0.0031233721229411704,0.0016502639263447638,0.00025058489144907936,-0.0011027348013668559,-0.0024083555462410255,-0.003606288639994848,-0.004597850903718115,-0.005303588583861929,-0.005707493376283679,-0.005859717765295869,-0.0058366642383506084",3
171,"-0.028591189553765675,-0.02789717827442815,-0.026706471017992166,-0.025325870053137033,-0.024038146362501595,-0.023002615040818172,-0.0222228602943026,-0.02157950512243264,-0.020899791778024906,-0.020031790897006907,-0.018895650152194646,-0.01750016716999728,-0.015919039501519454,-0.014240454684910874,-0.012522357307788027,-0.010770927248104566,-0.008961458269151906,-0.0070627911283558595,-0.005061323242109931,-0.0029622823461507575,-0.0007927035802466498,0.0014098332511468213,0.003603912105741021,0.005758224448888228,0.007843492296827098,0.009823230701796316,0.01164613809826281,0.01327605657938028,0.014728862176809038,0.01610381133492933,0.017571807498425778,0.019347527401464802,0.021653961440610776,0.024699059382387745,0.02862969588136191,0.03346440208817637,0.03901300014036113,0.0448521271830312,0.05038327297396235,0.054971068067954654,0.0580840286096284,0.059382137421559865,0.058714993541845624,0.056073821321555126,0.05154224850217701,0.04529503161165967,0.03761815035073828,0.028919961917226712,0.019687253536594302,0.010414529686580742,0.0015349993386822147,-0.006596853987158235,-0.013698122992852163,-0.019546809655128738,-0.024005643688712247,-0.02704914400322155,-0.028775693652930763,-0.029374354651420152,-0.029081017356288357,-0.028139266455849687,-0.02679307614052491,-0.025278876636628842,-0.02381218415526542,-0.022546334717781457,-0.02154090958583435,-0.020747603434732073,-0.020041989952656443,-0.019274981819362012,-0.018333858651936912,-0.017175164600439996,-0.015831283012397238,-0.014380374043337396,-0.01290916819760562,-0.011471604189446883,-0.010075182875498884,-0.008687875808362598,-0.007271880720486297,-0.005808985835477032,-0.004312527075953681,-0.0028116597838613866,-0.0013413488691046034,6.611380257295386e-05,0.001372648576850495,0.002532190913527844,0.0034870019045974143,0.004178976578125505,0.0045616649501782295,0.004621457359683534,0.004379593844033209,0.0038874165216235546,0.00320538540887781,0.0023922992894100607,0.0014916002298154315,0.0005439773437230684,-0.000407352241433373,-0.0012825487791964137,-0.0019754566873063147,-0.0023893147015155106,-0.002523188175517539,-0.0024907554526197306",3
