"0.039314274121501375,0.020375737294852328,0.018100939974309914,0.016124487265629518,0.011714246731240508,0.006842895982318631,0.003811671625845659,0.004305856254916814,0.006459976807914708,0.006588036941082355,0.005403811323397333,0.0025666842057417896,-0.00012063758037047373,-0.0012034717798473128,-0.0026970169650682857,-0.004690125230005544,-0.005916465939345939,-0.006961896165604059,-0.00883616507713829,-0.011314825846558543,-0.011139840014190848,-0.009066621053077126,-0.00803026599336347,-0.005764425794065482,-0.0036536479414702536,0.0002031309807984192,0.0017154698306876652,0.004070706743813504,0.0029031339655775958,0.0002941700737034633,-0.0009030805219573581,-0.0016759883948104255,-0.0019544366586398687,-0.0031688842858754833,-0.00468674536130257,-0.005775071194030371,-0.007559903050005508,-0.008641982539840677,-0.009391446235916654,-0.008900810020529578,-0.00704709581843691,-0.007372200644814891,-0.0068353078050707,-0.006394948191445475,-0.006868577802235822,-0.007107889483324147,-0.007281381423846454,-0.007408023243127067,-0.008165543005741047,-0.008796915331886469,-0.010053803695733263,-0.010016047182095221,-0.00928876151319432,-0.009030336632130476,-0.008103171433451559,-0.006660889784808673,-0.006385698195707952,-0.002778534923985252,-0.002241490742419347,-0.005614945017325897,-0.006708848411951629,-0.006221814311397907,-0.00406261690009033,-0.0006342494766546462,-0.0005224355406313573,-1.213275164967803e-05,0.0017104499305980042,0.0032153088564221555,0.004552381398052696,0.005000253671473113,0.007129982120661498,0.0075866280041696765,0.008226146654337213,0.008052222824745953,0.008454744392371129,0.008793348692421675,0.009195527059114098,0.009927263235725042,0.009446662073692914,0.008106583086086663,0.006866359839795697,0.005207347700690465,0.004506612087735357,0.005223458748840358,0.004217502741257536,0.003277874524374679,0.0028856388214886543,0.0028566515140676166,0.0030677061053565186,0.0024878762461810443,0.0023469033089964786,0.00303745739552274,0.0034078685742728564,0.0036724798973911503,0.003292962245766029,0.002046364379633299,0.0006177870145527495,0.0019142179242493326,0.0017165834012929197,-0.019174971688499545",3,,
"0.0391341194353226,0.014594891500537114,0.01288196125600773,0.011736767956669437,0.011692059888686466,0.012466717099930184,0.010972954447860901,0.009777298948586123,0.009043372578551543,0.008433355953117543,0.0073958461395876255,0.0062353370387457745,0.0059978640469048015,0.005655305672652418,0.0034779397281483734,0.002979020700382362,0.00395734028506517,0.004066407006762254,0.004382381894489434,0.0037137975368080776,0.002402186147054776,0.0011748573577657394,0.0011319634064991596,0.0016362410406988636,0.002473500050776699,0.0031500148905959455,0.00437249436651704,0.003288903243827074,-0.002553125972120032,-0.006394250254810319,-0.008669238048757856,-0.010472838709043088,-0.013200447066757534,-0.015977399326571856,-0.018469588231478068,-0.018609578372512772,-0.017202404144664743,-0.01659278717379049,-0.016833871607891203,-0.016570022186863716,-0.015832593476973265,-0.015009707239153076,-0.014075387967464664,-0.012799582088263836,-0.011446907121786176,-0.010176332556463833,-0.008522397383576342,-0.0062929733806555855,-0.005426915069758039,-0.004970488432730472,-0.0053052213744412685,-0.006491190924343039,-0.007717651986467093,-0.007953689758917552,-0.009122052714456094,-0.010188232829095725,-0.009472878387784791,-0.0062260788502047585,-0.005246795018819479,-0.0044238403213236795,-0.005355612309621359,-0.006063900496559865,-0.0052490082072930485,-0.005424043156238971,-0.004728862011089257,-0.0028471580808922276,-0.001587438801323393,-0.0011933675333843652,-0.0008896907805646392,-0.00033324513980027663,0.0006176801423920398,0.0012098510895954852,0.002135685251188544,0.002694246866109312,0.0031894264478577235,0.003596718201079341,0.003649260088424847,0.0036426155163370773,0.0029906181920386857,0.0017260756121379815,0.002781422837862117,0.0034937502136132524,0.004429927752425551,0.0044919928565299305,0.004027145438321696,0.004490874115968949,0.005112123105233693,0.006167704229337644,0.006116838525752512,0.006147341321931347,0.00612924178236782,0.0069304943995078735,0.007621252902783517,0.008861786112551305,0.00857453485419312,0.010928389409063412,0.012681046945137577,0.012471773006859749,0.012390514376589624,0.004393563282964528",3,,
"0.01695821329461858,0.006954730374518513,0.006477319287081097,0.005904186485353104,0.005790153555915813,0.005078768589008124,0.005501355158172329,0.005186810443474847,0.0057280623166721875,0.006812726274032073,0.007018882381713019,0.0052451138574221914,0.004591564466699595,0.00594110589145512,0.005451286231217205,0.0050549804931965744,0.0041045766893186494,0.0023263871322813726,0.0017452555006402873,0.0012175428915872158,0.0011176619663577705,0.0011370222551134804,0.0006883027328334138,-3.0685552522342896e-05,-0.00028244519598866896,-0.001518140046841636,-0.002168320542408682,-0.002035569327760202,-0.0026156241085044316,0.0007125406598417691,0.003083764874738548,0.0008992364533444083,-0.0006627944396223537,-0.0025165616843410496,-0.002902246804322779,-0.003725377752777863,-0.005801940871633764,-0.0067017372948777534,-0.007415515227569301,-0.007583617483472034,-0.009140810548421356,-0.010158982112511657,-0.009202061370681226,-0.009694908981563395,-0.010416542568229041,-0.010080755934460485,-0.00874001230862572,-0.007415012424048094,-0.0066204052709695135,-0.0066150925300198435,-0.005772274243092616,-0.006113928053090113,-0.005640214324786862,-0.004906156981558246,-0.004599432120791495,-0.00420819799871585,-0.003498345020364814,-0.0024930811436710415,-0.00046613890341069136,-0.0007423711978378142,-0.002285701277739312,-0.0021354923462347936,-0.002583528720577412,-0.0033850987671061802,-0.005400276170544116,-0.006224322916653431,-0.005638025614731153,-0.0052718955336768444,-0.005724507092399536,-0.0055769541558504596,-0.00582458585504253,-0.005289920780705372,-0.0030695337710724274,-0.0019933204375537084,-0.002083366949598202,-0.0015163149837977147,8.091348889890937e-05,0.0004902044376799697,0.0005773725052784229,0.0014851047662853487,0.001894409430174597,0.001969931205048979,0.0018170867177582165,0.0017111377131696706,0.0018971827257457177,0.0025104054261982783,0.0028049788368839854,0.003129999312172081,0.004303216819137867,0.0037074832006871797,0.003690032437428284,0.004730242143911843,0.0047617859217231814,0.005324764216852122,0.006698219913472546,0.007565192176770312,0.007760878996671036,0.009221052432736548,0.011205936276018118,0.026423064385457273",3,,
"-0.011600478250515668,0.004021569985465746,0.004308162634270002,0.0041854172960246495,0.004243159184311729,0.0038543953341709965,0.0038029314424262405,0.004477613370425664,0.0042271389823239115,0.0030835930946162167,0.0032781384173313916,0.0029075194728569176,0.0025971582378484376,0.0026368094530834912,0.0006551904359556084,-0.0005219234082643326,-0.00053813615934609,-0.00030560702689386154,-0.0004910896357705093,-0.00019121152197946328,1.5697401187817622e-05,-0.00035581493321124036,-0.0011769151771334127,-0.0006194022734950649,0.00028626852873372965,0.0004261967818495367,0.002623471328615814,0.004537484442814061,0.006145115858890028,0.007778528758065034,0.008411393862164163,0.008032523736166274,0.007465103509466768,0.0070149219984669275,0.006024402071690957,0.007314895590551877,0.00820202276727865,0.004259637598295032,-0.0022356658862668875,-0.0027071127590027194,-0.0026421062384931297,-0.0019220939206231816,-0.0017427025428594367,-0.0035101155186459607,-0.005627907998539069,-0.006406800339171091,-0.00690389061787652,-0.007363466042106238,-0.008082892258218833,-0.00804311331623957,-0.007878107605578537,-0.007724271419135523,-0.008638565084058664,-0.009410843948160698,-0.009142176487497038,-0.00891741096953206,-0.008483789770270825,-0.007320671092261692,-0.007468313410202203,-0.007428351405353702,-0.006354644932199366,-0.006211312675338532,-0.007264483656661554,-0.007798791456197343,-0.007426938857389806,-0.006343086435765866,-0.004811009762229174,-0.0027408401771478255,-0.00032807851269186367,0.0027471323917066595,0.0032941380527821557,0.0025878771101550957,0.0019026796879354699,0.0011576120953712826,-0.0010299357886266874,-0.0020222373902737956,-0.0011952494236982941,-0.0026003916184561063,-0.002770212956790079,-0.002619240040636975,-0.0028570033079115265,-0.001807945548350856,-0.0008133033031577641,-0.0004542409549997753,0.00023623744362347154,0.0013472526910836696,0.0035704541652749125,0.003625866214719241,0.0021883232199744265,0.001993503939647513,0.002050708648682474,0.002780923775000589,0.0028745446318101733,0.002566471790727741,0.002925569410720079,0.004252395389283389,0.005575575243684225,0.0067621923821487295,0.008539871727849646,0.03305410222769782",3,,
"-0.0017503619704399374,0.01005312345373512,0.011589092541823194,0.011660177701641614,0.011386546660274766,0.010572637636527039,0.010226653393930689,0.010628684968555086,0.010346809279213718,0.010364351603821225,0.009544056304225463,0.009939929228846536,0.009948008987557218,0.008742964087380869,0.007311245453752762,0.0073137870919341465,0.007400472465740821,0.006871510493882417,0.006080665004228373,0.0062399016856465785,0.005320152005161595,0.004033065480519675,0.002754222776623689,0.0024906690954753915,0.0030971054439269006,0.00205711255109831,0.0015536594407138363,0.0005427049297789879,-0.0013736051264408083,0.0021345743126320606,-0.005981483027247483,-0.012684915874209472,-0.01312053684361035,-0.012986900678701415,-0.013383791580083224,-0.014938560723173532,-0.015943441603456676,-0.01760441531323262,-0.017956980662427506,-0.017312794652823038,-0.01607074297578498,-0.01519070237400471,-0.015185554117274902,-0.01519256662951421,-0.013992598798820621,-0.015411866690199026,-0.015010388487259841,-0.014704091474392824,-0.014675365654810422,-0.014096336317326924,-0.013831340473992431,-0.013260192145477396,-0.012787319003695825,-0.012291691819135715,-0.01198428415932333,-0.011559806256362961,-0.010241393852921082,-0.008938510198917735,-0.006148913777057185,-0.003053166627987973,0.0007093014041688068,0.003336041888859595,0.0036710115139735626,0.0041236882114353765,0.004659357222767392,0.005536963319440751,0.006234711639633107,0.00624480184492583,0.006117219897252134,0.006362183179251746,0.005759238646741757,0.008004124789749443,0.009575635169555573,0.010019628931531454,0.00980277987253758,0.009474869801051439,0.009935258989338948,0.011504240542146943,0.010592250932839201,0.009562971624887572,0.008514481112946217,0.007686785767674528,0.006322310921596297,0.0043566126081295425,0.002331354927915856,0.0010889919295872588,0.0009866093348023111,0.0003722841255608643,0.0006252419139329852,0.0007511339166374267,0.001584097164461079,0.0013967531279797853,0.001680407023515379,0.002679695652046038,0.0043698995142716236,0.005676150431588428,0.004950836022508972,0.004891943421943004,0.005127252836006459,-0.008158385363735464",3,,
"0.02860756504629537,0.01767954150109637,0.016012393202785337,0.015857289092096404,0.016762680958001274,0.017324116337855012,0.01604151012298735,0.013224085567709301,0.011433250681424941,0.00861477004955129,0.004825231648143019,0.0035142577943607905,0.00356728519874212,0.0035563848855914362,0.005369038263401576,0.006735282626402004,0.005903412710422612,0.005893145172178973,0.004933313892093312,0.004635038185600281,0.004951349149466487,0.004373269314420574,0.004273765234190459,0.0017546982815996176,-0.00018034686550914662,-0.0012234108108633932,-0.0025029540820637134,-0.00414049501499646,-0.005708648634620303,-0.006612799427468889,-0.006804252045999887,-0.006256090809707833,-0.006071991952492643,-0.0057729026255217706,-0.005441975823210951,-0.0062452450161867455,-0.006139428554439939,-0.005006207499492241,-0.0051266631219208676,-0.006273680639957476,-0.006137394855257275,-0.005891672319467746,-0.004735061055816556,-0.003848046426958976,-0.004800138611451639,-0.005691807256362202,-0.00533344084611669,-0.007734413068866318,-0.01037671602793108,-0.01143607067640229,-0.013901533063929002,-0.015740526080116647,-0.01668646863707037,-0.01659712769234271,-0.017604708003932316,-0.018674578211155937,-0.019236884109151583,-0.018368626610420602,-0.01759321326702133,-0.018306993793483887,-0.017895724313210102,-0.018991202732329095,-0.01924047843702241,-0.017697669054920782,-0.016304733390277354,-0.01618176501594142,-0.015381318017136967,-0.014527683319208777,-0.013465588582410225,-0.012230621132381572,-0.01035550751783465,-0.009040379963781747,-0.007929379420677424,-0.0053406526507424005,-0.002395771007169067,-3.833518201932021e-05,0.0030033704934295333,0.005505539901744639,0.004799973679240109,0.003330441426792329,0.005139947902442604,0.0058633822421795285,0.008051793361922658,0.008323584656269605,0.006477202768733833,0.007643295826299154,0.009091131932475778,0.011733851146379573,0.01460475824336868,0.01460100848021033,0.015368574999912642,0.01616721414091771,0.01720063470803919,0.017498187567389703,0.017850332145038537,0.01673401334647189,0.018818181694771664,0.025286008743107748,0.028426951202971805,0.00785726774824473",3,,
"0.02841997688926806,0.005347801505199465,0.004012692363118905,0.004746728363771852,0.006097003465683468,0.005105037761418019,0.004777581346447332,0.004958917311389168,0.00633976634664752,0.0059314280493310174,0.005609228392717304,0.006235472934029297,0.006066740567270853,0.00749601980491308,0.006978950854179197,0.006718777922186198,0.006219753087532885,0.0065187039212979,0.005701375551300705,0.004579552838748065,0.00328393375631943,0.0033986143417565964,0.00390968257393658,0.0026716390384150038,0.0029423314608765377,0.0039430131876835375,0.0034710883016132073,0.004091791705957609,0.003955733083054171,0.0033768782643545277,0.0019591957468410755,0.0009848300856780123,0.0003527268321479038,-0.00038902855847094964,-0.00017480669795327808,0.0015209310193968276,0.0020090608545447995,0.0013668986542424502,0.0007364557212669459,0.0010882637426703062,-0.005362561378430952,-0.014509391515640459,-0.014136446104985765,-0.011798103643584815,-0.01255867551300252,-0.015488586293327236,-0.015716134193003013,-0.015647967326748377,-0.016957458366551124,-0.01766782431343817,-0.017394939961304676,-0.01614299527262851,-0.016375767621034792,-0.015799536306995664,-0.015834013511981812,-0.014480150145343294,-0.013853631128776578,-0.014163463178587875,-0.013351877648038916,-0.012338655261789053,-0.01121613421160804,-0.010227469432306888,-0.009818807541586302,-0.01010594631085597,-0.008217956203801783,-0.006634255348385458,-0.00589931054079235,-0.005377153049096233,-0.004752472507659821,-0.0034703485676572526,-0.0031097760517029595,-0.0037570873376189945,-0.005208396257160436,-0.007528385077332153,-0.006740810391946239,-0.005195624082988737,-0.0023415488622119604,0.001996826242240929,0.006232246499129936,0.007055661245676359,0.0065727426515436865,0.007822270570309944,0.008297333997589383,0.008360035341517177,0.008111684714353688,0.008180415403238925,0.008590734720445678,0.009017226845799177,0.010042617228317383,0.011262589236594255,0.011662371624181454,0.011592142052202208,0.012311569307415289,0.012496123868579366,0.012473327713083744,0.012665790645588294,0.013148139724111864,0.014322058701267508,0.015220237826930043,-0.0006152280909977395",3,,
"0.030158439427229802,0.009009800157114875,0.00811980998300682,0.007335865728160348,0.006441815842709829,0.006273799149018211,0.007291768527456777,0.008238958567052389,0.0074187272349239275,0.005938806383161584,0.004781090527554897,0.003587961121575521,0.0036148287433088455,0.0038224007884803055,0.0024047633243492184,0.002211820792059234,0.002009473954189933,0.0019261169531287828,0.0010036450280278553,6.241938648508805e-05,0.0006549313509325722,0.0008632383627663054,0.00035144245543607816,0.0011033593461357086,0.0009341090897751134,0.002330567756890098,0.0028189311455734736,0.0036614192098427256,0.004479843812910986,0.0031681222913910734,-0.0017087926145712001,-0.0070503362557495786,-0.011033291065431654,-0.00968032204347849,-0.008811217824650892,-0.008122282919421055,-0.006321906097449509,-0.007435604081496773,-0.0074176599174407346,-0.008206463401573556,-0.008668532012441055,-0.01001635934315808,-0.011638511802312998,-0.011400922019440173,-0.011749927713369274,-0.011241894069400273,-0.011370976513374292,-0.010157746520640998,-0.010000369168029752,-0.009903258242607724,-0.008996692796851793,-0.008165510224114061,-0.008484541619623177,-0.00882724838723891,-0.008670952669818134,-0.008943556229128818,-0.00895450225256951,-0.007360109358730306,-0.005896084278967734,-0.005408410283926357,-0.004486601711553455,-0.0029621250299008,-0.0010655894693416892,0.0006662360835096304,0.0013130842552783462,0.0031415799738181566,0.0041861039496109,0.0027022717126452406,0.0011929187214198972,0.0010254866955752978,0.0010987143470325839,0.0002974796837752064,0.0008113784098587318,0.0013788459410684212,0.000688886134594377,0.0018285235858202104,0.0017590771937407018,0.0019506494619730974,0.0025915918100020557,0.002450314210336507,0.002820607669261399,0.0036793739312523804,0.003790273889536927,0.0037600507312416515,0.0030536591100413096,0.005114015189387464,0.006320272902492499,0.006238206498823284,0.006217165049713105,0.004934582676400928,0.005106958177180335,0.004626851005012977,0.0056312616931536025,0.00483346645501298,0.004407263711328296,0.005398184903477793,0.005610528149469177,0.005684631279527244,0.006141102790649458,0.005688423514135371",3,,
"-0.012976378305032094,0.011143752027201203,0.010731473620216113,0.009947925820719811,0.00975082127443623,0.007742023779157762,0.007571187499289748,0.006411034717342892,0.005167126962467044,0.0057996512495691,0.005169885521601281,0.004014934039093784,0.0036373936029294434,0.0032404360304296945,0.003844555929416604,0.00362985251266529,0.004205254039410909,0.004652652271750055,0.00531553060769859,0.004561210574213482,0.005225862136202686,0.006012390188601249,0.0066218612753803155,0.007096897958586024,0.006957168819965609,0.004732024844748977,0.004188389071203855,0.0033042245843127064,0.0016680938598611353,-0.0008011425524102793,-0.002129417506713701,-0.008144584005234792,-0.010958698193597656,-0.009013580655468801,-0.009129789531769912,-0.009215044364767399,-0.008963379823322421,-0.006379510800601373,-0.006005085023338361,-0.006698193644642801,-0.006423080556127005,-0.007229378486738233,-0.006542046583031877,-0.006403323024230826,-0.006126141277480762,-0.005823002131818663,-0.006032917924998264,-0.005480170835421998,-0.005864879657822343,-0.007471017186221942,-0.007276170982686467,-0.007449710778830634,-0.006493735274921574,-0.006097865325996491,-0.0052240030663378775,-0.004400412913374405,-0.006403087604168372,-0.005628087291618183,-0.006275305706026768,-0.008502899939108811,-0.010365945800729168,-0.009322715307627313,-0.008647840297062734,-0.007478391552431834,-0.006753964744633094,-0.006321350822786736,-0.0052333441513013265,-0.003910038762803141,-0.004138368183308901,-0.00278189633006593,-0.0026455406123326378,-0.0014263051902313854,-0.0005205819619619485,-0.001814784176052053,-0.0010840394485228597,0.0004515897974159012,0.0008326728717599763,0.0009370886495841616,0.0015544558285587248,0.0012831902333260876,0.002940742475358126,0.003978795880100328,0.004716268045731725,0.004121316650417263,0.002781941751460555,0.0037945943470281476,0.005444890805190358,0.00457568485005991,0.0049876937696737705,0.0059021693244701665,0.00578917221202673,0.006774270410612907,0.0071397759719771525,0.007285916999857362,0.007487897882569849,0.008537621517897834,0.007586561453295407,0.006662168741737204,0.007779840900039142,0.014317212107091516",3,,
"-0.006847674235342098,0.009400877926403525,0.008826852245092345,0.009075249312468406,0.008911320934397705,0.008151741350348664,0.008626546384250804,0.008041087864030808,0.007973461805823853,0.007999498837150724,0.008058575301613705,0.006871054404788926,0.0068134696934106925,0.006416284150999194,0.0062655451015991084,0.0060045075957237334,0.004683954043573482,0.005525298151141361,0.005682578583290743,0.005604302365455428,0.0053383653396279485,0.005906374840329007,0.005729633073107046,0.004764800120954385,0.004276615924237469,0.003577409172022143,0.0036041552637296886,0.0034252290857867754,0.003594767585870365,0.0033498747189166997,0.002962274806682111,0.0019046364213997843,0.0024564438707129904,0.002391806020557087,0.0019884525626259544,0.0018141171058564803,0.0018700543102173478,0.002032386023660432,0.0008196765008485762,0.0006235860752414127,-0.00048614680858791864,9.086584876435988e-05,0.0023052657526460435,0.0009018396721677951,-0.004454386164048571,-0.00858875503856553,-0.012447958387170291,-0.014175609319617859,-0.013125346620638675,-0.013775775863301705,-0.01548767522377005,-0.016963438788714827,-0.01883383764360417,-0.019649239525785775,-0.01965069823587142,-0.01889069249751403,-0.018238543373679285,-0.01837485826035383,-0.018533854943623355,-0.018933833549060683,-0.01894581449945268,-0.020250257780429083,-0.018897132422217355,-0.01873603205713399,-0.0188241493026695,-0.01711573225595666,-0.016502854750647306,-0.015589839365477802,-0.014801523009088532,-0.014267631475859022,-0.013719840885666766,-0.01050627850178694,-0.006675076078008567,-0.0022883475782995016,0.0018720041545204139,0.0033599037075917743,0.0015807157257201956,0.0008903025192907657,0.0018621828371483337,0.003068890168938805,0.003712310024049259,0.004916002027653965,0.004280833555457109,0.005582508351558581,0.007298230323733543,0.008775225763340513,0.0102798709133392,0.012212863779999951,0.013411020292107903,0.014407592981393727,0.014242871923974124,0.014193645415976494,0.015322009210283517,0.016188523121201302,0.016824079772729275,0.016423737412596527,0.016954046392519406,0.01864198814443941,0.019390395021978847,0.014226244752876628",3,,
