id,signal,label
67,"-12.72905474822235,-12.617898018018085,-12.416191168636622,-12.123726812690698,-11.740939431416075,-11.269262437587905,-10.71103369890728,-10.069356663935825,-9.347303390557403,-8.547392480946819,-7.671363928707683,-6.720452157367175,-5.696516484025395,-4.603674699124136,-3.450050550229358,-2.2489867464147704,-1.0195159110081597,0.21434043962701388,1.4252549071479326,2.584994629935812,3.6670624349165504,4.649049089897842,5.514362187830178,6.2531640894672,6.862537066510894,7.345941866376533,7.71219577949064,7.974144601617587,8.147192784546794,8.247762229339271,8.291991422806175,8.294493784414636,8.267502626810918,8.220365174242923,8.159432464735923,8.088113572934004,8.007185660421738,7.915618408194431,7.811020410209691,7.690511563236159,7.551447301007952,7.392045008270129,7.211991421354137,7.0125916491018945,6.796534121921384,6.5673085393427595,6.328144883489204,6.080993799244828,5.8256185463188945,5.558961043320354,5.275269022461716,4.966864554971325,4.625453407286974,4.243724228855013,3.8168219508124412,3.3433558801460546,2.8256012508146693,2.2690212122252635,1.681253101030455,1.0708309351444907,0.446050225718599,-0.18557795498991858,-0.8171851642708354,-1.4418219794416256,-2.0513828694026444,-2.6357086845508686,-3.182180006728915,-3.6762268044437008,-4.1026510449098,-4.44764450242123,-4.700946812093973,-4.857733612861697,-4.919751110806041,-4.895366805228537,-4.798578281896333,-4.647115318080232,-4.460055564861985,-4.2553761699020765,-4.047935390152627,-3.847955107311032,-3.6604553407498255,-3.485679325554786,-3.3201187124003866,-3.1580102521816276,-2.9930614385918553,-2.819987978338478,-2.635792868653688,-2.4403198321608333,-2.236319449517815,-2.028874706109219,-1.82437501886921,-1.6294626131637102,-1.4499663286716675,-1.2901465774889758,-1.152341384708441,-1.0369574906756203,-0.9428777333470197,-0.8679044977404278,-0.8094533029417939,-0.7650995039837056",0
68,"0.6818133066382743,0.6488871511698666,0.5588423530299189,0.42075207425719885,0.2467494039431779,0.05057785569144002,-0.153868112663484,-0.35388573269980217,-0.5389364749257011,-0.7010766438638587,-0.8350616080880133,-0.9380605807022393,-1.0090988747962388,-1.0483918713351397,-1.0567149015792028,-1.0349024138566971,-0.9836128850249848,-0.9033764960868664,-0.79492097054354,-0.6596105895193247,-0.49995238133293984,-0.3198636334344984,-0.1249452109877236,0.07773332809721722,0.2800667402199055,0.4735568887935031,0.6499936544613787,0.8021012816988984,0.9240270444082039,1.011868643462683,1.0637996626914257,1.0802197812173429,1.0637290031136395,1.0189607614127771,0.952369889765456,0.871833424231486,0.7862338755750216,0.7047380542267838,0.6360466564261111,0.5876489458738083,0.5650568327820649,0.571161952813064,0.6058463151163487,0.6658726108753052,0.7451605789424631,0.8353042396665664,0.926405664842334,1.0080246505826773,1.0702023904503477,1.1043738360717468,1.1040790442745614,1.0653787435759288,0.9869826294045616,0.8700667101078148,0.7179046535676203,0.5353525474743686,0.32835829706230424,0.10352056703686063,-0.13218689461824784,-0.37161344910862226,-0.6075423345176407,-0.8328417501069776,-1.0407226498512543,-1.225011009281892,-1.3806783749524758,-1.5042290117343278,-1.5940739767598284,-1.6506148221890875,-1.676100132367326,-1.674162122114426,-1.6493317826651008,-1.6062350300029724,-1.549092452486443,-1.4812809025939355,-1.4051420270869883,-1.322077043424807,-1.232756270666422,-1.1374517612602677,-1.0363235085111633,-0.9296711746378783,-0.818020949499024,-0.7021071023633514,-0.5827425465232832,-0.4606646868558606,-0.3363863550548798,-0.21012535190736337,-0.08178749807148655,0.04894606772864485,0.1824807784656448,0.3190947991398474,0.45874483364433694,0.6008993803640346,0.7444004774141746,0.8874080771674651,1.0274032509253503,1.1612834891376718,1.2855389159466455,1.396501682156182,1.4906628844591223,1.5649987564074026",0
69,"5.2207534497783,5.429101268546951,5.556161224071531,5.605498296065559,5.5819190434469235,5.490936724950313,5.338334250777617,5.129850675436561,4.87109520403359,4.567746394442992,4.225928754152655,3.852692703816839,3.456444991685114,3.047190401204535,2.6364827833710827,2.237029351109335,1.861947732080841,1.5238209838003627,1.2336872099091813,1.0001007367573926,0.8285081251804876,0.7209654091698248,0.6762315528182672,0.6901596767784852,0.7563193821265379,0.8666391481481632,1.0120362231345226,1.182935176584694,1.369734582604476,1.5632003706441377,1.7549310356794283,1.9378561781047008,2.1067411108602645,2.258376723698241,2.392106065664718,2.509626128044136,2.6142509852514095,2.7099177775155816,2.7997899803974384,2.8846557288769095,2.9612868731325346,3.0210382968671023,3.0489122692551796,3.023309321275118,2.9167289829248,2.697516533481741,2.3328167508374733,1.7925250670644743,1.0539165027758415,0.1062405809944238,-1.045537085671647,-2.378723450924255,-3.8533057803217616,-5.415018130043215,-7.000710232125915,-8.545179418759318,-9.988218861757613,-11.280668246211935,-12.388414205095579,-13.293882315458276,-13.995070408312785,-14.50275480184986,-14.836594568423749,-15.021055752879917,-15.081803177508746,-15.043020928861445,-14.925699683543328,-14.746786094620028,-14.519172159014374,-14.252076621182354,-13.951213063383534,-13.619186343428005,-13.25558106608375,-12.856718817539587,-12.415072587258123,-11.91896988378059,-11.351847203015872,-10.69192793550458,-9.91277328941787,-8.98501970255424,-7.879060469794595,-6.569098711122855,-5.037802450641635,-3.2809335818706806,-1.3111895043921251,0.8400946245595904,3.1235111672721416,5.475127599895707,7.8224357268235245,10.091761211783087,12.215963543902028,14.14112853526105,15.83125799729089,17.27036563438387,18.461695140511207,19.424950107744422,20.191693880678017,20.799717864273635,21.287415914582684,21.688617748019247",0
70,"8.290260551641843,8.272928422758287,8.157897495542143,7.932078193784459,7.581884230755211,7.098800520555923,6.484096290460554,5.751996038166171,4.93041160111464,4.0590220725899115,3.185231724438758,2.358803838702439,1.6262078906316813,1.0253348699636078,0.5814680581646634,0.3049707196318838,0.19078870487106236,0.21997362201677717,0.3627473879286196,0.5827341190614632,0.8412775848989344,1.1018485821197377,1.3333998358841566,1.5125183832568556,1.6244131909017288,1.6624168235181251,1.6269945090758622,1.5240578398533309,1.363173709369839,1.1557875855670101,0.9138648352296208,0.6487708999168404,0.37047528976283317,0.08709459819173837,-0.19535327570398842,-0.4729892273684442,-0.7438202086334371,-1.0073737386706583,-1.264285975111882,-1.516054966571268,-1.7645397842383304,-2.011724510214968,-2.2594684528354883,-2.509402109706251,-2.7627864749696904,-3.0204088779386637,-3.2824516409606375,-3.5483882579973205,-3.816891535571173,-4.085850383194565,-4.3524504203749075,-4.613457151855794,-4.865523137754437,-5.105629254805194,-5.331460342435083,-5.5417741522395545,-5.736625736397091,-5.917446615598635,-6.087173602438455,-6.250161862275444,-6.41211709692967,-6.579950035036617,-6.761505279276104,-6.964998856674168,-7.198087737313873,-7.4665548653485985,-7.77263168091692,-8.113232811488782,-8.4784566410776,-8.850767177621428,-9.205243375278911,-9.511126007145307,-9.734407755586211,-9.841413637175041,-9.802391238091968,-9.594669126325918,-9.204834857543414,-8.62929728775018,-7.873618914883984,-6.95069798797385,-5.878336369099358,-4.676846822869635,-3.3670744384421845,-1.9691643678000261,-0.5021174263911767,1.0159961919539384,2.5674255067253497,4.133815405738574,5.695677210155814,7.232015160042421,8.720534158604712,10.13850417178487,11.463907996509734,12.676951676685487,13.76141704845593,14.705640659047432,15.502873289177774,16.150846936872455,16.650643600294128,17.005249284862657",0
71,"16.39053882842925,16.314390508826992,16.237677112377337,16.152797965160744,16.050640467513453,15.923588125269866,15.768841635409075,15.59045707981193,15.398980098216295,15.208961433563328,15.035590166232803,14.891620773676726,14.783322984693804,14.70432669967595,14.624415659337485,14.473901970924008,14.129539937099334,13.411390518728712,12.107064760686871,10.039217205645322,7.169357708026816,3.6852358621381995,-0.006692346492037871,-3.4160504722154883,-6.1626897841971555,-8.105612633598163,-9.334348034043593,-10.058482014121175,-10.488300379341645,-10.77094876552514,-10.985348437034574,-11.165435942023485,-11.324264254456061,-11.46876297995,-11.60618499338291,-11.744022407511167,-11.888341684933131,-12.041068408471538,-12.199327446776977,-12.356914866342763,-12.505663765443238,-12.634934749225437,-12.730527360150816,-12.777053948628208,-12.763220821513876,-12.68564261399704,-12.545723421426203,-12.33900744236199,-12.046479612843825,-11.641189660815229,-11.114397650068312,-10.505369186939951,-9.906949672454566,-9.433562258068363,-9.170310118445173,-9.13921081292861,-9.302801634044854,-9.594773220036032,-9.952069213528347,-10.330962200790069,-10.706492287845109,-11.064762971021928,-11.39670846172028,-11.695228266178354,-11.954022196241908,-12.165659433030193,-12.317083920001302,-12.384697063089362,-12.331763282788216,-12.115194064828174,-11.70822694775164,-11.133097552615027,-10.479923162628332,-9.885546223484639,-9.47223535629081,-9.283901820386006,-9.259401744403604,-9.247602935403247,-9.0328443115039,-8.359242225760038,-6.976833407570577,-4.737283726194029,-1.6964663434540235,1.8693039425561935,5.582431852793391,9.143881854052061,12.429616504066615,15.435691488159627,18.14983214357374,20.483736438919742,22.315164491924794,23.573085131505728,24.279488274269877,24.529270389126154,24.447828260357067,24.16229576556637,23.78653136156268,23.410627311638812,23.092866244481637,22.863353962317404",0
72,"-6.30427050403261,-6.357030043255122,-6.394068723725507,-6.39594218524201,-6.352916278639135,-6.2718352880041195,-6.173524789461595,-6.08436068014192,-6.027028255445728,-6.014064602355283,-6.045873044663953,-6.113088720448047,-6.201484991244218,-6.296604454996594,-6.386614781258405,-6.463558917235261,-6.523976282755289,-6.568821660260564,-6.601465169533334,-6.621507681177565,-6.615861594747429,-6.549338747157936,-6.360672328718157,-5.9676523323381945,-5.2852363331223104,-4.2596626593853,-2.9126125238401377,-1.3792264618959118,0.09731987321633984,1.2462769773570166,1.9052855564845408,2.124183042183634,2.1430949493365197,2.2440608615254556,2.5870611224244207,3.152099709480338,3.8073367550694845,4.4232020515792,4.945448889383,5.3992895345471155,5.847699054616783,6.33900250618374,6.869399692674742,7.376969686181623,7.769969991890394,7.978254370978106,7.997442002989051,7.90244648902985,7.821118663741445,7.883505990798539,8.172401783349962,8.694030598269443,9.37661314734051,10.097407574415293,10.729604552532624,11.18757933983025,11.447148065254613,11.534365445608806,11.497622735432486,11.383507645961721,11.226681506545958,11.049778492094465,10.867054985867291,10.687319902899954,10.515595459497025,10.353846649430348,10.20168717113254,10.057663451342972,9.92090775095851,9.791858395320748,9.670236499753695,9.550660281255368,9.413813303840607,9.214658566589794,8.869073332685193,8.244857102832885,7.17262210591986,5.495695184798693,3.1579874248405932,0.28498057251413833,-2.812054624562193,-5.739107687786562,-8.1753223528816,-9.980826798073267,-11.19744269911613,-11.967224235098108,-12.438903751654241,-12.714194379060256,-12.843449836810827,-12.850736387198392,-12.7622915298825,-12.620852904820168,-12.477443570117615,-12.367328961450696,-12.287619433778424,-12.196512557133762,-12.043461482017662,-11.813614241786688,-11.553797683165673,-11.35724164831208",0
73,"-7.997384772355765,-8.09120166884223,-8.12052811135355,-8.084810873242217,-7.983503083910046,-7.81635976625677,-7.583852898537776,-7.2879438594528985,-6.932610853272077,-6.524587465124089,-6.073471917118759,-5.591444021078338,-5.0924519001306106,-4.590746495021881,-4.099069768912614,-3.626936202130242,-3.179255640991631,-2.7555610575797402,-2.3503065266944034,-1.9538219379462527,-1.5540724996766127,-1.1386615547959078,-0.6968646966034981,-0.22135307821651473,0.29060264399179836,0.836558999552496,1.4089232001263543,1.995656092908547,2.5814119249773793,3.1489649850419443,3.6808178679106422,4.160818715677854,4.575249345653107,4.91374763420543,5.169614127348906,5.339912305620095,5.425340345379253,5.429954495976849,5.360887129920604,5.228251701051617,5.044916404523322,4.826052487717684,4.588574173986798,4.350390331080822,4.1293438117235635,3.942164641095884,3.8035895938187725,3.725657723736271,3.717480814735355,3.7850667242376854,3.9316174449798904,4.157436329999589,4.459798459603158,4.832688352070319,5.266116763656592,5.745662344410691,6.252327701516188,6.762942054747652,7.251248515204724,7.689938602344062,8.052902467838562,8.317760695507802,8.46783010598788,8.49336797021647,8.39173818809203,8.166573526938647,7.826226484988647,7.381915139770607,6.845958828428023,6.2305443193900825,5.547135236907854,4.8064051902228595,4.018534763168004,3.1938809720611108,2.3432826804407316,1.4782860195538863,0.6109905016789288,-0.24634028432701705,-1.0818264320388327,-1.8845330973460097,-2.6449905135958947,-3.3555532051461974,-4.010588546660175,-4.606442995157687,-5.141331406949243,-5.615119258972507,-6.028994691946524,-6.385172001626852,-6.686625986591309,-6.936996679182494,-7.14050157229901,-7.302013316265851,-7.427221384796084,-7.522783329359466,-7.5963871012989905,-7.656655231716057,-7.712943559682282,-7.774799186929302,-7.8512730057220885,-7.9501211763472455",0
74,"7.585719579069227,7.485537360375641,7.313488451465535,7.072872680047546,6.76803776097438,6.403775250468449,5.984749560338262,5.51506363909531,4.998113238948914,4.4366741276852295,3.8333957335291515,3.1914277091279217,2.51504127763047,1.8101067931211006,1.0843334795903132,0.34720213754987483,-0.3905092047865999,-1.1173205210828314,-1.8217868990356507,-2.4932016032206583,-3.1222206154272136,-3.70128763071372,-4.224785345457176,-4.689009932499344,-5.092086695782898,-5.433707935680335,-5.714751547414842,-5.9368936767245994,-6.102242746166066,-6.21306301968848,-6.271524078553796,-6.2795586331335365,-6.238875943743718,-6.150985256558732,-6.017315560276668,-5.839281939246884,-5.618500031840529,-5.3568494590958835,-5.056559760303369,-4.7202258795966365,-4.350837683859256,-3.9517431999666677,-3.526645986537279,-3.0796011162660157,-2.615068636950088,-2.1379774745815325,-1.6538518496905397,-1.1688533842381155,-0.6898006246303865,-0.22407280058616763,0.2206714409252193,0.6369032546670361,1.0177275797440686,1.3574394598617303,1.651976954222679,1.8992507779581054,2.099253039521262,2.253967987325158,2.367073220306427,2.443548456110033,2.489173118746617,2.510058946598779,2.5122173650621846,2.5011466944012497,2.4814799937810825,2.4567422699941517,2.429118254738338,2.399376755210337,2.366925391568657,2.329988399313123,2.2858552508048895,2.231334290788233,2.163176930516915,2.0785776343570994,1.9756066859388355,1.8536439996409122,1.7136181320369666,1.558171807858166,1.3915654003432323,1.2193706487862102,1.0478839672601161,0.8833870733701126,0.7313148134148797,0.5955174813263504,0.4777594608975839,0.3775759755731123,0.29254489412096873,0.21890140675757053,0.15234949680279186,0.0889067435904316,0.025605654051364724,-0.03916058697818059,-0.10558242480613345,-0.1727229881224197,-0.23892395597218652,-0.30230964714746733,-0.3612119165273491,-0.41441156576049565,-0.4611824902858679,-0.5012298370251287",0
75,"4.1601268192016185,4.135659296202025,4.0789592664856755,3.9886347771068955,3.863271446925237,3.7020839418417286,3.5055490797023356,3.2758903626479356,3.017293396277986,2.7357936612658764,2.4388476112270863,2.1346725030803673,1.8314860983640013,1.5367544749178799,1.2565834385115537,0.9953708678176678,0.7557300743946653,0.5386023367252109,0.3435372034235207,0.16906139419699517,0.013046084967231586,-0.12697096572693,-0.2534886351481638,-0.3688298668569123,-0.47500030565626883,-0.5735920259025549,-0.6657306242205059,-0.7520626785391364,-0.8328056837900508,-0.9078179562355198,-0.9767393111935396,-1.0391707900730234,-1.0948415794430977,-1.1437525299894928,-1.1863143615507905,-1.2234130399729728,-1.2564171530679795,-1.2870967909230253,-1.3174807861564273,-1.3496770214484548,-1.3856761016818715,-1.4271638651767988,-1.4753753181004519,-1.5310101180423992,-1.59422250194158,-1.6646837097533074,-1.7417023413647166,-1.8243830489523019,-1.911814169406977,-2.0032065381399966,-2.097974198404883,-2.1957419842529875,-2.296305281447351,-2.399475568275161,-2.50487515207208,-2.611747828125708,-2.7188101691243047,-2.8241529649369626,-2.9252775265007123,-3.019242733357323,-3.1029186525789036,-3.173306616706769,-3.227867991658458,-3.264760376485763,-3.2830220710912146,-3.2825999365318497,-3.2643112934944782,-3.2295655601409594,-3.1800391170803026,-3.1173269845813962,-3.042457115327729,-2.9554879547222925,-2.85501338968721,-2.7378721328804536,-2.5989637194055217,-2.431270996964949,-2.2262617460651253,-1.9748092758908973,-1.668404908395257,-1.3008694732760495,-0.8701835181055912,-0.3801016505940735,0.15885336748380796,0.7294452704884544,1.3091235666245415,1.8727047806319206,2.3959174721162246,2.85934416297278,3.251589061852124,3.571045330714702,3.825730719972879,4.031105343141619,4.206257729956841,4.369548753508559,4.534461478157841,4.706842987226317,4.883959210779384,5.055545576890108,5.20658799940132,5.320999771985871",0
76,"1.7732316761400404,1.7423515100129896,1.685207280071435,1.6037181575704036,1.5007166228001507,1.3798631765405558,1.2455054416165379,1.102469055812482,0.9557779667294665,0.8103162139264642,0.6704829639589307,0.5398691732894779,0.4210166268897123,0.3153046998949124,0.2229657670318146,0.1432457167717519,0.0746702334619136,0.015353447228085737,-0.03668451992970667,-0.0832603936168933,-0.12584669696853024,-0.1654952250607583,-0.2028425608737917,-0.23818468419184657,-0.27158843724191073,-0.3030048371806223,-0.3323756646126198,-0.35970528038035476,-0.3850972663345721,-0.408760400955967,-0.43098716125239245,-0.45212390287721427,-0.47252205511503587,-0.49249941952309684,-0.5123044822308324,-0.5320926136006404,-0.5519106934281931,-0.5717049667368953,-0.5913327243571435,-0.6105851958146317,-0.6292223644585025,-0.647008352736225,-0.6637446068819634,-0.6793020703767713,-0.693629542941013,-0.7067632995220047,-0.7188012161587835,-0.7298809907674358,-0.740134246415164,-0.7496450231682398,-0.7583957103226843,-0.7662383884635443,-0.7728687739178034,-0.7778299338579752,-0.7805401951828065,-0.7803522862059545,-0.7766248328532089,-0.7688259450735772,-0.7566148196728527,-0.7399314370417603,-0.719037781862978,-0.6945261086254878,-0.6672731042573593,-0.6383468918188292,-0.6088965674470083,-0.5800324078185038,-0.552700763320522,-0.527602931501198,-0.5051368268278923,-0.4853889119216813,-0.4681505370927804,-0.4529517843053773,-0.4390948416036632,-0.425690535643361,-0.41168261975955833,-0.39587294624728175,-0.3769532653467137,-0.3535574686729507,-0.324347302037176,-0.2880959648657354,-0.2438144165863957,-0.19082624151209904,-0.12881932964299658,-0.05783397047231864,0.021852478853826685,0.1098706680102367,0.20597057169467947,0.31017932686696703,0.42288574302727866,0.5447685244042304,0.6765574177815535,0.8186319581698657,0.9705046270182272,1.130307657502082,1.2944050486881302,1.457249127301302,1.611575758397409,1.748978129707165,1.860790920705396,1.9391641722519508",0
77,"-3.1269788319479135,-3.1011249590826524,-3.073010494644792,-3.042319332062064,-3.0085326909125456,-2.970896866914403,-2.9284014825072084,-2.879821054008218,-2.8237552266637564,-2.7587331505441055,-2.6833113936541997,-2.5961555207986797,-2.496090897743165,-2.382146807458576,-2.2535237667986534,-2.1095654779730566,-1.949739776293406,-1.773640799615543,-1.5810460943563744,-1.3720075507115896,-1.1469641025343473,-0.9068440757745284,-0.6531304273152112,-0.3878323959430232,-0.11340549380074672,0.16741686413974577,0.4518012431583447,0.7370015325919783,1.020454465817903,1.2998177588233975,1.5729153815417178,1.83764228209716,2.0918229205647436,2.3331521245851046,2.5591784598135736,2.7673957602498134,2.9553922649281072,3.1210655305697643,3.2628170245129193,3.3797346494015392,3.4716569850182917,3.5391698796111375,3.5834752568455097,3.6062255915436343,3.609256880290047,3.594342381077874,3.5629249677099346,3.515923184006033,3.4536077132759178,3.3755793232636013,3.2808849475774653,3.1682768224661033,3.0365530644266028,2.8849913630104553,2.7137619098601617,2.524251720441064,2.3192225185289144,2.1027740235564774,1.88004394481649,1.6567673475771456,1.4386681005882571,1.2308624565231088,1.0373297131088206,0.8605736528841632,0.701472097069467,0.5593838566133162,0.4324184953190642,0.31786081195461513,0.21260507573943555,0.11359875130490726,0.018163453065975332,-0.07579265167408034,-0.169710791782558,-0.264402874937514,-0.36018160636460994,-0.45699860054906893,-0.5546013965425027,-0.6526477442364107,-0.7507997718447883,-0.8487646495547929,-0.9463369334384866,-1.043392871152892,-1.1398983662139206,-1.2359061957843998,-1.331556578389773,-1.4270630377783844,-1.522681754723302,-1.618660142648677,-1.7151599951609384,-1.8121570919233725,-1.9093341450756927,-2.0059791083229657,-2.100910344860271,-2.1924421386955086,-2.27840704157142,-2.356243039659086,-2.423139619675774,-2.476238131287393,-2.512860895287144,-2.5307424828056213",0
78,"1.9291760297899625,1.9833325860645719,2.026328655703063,2.058288264813216,2.0793225179923986,2.08943474814682,2.0884142706212945,2.0757369917447033,2.050488757891074,2.011361515273327,1.956741349050569,1.8849165038583635,1.794389867372061,1.684257455902273,1.55457728549951,1.4066737315875897,1.2432820297528155,1.068480600356288,0.887404732810976,0.7057822383276613,0.5293375900796469,0.3631837744088595,0.2113028593889359,0.0761986274753923,-0.041251099944928704,-0.14168751200672913,-0.22700104498986384,-0.29990689995994124,-0.3635108077807563,-0.4208653039041814,-0.47464877374873815,-0.5269530500944222,-0.5792193618918073,-0.6322596166523882,-0.6863865196851089,-0.7415516855584754,-0.7975026531575375,-0.8538971724570703,-0.9103973717543412,-0.9667104210699848,-1.0226308765593068,-1.0780371553971244,-1.1329019483773912,-1.1872827128163852,-1.2413421951614771,-1.2953237152731751,-1.3495471292384438,-1.404361349742686,-1.4601043216280534,-1.517027339216374,-1.5752383944510149,-1.6346379846979242,-1.6949016281768008,-1.7554716404956505,-1.8156038872293765,-1.8744177240782136,-1.9309943407550816,-1.984438500093182,-2.03395495386596,-2.07886767851112,-2.1186478285844577,-2.152867332313443,-2.1811831708800353,-2.203288713878727,-2.2189026857061487,-2.2277478873013212,-2.2295807643317627,-2.2241964803876533,-2.2114666446944353,-2.191336577878832,-2.163841919634095,-2.129057774478443,-2.0870607457246617,-2.037830380697866,-1.981164771130806,-1.9165566678804349,-1.8430870213936852,-1.7593080995398265,-1.6631832486792462,-1.552011221195463,-1.422466035317691,-1.2706124698720416,-1.092062316942469,-0.8822144121801991,-0.6364999343493625,-0.35073198736554945,-0.02146393370708033,0.35361329253404916,0.775265493837735,1.2423122932843307,1.7512255768434657,2.295753143511601,2.8666275243034773,3.4514052952292475,4.034576186182555,4.597997589207299,5.12174673292494,5.585386534211567,5.969553206967877,6.257682200962664",0
79,"4.947003235844255,4.868932629900188,4.736516338906227,4.557129820157051,4.340748134640857,4.098793945465843,3.8428930807728596,3.5836430422194887,3.3295585879400544,3.08637480371599,2.856675181585673,2.6399465708701984,2.4330010897040655,2.2307174713414772,2.0269907875311377,1.815768226615269,1.5920360881502207,1.352624344495097,1.0967289620792364,0.8260622505601409,0.5446510793310297,0.25831167797587806,-0.026139780399184964,-0.30174676202360384,-0.5622128681920939,-0.8025366408583876,-1.019404587278328,-1.211254440025038,-1.3781159884398546,-1.5212144117980069,-1.6425046820833495,-1.7441584168193218,-1.8281550569707194,-1.8959809261535616,-1.9485148940006374,-1.9860644903214242,-2.0085443052775025,-2.0157879703708312,-2.0078973292658597,-1.9855514924299458,-1.950260177750244,-1.904459555606226,-1.851460690517377,-1.7952388408888647,-1.7401098137183917,-1.6903553902257409,-1.6498794753200547,-1.6219328646324884,-1.6089759584722971,-1.6126818407510664,-1.6339933221404772,-1.6732258741852268,-1.7302394875091993,-1.8045528374890187,-1.895434228412717,-2.0020439492921023,-2.123526886940412,-2.2592252160588666,-2.4088491791478175,-2.572605477619393,-2.7512650390143394,-2.9459954653245086,-3.1580210661174695,-3.3880469083147497,-3.6356176393279105,-3.898393256241289,-4.171828523569352,-4.448957472978091,-4.720715284795079,-4.976557534072239,-5.204658671789713,-5.3930078157807015,-5.52936149079506,-5.601102429650088,-5.594961034980453,-5.496182581479201,-5.288650169920616,-4.955099392542425,-4.478676048204586,-3.8455044174877413,-3.048209785452289,-2.089715715962998,-0.9865225956835006,0.22946431643257714,1.5113767472422053,2.800414801149013,4.031398298323453,5.139853476256311,6.0700147236058815,6.781264087691389,7.252981985172893,7.486053555054973,7.5013587656629355,7.336307856401794,7.038727975140012,6.661150472182197,6.255383064459225,5.868118119384448,5.538287162884709,5.295425665137276",0
80,"-6.638079617309252,-6.709554831140448,-6.935399792721398,-7.265538578785204,-7.658395240687469,-8.093981668261073,-8.568503843484642,-9.076772328854275,-9.596596115187431,-10.08712188691348,-10.501928562372349,-10.80704287618044,-10.991062184200597,-11.062221703886806,-11.034360323632434,-10.90917879344251,-10.661711432319315,-10.236725380088274,-9.564282356803844,-8.59652453705489,-7.350812494881563,-5.928955011927421,-4.489786893793781,-3.185385468559698,-2.1014697488370686,-1.2390401932100872,-0.5402896154031076,0.06809009798209331,0.643496721417975,1.2192551020677627,1.8133492386722452,2.4410400543946835,3.1214519103383935,3.87547838668711,4.718229577593476,5.6524759058981076,6.666990761977154,7.740587990022149,8.850033333925843,9.97815151874552,11.11821138314086,12.272265889950518,13.444770385147905,14.635269496193018,15.833625865447146,17.018341767905085,18.15685046987285,19.20711803313459,20.122329446536867,20.858159704618053,21.380078729820227,21.66417131170816,21.688639007094025,21.419858424935,20.802521287934873,19.76395392330039,18.237205752244137,16.198681359371236,13.706245294784367,10.915418273106319,8.0543907956975,5.359821056501559,3.005237237381259,1.0642022097557309,-0.47351845853754426,-1.6539674625248644,-2.519779955951339,-3.1042963476302745,-3.4515976541262887,-3.6347884176739598,-3.7514980520981673,-3.896364158127028,-4.129747276435104,-4.463609923222421,-4.870197669459138,-5.303504880448159,-5.719092038432791,-6.084703087998907,-6.3829556237989,-6.609932936951122,-6.772391961669975,-6.884082976648541,-6.961508533216337,-7.019979883237191,-7.070905380123634,-7.121070354212932,-7.173506441010307,-7.229110974925565,-7.288130363092716,-7.350846395847741,-7.417265067697956,-7.486214240688616,-7.5545157275567725,-7.61679075523924,-7.666089527630756,-7.695257222515636,-7.6985814150398255,-7.673078514573238,-7.618753731965217,-7.537642815056888",0
81,"-0.34938961815621283,-0.3426758568561582,-0.35371050852843755,-0.3786164995001957,-0.41115885064634683,-0.4440245264727358,-0.47090756087297714,-0.48795469589378104,-0.49367223458661325,-0.4874379803805804,-0.4676101150895795,-0.43054004833405046,-0.3714255954035668,-0.28697997328577207,-0.17851901805832637,-0.053492083998543216,0.07575647150106246,0.19552411031046946,0.2948562103743453,0.3684439341190411,0.41736682092121025,0.4478066555149185,0.4684103460953555,0.48723294283020846,0.5092203359778198,0.5351274661348864,0.5621971086904143,0.5860758298795306,0.6028379226729854,0.610166062144522,0.6074771294393129,0.5954028801124205,0.5750395856534198,0.5472382923445633,0.5122068413505426,0.46972048776055597,0.41999504191756365,0.36475854911465877,0.30770798518583664,0.2537649903801765,0.20740155900058965,0.1709754484844579,0.14407183078633,0.1241714110875628,0.10813515829336917,0.09354902575645552,0.07922598506494971,0.0647796283246751,0.04985411049994726,0.033779923654703836,0.015897065072169037,-0.003923163051194889,-0.025207705768993893,-0.04740380446422776,-0.07049644867697014,-0.0950797648623889,-0.12170060182915554,-0.1499664750438643,-0.1781332959845945,-0.2035968346040009,-0.22408892101875866,-0.23878938695426832,-0.2486462797843665,-0.25585030760414496,-0.26295330086103785,-0.27218379586734653,-0.28511240357980716,-0.3026257674862176,-0.3251203951056061,-0.35282071880285093,-0.3859163313902685,-0.42429823469126493,-0.46706313400577226,-0.5122030226948735,-0.5567310088242987,-0.5970827961539777,-0.6294018428637633,-0.6494915027082175,-0.6526021732837757,-0.6336198177396994,-0.5880840194854757,-0.5139641012359624,-0.4134495427062479,-0.29366205539596635,-0.1656617454181255,-0.041885082094304416,0.06711600433148002,0.15537570720892413,0.22246464552581635,0.27225879073634873,0.31034980485297403,0.34178620871722476,0.3703540341072289,0.3990184160954402,0.43021475198949855,0.46540844571969764,0.5044264719286173,0.5453869980819945,0.5853420174783774,0.6212535048808374",0
