id,signal,label
131,"0.3404753824338155,0.3338495036666471,0.32044063303197573,0.30007416573914036,0.2727418259716678,0.2388168527589284,0.19923826661099037,0.15559168220347405,0.11005598591999213,0.06521693307607689,0.02376767706545848,-0.011832729055054223,-0.03969185663977791,-0.05869872852856034,-0.06865520581706565,-0.07024091057616128,-0.06485747358482499,-0.05439047277255081,-0.040945360244212387,-0.02659159552490452,-0.013151936152644489,-0.002062533695266417,0.005695390138722381,0.009606808790044582,0.009578897853887042,0.005873842141395606,-0.000989507594539188,-0.010322597400595072,-0.02136627299097315,-0.03334992710560776,-0.045565783220641747,-0.057406611029108996,-0.06837509451127746,-0.07809311802429215,-0.08630955392506792,-0.09289129576792354,-0.09782788153252167,-0.10122006581511633,-0.1032821642632152,-0.10431704756274773,-0.10469797301455681,-0.10481994863109005,-0.10506854058762512,-0.10575824069133948,-0.10711049316135335,-0.10922054439851873,-0.11206284505778119,-0.1155013489704558,-0.11932190174645796,-0.12325890701928363,-0.12703695209488458,-0.1303891450478206,-0.13309175765307119,-0.13497030873438898,-0.13592010438863283,-0.13590297069735402,-0.13495279880318342,-0.1331531203531322,-0.13062881701635085,-0.12750450182405876,-0.12388406135465777,-0.11981522693029184,-0.11527718826659485,-0.11017217671264573,-0.10435340006294715,-0.09764646872790382,-0.08989611438939507,-0.08099804094861095,-0.07093555831320447,-0.05978211373888841,-0.04770938544003029,-0.03495313416897685,-0.021795278050397333,-0.008519418445845498,0.004609723183757531,0.01738053617857302,0.02962989377969406,0.04125627820132665,0.05219637020284552,0.062425736651869054,0.07193403186671674,0.0807246545617613,0.08880721202938544,0.09619095046974502,0.10288436203691217,0.1088890112023887,0.11418752757077714,0.11872845186877112,0.12242418321009922,0.12514436153534333,0.12672911894720776,0.12702313335319435,0.12591610901732275,0.12339563083377288,0.11958822760935994,0.11478244452174871,0.10942466626288139,0.10407942419377528,0.09936029352282967,0.09584093730661494",0
132,"1.4856889912683933,1.5533788610521508,1.6108122938980465,1.659585716646495,1.7026490479611454,1.7443058150686905,1.7896038662239242,1.84339160455768,1.9094992781008093,1.9901363903346878,2.0851701202218234,2.19122995967591,2.301231444571326,2.405070372136457,2.49118598463414,2.5478643913445724,2.5635065943926794,2.5268044837495944,2.4285288216813834,2.2651138720566406,2.0417638780620804,1.771829580253713,1.4716776705689902,1.1539518763873886,0.8237951882162555,0.48047256081099743,0.12341805733049682,-0.24143260498584596,-0.5999401006103273,-0.9351848784287604,-1.238540031200344,-1.5184947798569564,-1.7982670462462345,-2.098772261981429,-2.415052378430964,-2.703674359513502,-2.8953625892289594,-2.9301531182563743,-2.7931963625571603,-2.5256561151159866,-2.203048636626587,-1.8977291345116534,-1.6515529331769159,-1.4719993573625736,-1.345384451693004,-1.2523796086071055,-1.1770392863643746,-1.1097175319437387,-1.0472386077716775,-0.9918807505429799,-0.9482254777712704,-0.9190376342427555,-0.902984159848474,-0.8960406200256639,-0.895327488335786,-0.9020817492307938,-0.9221265059426553,-0.9645689618714579,-1.039826880971125,-1.1567839306361698,-1.3187354889092973,-1.5196459098342494,-1.7437027919730976,-1.9695771688755972,-2.1774452046529227,-2.3547597304427743,-2.4980993887965273,-2.6111857581946385,-2.701150973458498,-2.775289008069217,-2.839475950477789,-2.8980977562109267,-2.954400162490801,-3.0103386329172555,-3.065862386701445,-3.1182851119949344,-3.1623004650083786,-3.190728002273678,-3.1949352045216663,-3.164203363235192,-3.083878116304019,-2.933694883613395,-2.6891000588669325,-2.3275870918533688,-1.8379766656288918,-1.2257657602897982,-0.5088842488306877,0.2940654114064021,1.1720057466346194,2.1160939822193434,3.103890934087257,4.088976465192037,5.009426644705862,5.812098092733068,6.473469158297708,7.0002337985547305,7.412759673989044,7.729371129564859,7.963173596071572,8.12657426365217",0
133,"6.41869152994364,6.195441363222287,5.792479960360483,5.2555929679780835,4.647884864081741,4.038176428529144,3.4853987971257583,3.0257553181118384,2.6687359169815865,2.4024543492389894,2.2034203098428744,2.0452115750927664,1.9029862085807734,1.754341323174752,1.5801781303817357,1.3688812719271128,1.1235699131837569,0.8668853128814034,0.6369166525303669,0.47233617398629857,0.39249613305153996,0.3837067362703257,0.40176294196738294,0.3917335961621671,0.31327315194962235,0.1545003274537704,-0.07320819732886985,-0.3516556122004042,-0.6688104834055126,-1.019987099617679,-1.399976576089986,-1.7950551733987767,-2.1819651562747415,-2.534370071729545,-2.8321237114379345,-3.067550595206094,-3.2458732601820417,-3.381022398485393,-3.4897513684380685,-3.5867221477251396,-3.6817426041231984,-3.7794265016535613,-3.8802397944229687,-3.981833701551527,-4.080168936833238,-4.1706490885040415,-4.249555326490026,-4.315325781020165,-4.368713816779491,-4.411280963540865,-4.442576011042083,-4.457239375122199,-4.443332474352808,-4.3829432079970685,-4.256020422949089,-4.047492670757486,-3.755554908650656,-3.396308913581568,-2.9997306991270873,-2.596785166419509,-2.2044865603663597,-1.8190274325917501,-1.4223354116549745,-0.9983847880041106,-0.5486113471275162,-0.09681302927634938,0.318158745484185,0.6560979966174711,0.8881527785838363,1.004719977644986,1.0177028108312012,0.9566465404201434,0.8588796267801628,0.7573526708454947,0.6727148193539625,0.613090654633476,0.5790993748178037,0.5691243257763086,0.5818475854806469,0.6169142506904093,0.6753550238941353,0.7602815369584981,0.8767449390902948,1.0296464961291054,1.2199693803128193,1.4413671565480817,1.6802401913702907,1.9200684128499548,2.1474361026532085,2.3557955767259946,2.5451971274377483,2.7193741770982838,2.8828221561249707,3.0392719618580006,3.1911989855615417,3.3392664592590293,3.4810553385872396,3.6094593539055957,3.7122735142917875,3.774513482832578",0
134,"0.2022243190925277,0.2691706365939357,0.3182564059886266,0.3538455112541534,0.3814380211735724,0.4067858961924946,0.4349754291416037,0.4695322653854763,0.5117327115849406,0.560358323684401,0.612023264524364,0.6620438428342972,0.7056323226002998,0.7390781134580218,0.7604904357496158,0.769937075100124,0.769175795451992,0.7613388276373589,0.7506623599777225,0.7419198188626801,0.7393323556445699,0.7453118612592338,0.7598315378637661,0.7808172800127755,0.8051732186648106,0.829732817451502,0.8518278317327015,0.8696487156069033,0.8825453201106344,0.8910964362138909,0.8967113347733466,0.9008585539740128,0.9042739524296683,0.906475976921306,0.9056842900178417,0.8990049185990596,0.8826172889220913,0.8518248189797273,0.8010132380415484,0.7237885949924205,0.613620369945906,0.46518998768473097,0.2762285022525184,0.04915696325450014,-0.20837730453251702,-0.48455544570166964,-0.7656818207361127,-1.0387565186671512,-1.293369996108554,-1.5224789196094175,-1.7222577407611315,-1.8915846561989973,-2.031516172336392,-2.1446608122827104,-2.234214259994518,-2.3028267344909104,-2.3518627059166626,-2.3815162375761627,-2.391692178301609,-2.38311584021889,-2.3580622382216525,-2.3203274705185084,-2.2744947469968544,-2.2248529677172346,-2.174443621558007,-2.124537210921213,-2.0746276168570965,-2.022788335990091,-1.9661990697886917,-1.9017339049926871,-1.8267305194067731,-1.7399614687831946,-1.6424286531813141,-1.5372272965402498,-1.4282149591493205,-1.3181294457193982,-1.207462890953222,-1.0948909334329926,-0.9788267167627414,-0.8587165029612525,-0.7349477716768842,-0.6074229137900033,-0.47390411663322674,-0.3294023349703412,-0.16711499119743678,0.019565953738739594,0.23506753264961056,0.4808150160583242,0.7560413544226972,1.059632568247471,1.39162191443158,1.753255752118628,2.1457632669553295,2.5687085607416265,3.0184196152618803,3.486108633043406,3.9553056938029716,4.39967502240914,4.783858706581105,5.069688910052594",0
135,"7.278295587837614,7.064651148481829,6.831456663797395,6.580159017676046,6.312725656974505,6.031444871253372,5.738703152748048,5.436791696152181,5.127741005600067,4.813230101464638,4.494548332351168,4.17261840865984,3.848061371326076,3.52128939616348,3.1926086574945955,2.862318990967972,2.5307987879686262,2.1985635537557036,1.8663033805335614,1.5348730968680062,1.2052659042654916,0.8785444510039024,0.5557476987128718,0.2377852272844807,-0.07468161035849441,-0.3813156724774984,-0.6821725878984193,-0.9776811360456295,-1.2685910536603622,-1.5558409469730714,-1.8404188585017556,-2.1231830478683023,-2.4047278377387773,-2.6852692430565774,-2.9646444898198983,-3.242303761999416,-3.5173936353918442,-3.7888455259990526,-4.055475181294192,-4.3160433046312665,-4.569299437078426,-4.813963219867057,-5.048699061110819,-5.272056406143546,-5.482437891483983,-5.678077867772156,-5.857073606647356,-6.017425289989454,-6.157131734053726,-6.27424567226255,-6.366941012628482,-6.433489260904928,-6.472208422779536,-6.481342707195795,-6.458959273927106,-6.402891174900143,-6.3108156922031995,-6.1804526740202474,-6.0099110721900875,-5.798103355166652,-5.545101990938466,-5.252388834509678,-4.922873636589992,-4.560651762272123,-4.170560718555864,-3.757612810856052,-3.3264754026365138,-2.881101125215639,-2.4246365566265657,-1.9595711376055664,-1.4881187061620942,-1.0126448896809177,-0.5360611530707255,-0.06200195303709943,0.4052219137865798,0.8609338292911985,1.3005043289737097,1.7198346856813567,2.115753393237398,2.4861931333717653,2.830211038887821,3.147794649533978,3.43954757639208,3.7063514302185965,3.949035036807077,4.1681905317730905,4.364018836515905,4.536303456571929,4.684425879171458,4.8074502251225635,4.90422218807924,4.973519063209766,5.014223719005509,5.0255254526758115,5.007110140924601,4.959289765635994,4.883049050402837,4.779947460063497,4.651881936980873,4.500751326867963",0
136,"-6.077147472514913,-6.146490109503551,-6.140318344825985,-6.087322718199825,-6.00813752193984,-5.906404907850064,-5.7729746866991025,-5.59882610732379,-5.386049138035894,-5.148871270441937,-4.905932302425306,-4.671505362488897,-4.451908857591295,-4.247164406375898,-4.053695792219457,-3.864845654090127,-3.6696333570017963,-3.452533330844904,-3.19641142268512,-2.8880244135885507,-2.523444316388395,-2.110101464531949,-1.664237418285575,-1.2052673407765067,-0.7500004559590039,-0.3088505868967273,0.1157005747696811,0.5294470509630207,0.9462402016142661,1.3864992410250974,1.8730659935595764,2.4240109963995433,3.0443586524654833,3.7206412370041893,4.421696129259853,5.106215362259016,5.734087089197587,6.276734553798244,6.722271790400319,7.073975330104274,7.343969235469908,7.546009505427415,7.690738229904868,7.784348768258747,7.829429569971099,7.826303321192439,7.774002856351428,7.670883981983421,7.51525869203101,7.306462829382587,7.046260423625677,6.739873279875477,6.395612036732567,6.022983358927911,5.630477401902754,5.224626002089488,4.810775554475191,4.394502185677952,3.9822405340641183,3.5805645518336267,3.19470300026215,2.8274120375466563,2.4789285318681085,2.1479460458297215,1.8328409691898262,1.5323483573273098,1.245466770087356,0.9709865514798448,0.7071614826886741,0.45182012274788264,0.2028701224621976,-0.0411415861998794,-0.28079521445603106,-0.5161527522106031,-0.7475540202122648,-0.9763109509166021,-1.204714660998608,-1.4351576812217886,-1.6689039816650517,-1.9053533333425943,-2.1422959733397438,-2.3768537989111405,-2.6064058647728565,-2.8290846931622706,-3.043905753264095,-3.2507234107156417,-3.4501376062263684,-3.643402793576408,-3.8323850797051726,-4.019469381765285,-4.207212218113442,-4.397680845972543,-4.591813903561006,-4.78925428170815,-4.98879742758138,-5.1890288521079295,-5.388542011390868,-5.585546547547702,-5.777373630906334,-5.960653498455494",0
137,"0.31308221641162426,0.4214865626700064,0.5800113204639255,0.7650668463668313,0.9511226678381344,1.118716517877953,1.2588307959144212,1.3719699075432779,1.4639055485025834,1.5415002915265332,1.6104128527551467,1.6747456951211683,1.7377589436312793,1.802950090465277,1.8745134175108507,1.9556229463728858,2.044483784479085,2.1297325177436885,2.188642530936724,2.190857026554644,2.108662386586226,1.929689182029064,1.6654319358771863,1.3491705787562895,1.0238332512184685,0.7266025079868232,0.47991627214449517,0.29418476599713506,0.17863764577958152,0.15014355725627038,0.230637119173696,0.4324481776530169,0.7421662997317049,1.115921585788746,1.4910394470841282,1.8062871666798874,2.017098364164787,2.09684247068319,2.0269539241934593,1.7892253122114936,1.3712083532775083,0.7835036731379819,0.07353276511565854,-0.6799744322955115,-1.3933758146944526,-2.0082579709810537,-2.5059666134171477,-2.9008948575201763,-3.2223576665885623,-3.4981667904156413,-3.746631344520162,-3.9759399687917565,-4.187821767317747,-4.382027176783749,-4.55894871499744,-4.718039219541264,-4.853371634585555,-4.948989574400523,-4.979403336340683,-4.918264236629886,-4.75235290997696,-4.492046718325872,-4.1703904699850245,-3.8313047111621117,-3.5150025526864077,-3.248105443056923,-3.040246894603103,-2.885533719533616,-2.767465267758283,-2.6658954235355687,-2.563529242534518,-2.4496559938176534,-2.3206098477539405,-2.177814506798421,-2.024574543545144,-1.8628464070141724,-1.6912680447003026,-1.5058107884288119,-1.3020160477480238,-1.0770823868139572,-0.8301623597131056,-0.5608918560057901,-0.26758224179373213,0.05345565605744218,0.4070180867067159,0.7971482592609007,1.2253108554166094,1.6893112197313718,2.183230788008982,2.6982802985781973,3.2241800520237507,3.75059176624749,4.2684003453049835,4.770611008454062,5.2525000566942115,5.710325364288961,6.138022781306818,6.5227446470402235,6.842345437858658,7.068593650921079",0
138,"8.770801366070636,8.680579492948592,8.583951453044383,8.475176767220926,8.345911128625799,8.185787769947858,7.983140940976343,7.725851274585921,7.4023904992850795,7.0029571034086455,6.520650456948627,5.95257814933051,5.3007382497019915,4.572586743317749,3.781151881497155,2.9446195465049336,2.0853511971075824,1.2283449338306531,0.3992480773829601,-0.37785666230447346,-1.0826253566981614,-1.7002496113619205,-2.2225915572388413,-2.6484557851342725,-2.983030195795944,-3.2365716904971364,-3.422670358174276,-3.5563908686221612,-3.6526143508943854,-3.7247544612031493,-3.783983771977246,-3.8388940321108027,-3.8955536217212643,-3.957805947335311,-4.027700616096487,-4.105938093652387,-4.19233454354935,-4.286160877089619,-4.386427995174371,-4.492057511403489,-4.6020149239146715,-4.715414932354255,-4.831558709371004,-4.949866704108299,-5.069923720008816,-5.191404476819301,-5.314076785609759,-5.437787459396398,-5.562248240253824,-5.686818467245525,-5.810733875365113,-5.932613838266793,-6.050389386673526,-6.161092113736743,-6.260717924005242,-6.3439602095616205,-6.404046569683711,-6.432575941966574,-6.419488745167699,-6.353218625189891,-6.221175543228542,-6.010613272594631,-5.709961372425074,-5.310502478017952,-4.808252288594321,-4.205647976744432,-3.512716251650581,-2.7472836778130625,-1.9340596304250135,-1.1025491472895408,-0.2841172854425644,0.49134893981843675,1.1985351752888187,1.8190663858207663,2.342720884258142,2.7674553779375746,3.0983389160734536,3.34578928401403,3.5234782608560202,3.646341052074108,3.72892923481023,3.7842876227234044,3.8233231926592666,3.8546338238308753,3.884631368179205,3.9178588245847568,3.957333040891945,4.004826651641977,4.061149012324998,4.126178458526342,4.198906509497673,4.277670101726175,4.3597465508452835,4.441542237089902,4.518679004717612,4.586215618331757,4.63886482784085,4.671374347356638,4.678912225002726,4.6574495820443165",0
139,"2.0138880894274966,2.0280764438461576,2.115463808773493,2.2677519876005037,2.474864485153337,2.723532015738162,2.993197273802797,3.2524791866815765,3.4600684606787957,3.5713506702388336,3.5483616239988964,3.368750694714238,3.030301441238229,2.5501146356252016,1.9597185469902025,1.298645253345263,0.6089595206132885,-0.0684030742031978,-0.6971048177794112,-1.2503784804731213,-1.7162764324433262,-2.098895146018019,-2.412756148858822,-2.673287669031704,-2.890005712718244,-3.066339177950005,-3.2037598690241875,-3.305036335713372,-3.3740561095720016,-3.4138156891277447,-3.425425494797846,-3.4090125604607397,-3.365212586887994,-3.2957972885402445,-3.2032142264514274,-3.0899405255853774,-2.958455571394083,-2.811775276050814,-2.653687611363628,-2.488292786172261,-2.319116274211142,-2.1484433545810293,-1.9771960315335582,-1.8051643470177794,-1.6314089642245346,-1.4547083645999357,-1.274008199749852,-1.088746363955265,-0.8989469647651087,-0.7049277843268791,-0.5065706001108339,-0.30249835083508225,-0.09004519142984124,0.1332208039780567,0.3668649809256386,0.605519445646443,0.839025282763425,1.0549893045058405,1.2423347825627036,1.3941073356444753,1.5086226446359592,1.5889906878502171,1.641497842975706,1.6734369514094207,1.6910880027441864,1.698498258662727,1.6973363918946265,1.6876067533749857,1.6686914072569263,1.6402199088771998,1.602459969440695,1.5562546666148296,1.5026673207179502,1.4425228809252197,1.3759470253949284,1.3022201928522477,1.2202158010673476,1.12939334415297,1.0307195138618126,0.9268198704257204,0.8211902386066163,0.7169959146182321,0.6161328054756425,0.5189378510322746,0.4244897831105612,0.3312929759287644,0.2380689046512363,0.14441549670994602,0.05099730464864072,-0.04091441552344621,-0.13036670373941428,-0.2174829575942101,-0.3034809427348715,-0.389943161031566,-0.47792935187226826,-0.5675230528170006,-0.6578300948550573,-0.74707114801256,-0.8326375321768578,-0.9114280420947725",0
140,"9.159771130027877,9.027225813994352,8.866886800962511,8.718012296052105,8.573413629129345,8.353207453235363,7.919114543095143,7.125242648834647,5.88057328428575,4.193120120748919,2.1791165503189713,0.04285129652670605,-1.9554858128360344,-3.5370494453220935,-4.455341710456679,-4.564029303524931,-3.8779055531848385,-2.587071834600458,-1.002979817404082,0.5438848882958602,1.8032493662938531,2.6547190123179973,3.0965809029782356,3.195455084625774,3.033106596704494,2.6756701255304627,2.1689384237821105,1.5490513403900668,0.8532611674353054,0.1221902739468037,-0.606593812639991,-1.3073195257092962,-1.9700576505995464,-2.5972952728843435,-3.1959586297807263,-3.7707391759856534,-4.322209395558506,-4.848566515522215,-5.34783908076248,-5.819112034598815,-6.263260881104429,-6.683849459674507,-7.0873759955167035,-7.481886985840838,-7.872951293095705,-8.259233134142388,-8.62710104259917,-8.945105691218838,-9.15594848766205,-9.167445032766404,-8.856208860923987,-8.10464670904445,-6.872925317410488,-5.265515144099872,-3.530322104165233,-1.967729458570151,-0.8017959314763905,-0.10006612960042816,0.2140779012504339,0.28514951247947984,0.2473014899567687,0.18489356090820053,0.1336072886351758,0.1016486211549541,0.0900222275079674,0.10210272055247493,0.14231388931117372,0.21143715675476127,0.30463579580326083,0.4131485159551076,0.5277364146087917,0.6411597899903319,0.7488054929142072,0.8480524588766012,0.9374956663839749,1.0167604549315614,1.0869614524049576,1.1511136354270395,1.2138637152340772,1.280537561926944,1.356006002679898,1.4439221501317046,1.5465063604749343,1.6646887295080655,1.79832188809627,1.9464830055933895,2.1080427929214487,2.282371017626156,2.469560520262702,2.669694978046971,2.881540766231673,3.101768613769191,3.3253973895493134,3.546999856739861,3.7615450364471066,3.96399808976461,4.147677194773468,4.302201084151838,4.412709714511023,4.462018966522913",0
141,"13.58538679680738,13.280024452802955,12.798325318038266,12.168214122283771,11.429005278198208,10.628560560883034,9.815140189800436,9.023287763503719,8.26049767318485,7.5037473604666864,6.707841134643985,5.820114090483084,4.79654386289158,3.618717577818991,2.309885237291926,0.9407899540991593,-0.38572599296796284,-1.5694496774535338,-2.5472730875454523,-3.3066586461101206,-3.8742958789851087,-4.293591261822829,-4.606950267315906,-4.84842901835605,-5.043205936768942,-5.209208906583122,-5.358935324466939,-5.5015962945227095,-5.645098370995189,-5.797445866180622,-5.9669318536050024,-6.161043815919708,-6.384949779256463,-6.640645104261868,-6.927405716022108,-7.24335670072605,-7.586469156687418,-7.953567899845741,-8.337481723355648,-8.72499392599094,-9.09740957587265,-9.430151716086652,-9.685337832996826,-9.79374246783701,-9.640011668400074,-9.081128789687174,-8.016213034238454,-6.47773970390454,-4.670982375023186,-2.909023526684411,-1.4734767621023153,-0.49696710242266917,0.0571109838751811,0.32437426169895467,0.44527829360998794,0.5071144879098597,0.537713428900858,0.5315042896134621,0.4799581048137611,0.3884869562198432,0.2764609280012795,0.16709691016135153,0.07833201853462946,0.01919949549177069,-0.008776164802018371,-0.008318949729314795,0.01638245521634296,0.061482093651591185,0.12459334173085246,0.2053723780658263,0.30576384634286313,0.4298392989564874,0.5828626170014495,0.7689967600723655,0.98801485519237,1.2328533431291495,1.490074969296903,1.7434706313547004,1.9787060192956591,2.1863818003276565,2.36242215769465,2.506695935153812,2.621450888111836,2.710428002310466,2.7787055028915235,2.8328688472334447,2.88106732381598,2.9323894045619,2.9950480763740357,3.0736005355307663,3.1665658292407954,3.266272654811326,3.3616467642166477,3.4425526093601917,3.5030783325769033,3.5418752117750447,3.5597431673373503,3.556337559965341,3.528229793726629,3.4695053371783082",0
142,"6.095230667870993,6.028303840327792,5.955929938845806,5.8831838114611745,5.809783389745683,5.733245432438095,5.653145748435519,5.56713286985449,5.464425934789207,5.342475652354984,5.220497628213623,5.113821191481198,5.015032330785875,4.9117225236991064,4.804315244878394,4.706762789933884,4.652587795576119,4.710750630953714,4.963635368552143,5.399281971509765,5.7356677524806985,5.400280743715216,4.062279758679926,2.2411754113173914,0.8270477064676007,0.128714551604173,-0.2089681720962253,-0.7039343074583733,-1.4609177818069745,-1.762897970515659,-0.9043632424457262,0.10532306857519291,-0.6474700614471023,-2.9222947556588434,-4.875844711205266,-5.901775156748458,-6.5091185625413015,-7.117577248517849,-7.863911769013755,-8.731063600067415,-9.648663068238815,-10.545737432185582,-11.390293995104658,-12.192075876254908,-12.962617474255964,-13.6863443130087,-14.341914793432622,-14.922664870348894,-15.280307817921264,-14.85771665900015,-12.87427211860808,-9.446743251571043,-6.203861406708914,-4.519837765888959,-4.105157709796087,-4.061802193814653,-3.9040734178926884,-3.6019064599988515,-3.275777927167264,-2.969067711095564,-2.655056183355548,-2.2951298774155267,-1.873637378501153,-1.4093117084396103,-0.9282900869425941,-0.44216466789775755,0.042130773372773156,0.5255763026633777,1.047610219061426,1.6690064516928809,2.4063508347171876,3.210300984725454,3.9842076524628753,4.611420711813394,5.027859303498501,5.262477465933576,5.375542308104259,5.400106054685,5.355474327778325,5.270506072962914,5.16873504922274,5.048995402081288,4.895502485173727,4.7085134024340976,4.51068563244293,4.3222408266705115,4.140085763504028,3.9447494314249765,3.728157970653311,3.504011123483031,3.286387800671215,3.0743853870282765,2.8686367505961474,2.6820466385229453,2.5258349896794696,2.3955009355024544,2.277162099371764,2.165273509847645,2.0625665329149037,1.97476855512378",0
143,"-2.0332504209850537,-2.0212883522275025,-2.0422645014965415,-2.0913705113325634,-2.16249241182801,-2.249160285910925,-2.345502437182919,-2.4468423262799277,-2.5498748151515223,-2.6523436645786465,-2.752277014392174,-2.847037886117466,-2.9324483610777428,-3.0022106169661473,-3.0478877606939037,-3.0594967861807536,-3.0266268795063915,-2.9398956568393952,-2.792396754861965,-2.580890171854186,-2.3064230592676047,-1.974344230536449,-1.5937345325487353,-1.1763936416242124,-0.7356626410769884,-0.2851687054783838,0.16221934424595297,0.595234114569422,1.0047751979894715,1.3842531421761741,1.7296819177193932,2.039583136627188,2.3145951992779823,2.556939691164227,2.769686199580109,2.956019752788558,3.1185916983196478,3.25903639989213,3.3778133930088448,3.474397619678932,3.5476927107476817,3.5965513318971603,3.6202597353603467,3.6188893349466387,3.5934101245054917,3.545653953117749,3.4780894927517174,3.3936804564822065,3.2955188875014008,3.186770289186029,3.070511513252958,2.9496236371574973,2.8266420131570964,2.703592245110979,2.581742036421848,2.4614811237152416,2.3422776347503342,2.2228340255034844,2.1014372025480963,1.9764352437215162,1.8467537120542357,1.71229529162175,1.5740829906574287,1.434193510739222,1.2953726864500243,1.1604964088115857,1.031975261784556,0.9112629460909876,0.7985732058701203,0.692861819518118,0.5920384051865586,0.49336772462209133,0.39390173728651234,0.29094741004976044,0.1823667893023906,0.06676960024373457,-0.056478856993368964,-0.18736039263921,-0.3252988014904954,-0.4694048338669976,-0.6186635916297956,-0.7720882166124721,-0.9288260780242616,-1.088181702036561,-1.2496456456829748,-1.4128176261954657,-1.5773366900047598,-1.7427742488213305,-1.908546322762545,-2.07368244401456,-2.2368342373736727,-2.3961666053198485,-2.549322408306953,-2.69343762291858,-2.825213576780925,-2.9410323609818683,-3.037148370626376,-3.109887238465051,-3.155902504908134,-3.1724154309275683",0
144,"-8.505617645868584,-8.438318370565405,-8.242536609688056,-7.946243446239787,-7.5796022095736255,-7.167862534458848,-6.727564287387523,-6.2659019547044075,-5.782495505862011,-5.2728037484111265,-4.732520957114629,-4.161667444520011,-3.5672021936979856,-2.9629519195802976,-2.3667287345434262,-1.795540178665271,-1.2612051330008316,-0.7680878010204202,-0.313519371376203,0.10974669127930703,0.51015761553779,0.8940858683160275,1.2637623431651495,1.6172559789271457,1.9502380030315702,2.2581116923551576,2.5372291852754394,2.78525703650741,3.001649886188071,3.1886307301198755,3.351842940313343,3.499716557092256,3.6417467847657914,3.7868140822663463,3.942348572028859,4.1141128295971665,4.305888924734024,4.518694278007121,4.749770593096134,4.9918366729099155,5.23321399686318,5.459253635009382,5.654922721404937,5.807395237434758,5.907281502474731,5.9481925717139,5.925920951991106,5.838642220859242,5.688220859470556,5.481270867875857,5.228746666232929,4.944130340942152,4.641186423837723,4.332140541059662,4.026602605318157,3.73122862045928,3.4499643560168884,3.1844472530539925,2.934167135109469,2.69637672979108,2.466304119550685,2.238208119306975,2.007166365129491,1.7707648699061131,1.529757551866485,1.2873412584518,1.0475120294216982,0.8133896480585303,0.5863185655464864,0.36585836646529657,0.1502959496972487,-0.0628618686037079,-0.2764740116933382,-0.4931064871003308,-0.7139475385867815,-0.9378013277732062,-1.1610204707574958,-1.378768183395577,-1.5870503509996823,-1.784377796101186,-1.9721255940165374,-2.153463873577648,-2.3315122730203655,-2.5077720911661405,-2.6816334048103467,-2.851039345004402,-3.0137603308198306,-3.1685176966398974,-3.3155229154157455,-3.456329795825379,-3.5931523329504085,-3.7279531597428566,-3.861711851676496,-3.9942180089774926,-4.124390945406391,-4.2507859544874105,-4.3718949329454,-4.486157397162335,-4.591903149719329,-4.687496211179306",0
145,"-10.113926151999511,-9.858739099405051,-9.612888724840028,-9.376008838223123,-9.14672227907927,-8.922545159211682,-8.70070104098632,-8.480040187633843,-8.263263187225638,-8.05639548898257,-7.8639872004824305,-7.683343990308103,-7.5042668184829004,-7.3171185091507525,-7.123604195099235,-6.94128200144244,-6.796848307337742,-6.711202302005047,-6.6842991621535965,-6.6883792568436675,-6.674463458982256,-6.59092713831506,-6.405170101253503,-6.1164488928350185,-5.752691683636799,-5.354771992475774,-4.958639689066391,-4.584796884882085,-4.237622992796613,-3.9106654850319487,-3.5917906872832823,-3.2655103182479195,-2.914638504035473,-2.5243530716550637,-2.0871880015460675,-1.602175573750614,-1.063623243481885,-0.44586793179954043,0.3074733485345469,1.2802878358067247,2.5692904304810327,4.260132272701078,6.395819143817935,8.945002932992619,11.79225322683397,14.77064672619597,17.719196224326858,20.504036188423154,22.96735139700148,24.856297783687808,25.841259627974022,25.664883234604265,24.324175726411912,22.128633904346692,19.574293255860823,17.12704798389111,15.07452963877041,13.520745302253765,12.464809518018832,11.861072031352695,11.617664707422406,11.571764834793772,11.497957133316358,11.169453222963696,10.453853492416311,9.40429033022836,8.286054239790253,7.489350262730333,7.3424274628107895,7.922681428624429,8.9847378598268,10.056151026804592,10.648382642990804,10.462114736630003,9.481163797458393,7.92519464023675,6.115030993313562,4.338306098228227,2.77774890555672,1.5056216930346586,0.5150880075233495,-0.23930800131762808,-0.8061280711069188,-1.2152701945848303,-1.4806841333826632,-1.6348504809489093,-1.7882860197083659,-2.182922800158913,-3.190369953817818,-5.210230819135353,-8.477826127369095,-12.876115104002789,-17.88747310878884,-22.75225565471977,-26.757142674771718,-29.48351793923624,-30.892402554371596,-31.248943692872867,-30.972879252013453,-30.490761116710747",0
